9940
1	1 1	1 4	1 14	1 17	4.781029927825561	0.6374567257279755
2	1 1	1 4	1 17	1 20	-0.2732949913449041	0.06967582757213098
3	1 1	1 4	1 20	1 23	3.6509909942048715	0.49512037948682797
4	1 1	1 4	1 23	1 26	-1.4244731553699141	0.21467480846114873
5	1 1	1 4	1 26	1 29	0.0008623861474156985	0.03536102613734827
6	1 1	1 4	1 29	1 32	0.005419221817803494	0.0359349916180474
7	1 1	1 4	1 3	1 6	-4.576718795581193	0.6117223026078102
8	1 1	1 4	1 6	1 9	-1.7879705654690383	0.26045986212815453
9	1 1	1 4	1 12	1 15	-0.37198538789906843	0.08210657666995347
10	1 1	1 4	1 15	1 18	0.26718517677704495	0.06890625348408286
11	1 1	1 4	1 18	1 21	0.06139445596809291	0.0429854657848244
12	1 1	1 4	1 21	1 24	0.12141358035397429	0.050545296349517876
13	1 1	1 4	1 24	1 27	0.02265564328364835	0.03810604004897194
14	1 1	1 4	1 27	1 30	0.0013941270243469478	0.035428002638172855
15	1 1	1 4	1 30	1 33	0.0078676166043291	0.03624338415011117
16	1 1	1 4	1 10	1 13	-3.0837415686076186	0.4236713273836338
17	1 1	1 4	1 13	1 16	-4.595989168412906	0.6141495415090243
18	1 1	1 4	1 16	1 19	8.269921662435094	1.0769071616029118
19	1 1	1 4	1 22	1 25	-0.4873440370005526	0.09663680933000035
20	1 1	1 4	1 25	1 28	0.0009189704599645381	0.03536815332922029
21	1 1	1 4	1 28	1 31	0.004311878813965482	0.035795513983682185
22	1 1	1 4	1 31	1 34	0.008073721268895013	0.036269344481233194
23	1 1	1 4	1 34	1 37	0.0026768290325202733	0.03558956797165618
24	1 1	1 4	1 32	1 35	0.007270724071344316	0.03616820134028402
25	1 1	1 4	1 35	1 38	0.0024119096228536444	0.03555619951000549
26	1 1	1 4	1 38	1 41	0.0013287675816629056	0.035419770156983735
27	1 1	1 4	1 41	1 44	-0.00448289930546531	0.03581705521661516
28	1 1	1 4	1 44	1 47	-0.006461512604299271	0.03606627546841464
29	1 1	1 4	1 47	1 50	-0.020899914015532373	0.03788489360739619
30	1 1	1 4	1 59	1 62	0.010978943028216998	0.036635277581358545
31	1 1	1 4	1 33	1 36	0.005393646458106616	0.03593177022173551
32	1 1	1 4	1 36	1 39	0.0020599002878882956	0.03551186146014627
33	1 1	1 4	1 39	1 42	-0.0022466300150538435	0.03553538138172471
34	1 1	1 4	1 42	1 45	-0.005103536289039579	0.03589522880688346
35	1 1	1 4	1 45	1 48	-0.006807679960515163	0.03610987767998965
36	1 1	1 4	1 48	1 51	-0.02167465047367545	0.037982477109584536
37	1 1	1 4	1 57	1 60	0.015616173154891604	0.03721936930888463
38	1 1	1 4	1 60	1 63	0.005854278162230663	0.03598979002244961
39	1 1	1 4	1 37	1 40	0.001798268693694348	0.03547890712196298
40	1 1	1 4	1 40	1 43	-0.003240014135277151	0.035660505093731275
41	1 1	1 4	1 43	1 46	-0.005962194849356119	0.03600338288769247
42	1 1	1 4	1 46	1 49	-0.02101922065781986	0.03789992111754674
43	1 1	1 4	1 49	1 52	0.0049056721963045636	0.03587030643370293
44	1 1	1 4	1 55	1 58	0.020570231373457204	0.03784336776143108
45	1 1	1 4	1 58	1 61	0.014057531158446946	0.037023047394416496
46	1 1	1 4	1 62	1 65	0.007543685715654906	0.03620258277791349
47	1 1	1 4	1 65	1 68	-0.02719985991582024	0.03867841607311405
48	1 1	1 4	1 68	1 71	-0.039311756928031495	0.040203994631052384
49	1 1	1 4	1 71	1 2	1.252937063556688	0.19306863204477398
50	1 1	1 4	1 2	1 63	-0.07014719164902486	0.04408793436300575
51	1 1	1 4	1 63	1 66	-0.011769526294268303	0.03673485710038325
52	1 1	1 4	1 66	1 69	-0.032133692803790914	0.03929986700311703
53	1 1	1 4	1 69	1 72	-0.04248187857092767	0.04060329373337984
54	1 1	1 4	1 72	1 3	6.253261878300259	0.8228946875676029
55	1 1	1 4	1 67	1 70	-0.03696151925103525	0.039907965676837416
56	1 2	1 5	1 10	1 13	-0.3050153579334562	0.07367123069260414
57	1 2	1 5	1 13	1 16	4.848026031300391	0.6458953558470701
58	1 2	1 5	1 19	1 22	0.35307578028052267	0.07972477868299932
59	1 2	1 5	1 22	1 25	-0.17361035177298445	0.057119846578120935
60	1 2	1 5	1 25	1 28	-0.00026733954054072027	0.035286075834888866
61	1 2	1 5	1 28	1 31	-0.0009016029918022031	0.03536596577453687
62	1 2	1 5	1 12	1 15	4.21331507274768	0.565949049510395
63	1 2	1 5	1 24	1 27	-0.19906393914399156	0.060325904809681884
64	1 2	1 5	1 27	1 30	-0.00036494824321364137	0.035298370337039586
65	1 2	1 5	1 30	1 33	-0.0027563062158872374	0.03559957868151177
66	1 2	1 5	1 23	1 26	-8.327980669119299	1.0842201015662654
67	1 2	1 5	1 26	1 29	-0.00023456249602554324	0.035281947335756604
68	1 2	1 5	1 29	1 32	-0.0015650589515236364	0.03544953271580685
69	1 2	1 5	1 32	1 35	-0.002951643397588366	0.03562418277248702
70	1 2	1 5	1 35	1 38	-0.004071089186769067	0.035765184837731355
71	1 2	1 5	1 31	1 34	-0.0029973429490109615	0.03562993895219095
72	1 2	1 5	1 34	1 37	-0.0031606532810509796	0.0356505090363486
73	1 2	1 5	1 37	1 40	-0.004440552826626209	0.035811721379970414
74	1 2	1 5	1 40	1 43	-0.007348092781860849	0.03617794647316456
75	1 2	1 5	1 43	1 46	-0.008567439872735262	0.036331531809519965
76	1 2	1 5	1 46	1 49	0.04980275980337395	0.041525410179892974
77	1 2	1 5	1 52	1 55	0.005349518691132897	0.03592621201933031
78	1 2	1 5	1 58	1 61	-0.003925608085967207	0.035746860470562046
79	1 2	1 5	1 33	1 36	-0.002552566583824917	0.03557391624285636
80	1 2	1 5	1 36	1 39	-0.0043558126869665025	0.03580104776377873
81	1 2	1 5	1 39	1 42	-0.005725308779793034	0.03597354542226196
82	1 2	1 5	1 42	1 45	-0.008974849482781384	0.036382847913410024
83	1 2	1 5	1 45	1 48	-0.008169624288584382	0.03628142414062364
84	1 2	1 5	1 48	1 51	0.05661059231324317	0.04238290453380144
85	1 2	1 5	1 51	1 54	0.0049937883417922905	0.03588140528155713
86	1 2	1 5	1 38	1 41	-0.00438409266799279	0.035804609826156665
87	1 2	1 5	1 41	1 44	-0.008672948719580378	0.03634482139035585
88	1 2	1 5	1 44	1 47	-0.008663349016627724	0.03634361224029683
89	1 2	1 5	1 47	1 50	0.05250723585989153	0.04186605794779598
90	1 2	1 5	1 50	1 53	0.0034251314936398158	0.03568382192612636
91	1 2	1 5	1 53	1 56	-0.003888046785346886	0.03574212936074689
92	1 2	1 5	1 59	1 62	-0.006546320563453513	0.03607695762694834
93	1 2	1 5	1 62	1 65	-0.02641693984722597	0.03857980178767034
94	1 2	1 5	1 67	1 70	-0.04375889551963523	0.04076414299366565
95	1 2	1 5	1 70	1 1	-7.106552203429251	0.9303726014237541
96	1 2	1 5	1 1	1 63	7.337747238700454	0.9594932410853979
97	1 2	1 5	1 72	1 3	-9.022942665293849	1.17175544956972
98	1 2	1 5	1 68	1 71	-0.04071075808831956	0.04038020866016066
99	1 3	1 6	1 1	1 4	-4.03207856996265	0.5431210381521566
100	1 3	1 6	1 16	1 19	1.8001832057260445	0.2619981300058552
101	1 3	1 6	1 22	1 25	-0.06907115485730854	0.043952399966095
102	1 3	1 6	1 25	1 28	-0.00025384895099356513	0.03528437660031592
103	1 3	1 6	1 28	1 31	-0.0009006367721604803	0.035365844072381865
104	1 3	1 6	1 2	1 5	15.81908624885855	2.027777501053759
105	1 3	1 6	1 8	1 11	-1.7777131738580176	0.25916787156000715
106	1 3	1 6	1 11	1 14	0.04143425488328904	0.04047133816663102
107	1 3	1 6	1 20	1 23	0.10650396014216543	0.04866732489061204
108	1 3	1 6	1 23	1 26	-0.19740473492064226	0.060116916375927004
109	1 3	1 6	1 26	1 29	-0.00013796019353667295	0.03526977959678261
110	1 3	1 6	1 29	1 32	-0.0014683487217208597	0.035437351382629094
111	1 3	1 6	1 9	1 12	0.2046916081275395	0.06103474927259463
112	1 3	1 6	1 12	1 15	-0.25411907613902907	0.06726048627279263
113	1 3	1 6	1 15	1 18	2.872751444640119	0.3970956383122154
114	1 3	1 6	1 18	1 21	-3.8808839071883448	0.5240770076942816
115	1 3	1 6	1 24	1 27	-0.06655657433119311	0.04363567087493915
116	1 3	1 6	1 27	1 30	-0.0003347852003867776	0.03529457108979265
117	1 3	1 6	1 30	1 33	-0.002412422048247831	0.03555626405358551
118	1 3	1 6	1 33	1 36	-0.002476576712019664	0.03556434478440277
119	1 3	1 6	1 36	1 39	-0.004772214299390242	0.03585349647356912
120	1 3	1 6	1 31	1 34	-0.0025533627938098503	0.03557401653110018
121	1 3	1 6	1 34	1 37	-0.003275587905517875	0.03566498586012564
122	1 3	1 6	1 37	1 40	-0.004846757530732589	0.03586288571748861
123	1 3	1 6	1 40	1 43	-0.00790621308432225	0.03624824564804416
124	1 3	1 6	1 43	1 46	-0.008639560277055435	0.03634061588134701
125	1 3	1 6	1 46	1 49	0.04505644308904341	0.0409275782299295
126	1 3	1 6	1 55	1 58	0.0064252296667135	0.03606170537740875
127	1 3	1 6	1 58	1 61	-0.005835332547606446	0.035987403689127215
128	1 3	1 6	1 32	1 35	-0.002595132538826884	0.03557927772406642
129	1 3	1 6	1 35	1 38	-0.004318719632536294	0.035796375632862316
130	1 3	1 6	1 38	1 41	-0.0047337733814150715	0.03584865456976567
131	1 3	1 6	1 41	1 44	-0.009199548463435668	0.03641115032933473
132	1 3	1 6	1 44	1 47	-0.008412515603106015	0.036312018008864924
133	1 3	1 6	1 47	1 50	0.04752360688700527	0.04123833485090288
134	1 3	1 6	1 53	1 56	0.007100554910469356	0.03614676733842689
135	1 3	1 6	1 59	1 62	-0.009143886005283288	0.03640413925150326
136	1 3	1 6	1 39	1 42	-0.0061290652621330995	0.0360244013890412
137	1 3	1 6	1 42	1 45	-0.009318900480570545	0.03642618355476623
138	1 3	1 6	1 45	1 48	-0.007609865261625302	0.03621091855687567
139	1 3	1 6	1 48	1 51	0.05087558379449644	0.04166053990198755
140	1 3	1 6	1 51	1 54	0.008140464275339081	0.03627775123200235
141	1 3	1 6	1 54	1 57	0.008371820728630318	0.03630689220339816
142	1 3	1 6	1 60	1 63	-0.014605214300813778	0.03709203193562393
143	1 3	1 6	1 63	1 66	-0.04481979034785007	0.04089777015384713
144	1 3	1 6	1 61	1 64	-0.02347919029434956	0.03820977158332311
145	1 3	1 6	1 64	1 67	-0.04731792345489372	0.04121242757696914
146	1 3	1 6	1 70	1 1	-2.870182302466162	0.39677203679802386
147	1 3	1 6	1 1	1 62	3.1453658204045927	0.4314333350274961
148	1 3	1 6	1 71	1 2	-9.850625903386975	1.276007970832639
149	1 3	1 6	1 69	1 72	-0.03433682218529685	0.039577366633554836
150	1 4	1 7	1 8	1 11	-6.179591021145409	0.8136153253085724
151	1 4	1 7	1 11	1 14	-0.5080028005478886	0.09923892580024103
152	1 4	1 7	1 17	1 20	-0.19512864126361268	0.05983022638215287
153	1 4	1 7	1 23	1 26	1.4938187551316235	0.2234093741511622
154	1 4	1 7	1 26	1 29	0.00014826825483345117	0.03527107796955381
155	1 4	1 7	1 29	1 32	0.0008367894256867811	0.035357802050338304
156	1 4	1 7	1 3	1 6	14.964830800548153	1.920178023149479
157	1 4	1 7	1 12	1 15	-0.2520875340614742	0.06700459926929991
158	1 4	1 7	1 15	1 18	-0.1041405086003814	0.04836963155725255
159	1 4	1 7	1 18	1 21	-0.13727611877110785	0.05254329455403149
160	1 4	1 7	1 24	1 27	0.018215749794529362	0.03754680425793929
161	1 4	1 7	1 27	1 30	0.00033872841944899263	0.03529506776594871
162	1 4	1 7	1 30	1 33	-0.0017808881210953228	0.03547671791668366
163	1 4	1 7	1 13	1 16	0.03160476709034507	0.03923324509191999
164	1 4	1 7	1 22	1 25	0.663574365446395	0.11883425784399845
165	1 4	1 7	1 25	1 28	0.00012164027029753764	0.035267723987745005
166	1 4	1 7	1 28	1 31	0.00043546232718689836	0.035307252081528816
167	1 4	1 7	1 31	1 34	-0.0021458543068437613	0.03552268797296708
168	1 4	1 7	1 34	1 37	-0.003520988539921424	0.035695895794842974
169	1 4	1 7	1 37	1 40	-0.005589707544131916	0.035956465493548403
