Spa.1,Spa.2,Spa.3,Spa.4,Vp,In
1,4,2,5,3260.54,1289.368
1,4,5,8,-1622.379,1289.368
1,4,8,11,-92.859,1289.368
1,4,11,14,-34.395,1289.368
1,4,14,17,-43.489,1289.368
1,4,17,20,-6.648,1284.119
1,4,20,23,-2.264,1284.119
1,4,23,26,-14.082,1284.119
1,4,26,29,0.083,1284.119
1,4,29,32,0.076,1284.119
1,4,3,6,-878.062,1281.399
1,4,6,9,-559.035,1281.399
1,4,9,12,-55.955,1281.399
1,4,12,15,-45.018,1281.399
1,4,15,18,-23.81,1281.399
1,4,18,21,-4.108,1281.399
1,4,21,24,-2.473,1281.399
1,4,24,27,-12.733,1281.399
1,4,27,30,0.118,1281.399
1,4,30,33,0.045,1281.399
1,4,7,10,-213.51,1278.646
1,4,10,13,-39.059,1278.646
1,4,13,16,-50.331,1278.646
1,4,16,19,-11.662,1278.646
1,4,19,22,-2.878,1278.646
1,4,22,25,-14.761,1278.646
1,4,25,28,0.121,1278.646
1,4,28,31,0.076,1278.646
1,4,31,34,0,1278.646
1,4,34,37,-0.251,1278.646
1,4,32,35,-0.048,1276.516
1,4,35,38,-0.423,1276.516
1,4,38,41,-1.31,1276.516
1,4,41,44,-3.81,1276.516
1,4,44,47,-5.561,1276.516
1,4,47,50,16.115,1276.516
1,4,50,53,0.944,1276.516
1,4,53,56,1.755,1276.516
1,4,56,59,1.73,1276.516
1,4,59,62,-0.124,1276.516
1,4,33,36,-0.213,1276.382
1,4,36,39,-0.61,1276.382
1,4,39,42,-2.073,1276.382
1,4,42,45,-4.551,1276.382
1,4,45,48,-5.046,1276.382
1,4,48,51,17.562,1276.382
1,4,51,54,1.056,1276.382
1,4,54,57,2.124,1276.382
1,4,57,60,1.472,1276.382
1,4,60,63,-1.218,1276.382
1,4,37,40,-1.027,1274.657
1,4,40,43,-2.947,1274.657
1,4,43,46,-5.049,1274.657
1,4,46,49,14.133,1274.657
1,4,49,52,0.429,1274.657
1,4,52,55,1.628,1274.657
1,4,55,58,1.892,1274.657
1,4,58,61,0.763,1274.657
1,4,61,64,-2.496,1274.657
1,4,64,67,-10.44,1274.657
1,4,62,65,-4.515,1273.658
1,4,65,68,-13.179,1273.658
1,4,68,71,-11.074,1273.658
1,4,71,2,-1407.698,1273.658
1,4,2,63,1434.647,1272.742
1,4,63,66,-7.071,1272.742
1,4,66,69,-12.489,1272.742
1,4,69,72,-12.139,1272.742
1,4,72,3,1594.068,1272.742
1,4,67,70,-12.873,1271.839
2,5,1,4,3178.677,1257.397
2,5,4,7,-509.162,1257.397
2,5,7,10,-406.044,1257.397
2,5,10,13,-58.051,1257.397
2,5,13,16,-66.806,1257.397
2,5,16,19,-15.106,1257.397
2,5,19,22,-3.64,1256.126
2,5,22,25,-18.15,1256.126
2,5,25,28,0.118,1256.126
2,5,28,31,0.003,1256.126
2,5,3,6,3321.183,1255.949
2,5,6,9,-1532.644,1255.949
2,5,9,12,-86.5,1255.949
2,5,12,15,-60.455,1255.949
2,5,15,18,-30.986,1255.949
2,5,18,21,-5.155,1255.65
2,5,21,24,-3.105,1255.65
2,5,24,27,-15.705,1255.65
2,5,27,30,0.092,1255.65
2,5,30,33,-0.025,1255.65
2,5,8,11,-151.868,1254.589
2,5,11,14,-48.034,1254.589
2,5,14,17,-56.62,1254.589
2,5,17,20,-8.482,1254.589
2,5,20,23,-2.864,1254.589
2,5,23,26,-17.274,1254.589
2,5,26,29,0.035,1254.589
2,5,29,32,0.006,1254.589
2,5,32,35,-0.353,1254.589
2,5,35,38,-0.954,1254.589
2,5,31,34,-0.1,1253.623
2,5,34,37,-0.887,1253.623
2,5,37,40,-1.316,1253.623
2,5,40,43,-3.514,1253.623
2,5,43,46,-5.663,1253.623
2,5,46,49,17.571,1253.623
2,5,49,52,0.471,1253.623
2,5,52,55,1.677,1253.623
2,5,55,58,1.873,1253.623
2,5,58,61,0.364,1253.623
2,5,33,36,-0.801,1253.438
2,5,36,39,-0.932,1253.438
2,5,39,42,-2.512,1253.438
2,5,42,45,-5.181,1253.438
2,5,45,48,-5.539,1253.438
2,5,48,51,21.34,1253.438
2,5,51,54,1.097,1253.438
2,5,54,57,2.124,1253.438
2,5,57,60,1.259,1253.438
2,5,60,63,-1.946,1253.438
2,5,38,41,-1.634,1253.559
2,5,41,44,-4.461,1253.559
2,5,44,47,-6.165,1253.559
2,5,47,50,19.686,1253.559
2,5,50,53,1.021,1253.559
2,5,53,56,1.775,1253.559
2,5,56,59,1.644,1253.559
2,5,59,62,-0.706,1253.559
2,5,62,65,-5.923,1253.559
2,5,65,68,-15.364,1253.559
2,5,61,64,-3.475,1253.405
2,5,64,67,-12.527,1253.405
2,5,67,70,-14.422,1253.405
2,5,70,1,-2075.552,1253.405
2,5,1,63,2103.651,1253.144
2,5,63,66,-8.864,1253.144
2,5,66,69,-14.308,1253.144
2,5,69,72,-12.839,1253.144
2,5,72,3,-1555.947,1253.144
2,5,68,71,-12.04,1252.807
3,6,1,4,-865.519,1257.427
3,6,4,7,2842.191,1257.427
3,6,7,10,-875.997,1257.427
3,6,10,13,-77.114,1257.427
3,6,13,16,-75.756,1257.427
3,6,16,19,-16.598,1257.427
3,6,19,22,-3.895,1256.89
3,6,22,25,-18.579,1256.89
3,6,25,28,0.114,1256.89
3,6,28,31,-0.01,1256.89
3,6,2,5,2805.978,1061.103
3,6,5,8,-625.271,1061.103
3,6,8,11,-203.17,1061.103
3,6,11,14,-50.179,1061.103
3,6,14,17,-53.623,1061.103
3,6,17,20,-9.252,1256.672
3,6,20,23,-3.009,1256.672
3,6,23,26,-17.662,1256.672
3,6,26,29,0.025,1256.672
3,6,29,32,-0.06,1256.672
3,6,9,12,-122.509,1257.028
3,6,12,15,-70.071,1257.028
3,6,15,18,-34.379,1257.028
3,6,18,21,-5.618,1257.028
3,6,21,24,-3.255,1257.028
3,6,24,27,-16.07,1257.028
3,6,27,30,0.041,1257.028
3,6,30,33,-0.13,1257.028
3,6,33,36,-1.202,1257.028
3,6,36,39,-1.055,1257.028
3,6,31,34,-0.235,1256.247
3,6,34,37,-1.353,1256.247
3,6,37,40,-1.339,1256.247
3,6,40,43,-3.372,1256.247
3,6,43,46,-5.136,1256.247
3,6,46,49,17.523,1256.247
3,6,49,52,0.42,1256.247
3,6,52,55,1.366,1256.247
3,6,55,58,1.414,1256.247
3,6,58,61,-0.217,1256.247
3,6,32,35,-0.668,1256.759
3,6,35,38,-1.275,1256.759
3,6,38,41,-1.628,1256.759
3,6,41,44,-4.198,1256.759
3,6,44,47,-5.53,1256.759
3,6,47,50,19.336,1256.759
3,6,50,53,0.909,1256.759
3,6,53,56,1.367,1256.759
3,6,56,59,1.157,1256.759
3,6,59,62,-1.272,1256.759
3,6,39,42,-2.464,1256.904
3,6,42,45,-4.775,1256.904
3,6,45,48,-4.915,1256.904
3,6,48,51,20.656,1256.904
3,6,51,54,0.983,1256.904
3,6,54,57,1.628,1256.904
3,6,57,60,0.661,1256.904
3,6,60,63,-2.401,1256.904
3,6,63,66,-8.947,1256.904
3,6,66,69,-13.072,1256.904
3,6,61,64,-3.866,1257.064
3,6,64,67,-12.056,1257.064
3,6,67,70,-12.877,1257.064
3,6,70,1,-888.858,1257.064
3,6,1,62,916.819,1257.064
3,6,62,65,-6.249,1257.064
3,6,65,68,-14.297,1257.064
3,6,68,71,-10.524,1257.064
3,6,71,2,-55.694,32.302
3,6,69,72,-10.944,1258.342
4,7,2,5,-294.08,725.994
4,7,5,8,1331.328,725.994
4,7,8,11,-413.917,725.994
4,7,11,14,-57.3,725.994
4,7,14,17,-50.599,725.994
4,7,17,20,-11.599,1206.291
4,7,20,23,-3.63,1206.291
4,7,23,26,-19.762,1206.291
4,7,26,29,-0.003,1206.291
4,7,29,32,-0.162,1206.291
4,7,3,6,2726.673,1206.848
4,7,6,9,8.556,1206.848
4,7,9,12,-259.335,1206.848
4,7,12,15,-99.341,1206.848
4,7,15,18,-44.708,1206.848
4,7,18,21,-6.888,1206.848
4,7,21,24,-3.733,1206.848
4,7,24,27,-17.92,1206.848
4,7,27,30,-0.01,1206.848
4,7,30,33,-0.273,1206.848
4,7,10,13,-141.881,1206.362
4,7,13,16,-102.831,1206.362
4,7,16,19,-21.169,1206.362
4,7,19,22,-4.732,1206.362
4,7,22,25,-20.936,1206.362
4,7,25,28,0.095,1206.362
4,7,28,31,-0.105,1206.362
4,7,31,34,-0.459,1206.362
4,7,34,37,-2.153,1206.362
4,7,37,40,-1.45,1206.362
4,7,32,35,-1.098,1206.298
4,7,35,38,-1.882,1206.298
4,7,38,41,-1.688,1206.298
4,7,41,44,-3.947,1206.298
4,7,44,47,-4.817,1206.298
4,7,47,50,19.661,1206.298
4,7,50,53,0.725,1206.298
4,7,53,56,0.68,1206.298
4,7,56,59,0.261,1206.298
4,7,59,62,-2.372,1206.298
4,7,33,36,-1.965,1205.941
4,7,36,39,-1.3,1205.941
4,7,39,42,-2.455,1205.941
4,7,42,45,-4.338,1205.941
4,7,45,48,-4.191,1205.941
4,7,48,51,20.799,1205.941
4,7,51,54,0.75,1205.941
4,7,54,57,0.731,1205.941
4,7,57,60,-0.442,1205.941
4,7,60,63,-3.249,1205.941
4,7,40,43,-3.262,1205.955
4,7,43,46,-4.553,1205.955
4,7,46,49,18.069,1205.955
4,7,49,52,0.334,1205.955
4,7,52,55,0.843,1205.955
4,7,55,58,0.563,1205.955
4,7,58,61,-1.383,1205.955
4,7,61,64,-4.617,1205.955
4,7,64,67,-11.481,1205.955
4,7,67,70,-10.85,1205.955
4,7,62,65,-6.868,1205.056
4,7,65,68,-12.842,1205.056
4,7,68,71,-8.578,1205.056
4,7,71,2,-797.681,1205.056
4,7,2,63,824.51,1205.056
4,7,63,66,-9.159,1205.056
4,7,66,69,-11.365,1205.056
4,7,69,72,-8.613,1205.056
4,7,72,3,-55.939,29.608
4,7,70,1,-46.623,121.955
5,8,1,4,-1605.638,1276.278
5,8,4,7,2341.646,1276.278
5,8,7,10,251.835,1276.278
5,8,10,13,-437.567,1276.278
5,8,13,16,-188.766,1276.278
5,8,16,19,-35.104,1276.278
5,8,19,22,-7.294,1275.155
5,8,22,25,-29.087,1275.155
5,8,25,28,0.076,1275.155
5,8,28,31,-0.277,1275.155
5,8,3,6,-497.162,845.051
5,8,6,9,1982.542,845.051
5,8,9,12,-764.149,845.051
5,8,12,15,-129.71,845.051
5,8,15,18,-50.51,845.051
5,8,18,21,-10.901,1275.42
5,8,21,24,-5.454,1275.42
5,8,24,27,-24.86,1275.42
5,8,27,30,-0.095,1275.42
5,8,30,33,-0.585,1275.42
5,8,11,14,-229.198,1275.397
5,8,14,17,-147.695,1275.397
5,8,17,20,-18.717,1275.397
5,8,20,23,-5.513,1275.397
5,8,23,26,-27.562,1275.397
5,8,26,29,-0.035,1275.397
5,8,29,32,-0.382,1275.397
5,8,32,35,-2.073,1275.397
5,8,35,38,-3.186,1275.397
5,8,38,41,-1.987,1275.397
5,8,31,34,-0.888,1274.587
5,8,34,37,-3.92,1274.587
5,8,37,40,-1.822,1274.587
5,8,40,43,-3.514,1274.587
5,8,43,46,-4.321,1274.587
5,8,46,49,22.281,1274.587
5,8,49,52,0.197,1274.587
5,8,52,55,0.035,1274.587
5,8,55,58,-0.808,1274.587
5,8,58,61,-3.472,1274.587
5,8,33,36,-3.567,1274.253
5,8,36,39,-1.917,1274.253
5,8,39,42,-2.757,1274.253
5,8,42,45,-4.271,1274.253
5,8,45,48,-3.822,1274.253
5,8,48,51,24.692,1274.253
5,8,51,54,0.442,1274.253
5,8,54,57,-0.69,1274.253
5,8,57,60,-2.359,1274.253
5,8,60,63,-4.947,1274.253
5,8,41,44,-4.089,1273.829
5,8,44,47,-4.448,1273.829
5,8,47,50,23.576,1273.829
5,8,50,53,0.487,1273.829
5,8,53,56,-0.397,1273.829
5,8,56,59,-1.212,1273.829
5,8,59,62,-4.433,1273.829
5,8,62,65,-8.477,1273.829
5,8,65,68,-12.295,1273.829
5,8,68,71,-7.162,1273.829
5,8,61,64,-6.197,1273.892
5,8,64,67,-11.878,1273.892
5,8,67,70,-9.443,1273.892
5,8,70,1,-265.215,1273.892
5,8,1,63,289.264,1273.892
5,8,63,66,-10.444,1273.892
5,8,66,69,-10.357,1273.892
5,8,69,72,-6.88,1273.892
5,8,72,3,-746.135,1273.892
5,8,71,2,-48.133,156.956
6,9,1,4,-571.056,1309.253
6,9,4,7,10.517,1309.253
6,9,7,10,2595.732,1309.253
6,9,10,13,-1424.214,1308.498
6,9,13,16,-302.827,1308.498
6,9,16,19,-51.116,1308.498
6,9,19,22,-9.935,1308.498
6,9,22,25,-36.918,1308.498
6,9,25,28,0.025,1308.498
6,9,28,31,-0.448,1308.498
6,9,2,5,-1596.416,1307.619
6,9,5,8,3070.608,1307.619
6,9,8,11,-400.862,1307.619
6,9,11,14,-500.754,1307.619
6,9,14,17,-226.63,1307.619
6,9,17,20,-26.606,1307.619
6,9,20,23,-7.341,1306.994
6,9,23,26,-34.99,1306.994
6,9,26,29,-0.127,1306.994
6,9,29,32,-0.588,1306.994
6,9,12,15,-340.177,1306.302
6,9,15,18,-113.759,1306.302
6,9,18,21,-15.075,1306.302
6,9,21,24,-6.345,1306.302
6,9,24,27,-32.412,1306.302
6,9,27,30,-0.2,1306.302
6,9,30,33,-0.862,1306.302
6,9,33,36,-4.966,1306.302
6,9,36,39,-2.423,1306.302
6,9,39,42,-2.883,1306.302
6,9,31,34,-1.317,1305.305
6,9,34,37,-5.453,1305.305
6,9,37,40,-2.051,1305.305
6,9,40,43,-3.546,1305.305
6,9,43,46,-3.978,1305.305
6,9,46,49,25.538,1305.305
6,9,49,52,0.032,1305.305
6,9,52,55,-0.846,1305.305
6,9,55,58,-2.232,1305.305
6,9,58,61,-5.293,1305.305
6,9,32,35,-2.892,1304.751
6,9,35,38,-4.321,1304.751
6,9,38,41,-2.152,1304.751
6,9,41,44,-4.039,1304.751
6,9,44,47,-4.006,1304.751
6,9,47,50,26.74,1304.751
6,9,50,53,0.165,1304.751
6,9,53,56,-1.567,1304.751
6,9,56,59,-2.709,1304.751
6,9,59,62,-6.107,1304.751
6,9,42,45,-4.051,1304.328
6,9,45,48,-3.386,1304.328
6,9,48,51,27.505,1304.328
6,9,51,54,0.048,1304.328
6,9,54,57,-2.204,1304.328
6,9,57,60,-4.185,1304.328
6,9,60,63,-6.096,1304.328
6,9,63,66,-10.728,1304.328
6,9,66,69,-9.078,1304.328
6,9,69,72,-5.414,1304.328
6,9,61,64,-7.109,1304.06
6,9,64,67,-11.481,1304.06
6,9,67,70,-7.984,1304.06
6,9,70,1,-181.791,1304.06
6,9,1,62,206.468,1304.06
6,9,62,65,-9.162,1304.06
6,9,65,68,-11.191,1304.06
6,9,68,71,-5.828,1304.06
6,9,71,2,-248.176,1304.06
6,9,72,3,-47.971,152.799
7,10,4,1,207.053,1239.642
7,10,1,70,100.357,1239.642
7,10,70,67,5.071,1239.642
7,10,67,64,8.533,1239.642
7,10,64,61,6.366,1239.642
7,10,61,58,6.291,1239.642
7,10,58,55,3.501,1239.642
7,10,55,52,1.746,1239.642
7,10,52,49,0.165,1239.642
7,10,49,46,-24.301,1239.642
7,10,2,5,-400.409,1238.953
7,10,5,8,245.894,1238.953
7,10,8,11,2015.998,1238.953
7,10,11,14,-1314.152,1238.953
7,10,14,17,-314.161,1238.953
7,10,17,20,-33.037,1238.953
7,10,20,23,-8.677,1238.901
7,10,23,26,-37.273,1238.901
7,10,26,29,-0.169,1238.901
7,10,29,32,-0.712,1238.901
7,10,3,6,-863.839,1238.61
7,10,6,9,2458.548,1238.61
7,10,9,12,-580.994,1238.61
7,10,12,15,-583.83,1238.61
7,10,15,18,-151.061,1238.61
7,10,18,21,-18.335,1238.61
7,10,21,24,-8.228,1238.195
7,10,24,27,-33.386,1238.195
7,10,27,30,-0.305,1238.195
7,10,30,33,-1.034,1238.195
7,10,13,16,-450.142,1237.193
7,10,16,19,-65.168,1237.193
7,10,19,22,-11.821,1237.193
7,10,22,25,-39.559,1237.193
7,10,25,28,-0.003,1237.193
7,10,28,31,-0.534,1237.193
7,10,31,34,-1.528,1237.193
7,10,34,37,-6.098,1237.193
7,10,37,40,-1.866,1237.193
7,10,40,43,-2.858,1237.193
7,10,32,35,-3.284,1236.19
7,10,35,38,-4.712,1236.19
7,10,38,41,-1.87,1236.19
7,10,41,44,-3.117,1236.19
7,10,44,47,-2.773,1236.19
7,10,47,50,25.048,1236.19
7,10,50,53,-0.232,1236.19
7,10,53,56,-2.68,1236.19
7,10,56,59,-3.949,1236.19
7,10,59,62,-6.59,1236.19
7,10,33,36,-5.57,1236.916
7,10,36,39,-2.467,1236.916
7,10,39,42,-2.388,1236.916
7,10,42,45,-2.977,1236.916
7,10,45,48,-2.312,1236.916
7,10,48,51,25.532,1236.916
7,10,51,54,-0.432,1236.916
7,10,54,57,-3.593,1236.916
7,10,57,60,-5.443,1236.916
7,10,60,63,-5.935,1236.916
7,10,43,46,-2.836,1236.615
7,10,46,62,10.743,1236.615
7,10,62,65,-7.707,1236.615
7,10,65,68,-7.75,1236.615
7,10,68,71,-3.526,1236.615
7,10,71,2,-129.68,1236.615
7,10,2,63,146.708,1236.615
7,10,63,66,-8.496,1236.615
7,10,66,69,-6.009,1236.615
7,10,69,72,-3.103,1236.615
7,10,72,3,-49.669,314.402
8,11,1,4,-50.887,707.031
8,11,4,7,-403.665,707.031
8,11,7,10,1153.138,707.031
8,11,10,13,-65.486,707.031
8,11,13,16,-498.873,707.031
8,11,16,19,-54.949,707.031
8,11,19,22,-15.77,1251.236
8,11,22,25,-46.577,1251.236
8,11,25,28,-0.057,1251.236
8,11,28,31,-0.693,1251.236
8,11,5,2,151.579,1250.685
8,11,2,71,70.77,1250.685
8,11,71,68,1.825,1250.685
8,11,68,65,4.879,1250.685
8,11,65,62,6.134,1250.685
8,11,62,59,7.222,1250.685
8,11,59,56,5.603,1250.685
8,11,56,53,4.14,1250.685
8,11,53,50,0.769,1250.685
8,11,50,47,-24.867,1250.685
8,11,3,6,-239.251,1249.763
8,11,6,9,-380.843,1249.763
8,11,9,12,2666.342,1249.763
8,11,12,15,-1611.626,1249.763
8,11,15,18,-238.367,1249.763
8,11,18,21,-25.07,1249.763
8,11,21,24,-10.309,1249.43
8,11,24,27,-38.869,1249.43
8,11,27,30,-0.42,1249.43
8,11,30,33,-1.259,1249.43
8,11,14,17,-532.969,1248.787
8,11,17,20,-46.934,1248.787
8,11,20,23,-11.237,1248.787
8,11,23,26,-43.629,1248.787
8,11,26,29,-0.238,1248.787
8,11,29,32,-0.897,1248.787
8,11,32,35,-3.867,1248.787
8,11,35,38,-5.351,1248.787
8,11,38,41,-1.631,1248.787
8,11,41,44,-2.34,1248.787
8,11,31,34,-1.814,1248.087
8,11,34,37,-7.065,1248.087
8,11,37,40,-1.761,1248.087
8,11,40,43,-2.233,1248.087
8,11,43,46,-1.917,1248.087
8,11,46,49,24.38,1248.087
8,11,49,52,-0.442,1248.087
8,11,52,55,-2.954,1248.087
8,11,55,58,-5.138,1248.087
8,11,58,61,-7.477,1248.087
8,11,33,36,-6.473,1247.652
8,11,36,39,-2.61,1247.652
8,11,39,42,-1.971,1247.652
8,11,42,45,-2.115,1247.652
8,11,45,48,-1.482,1247.652
8,11,48,51,24.918,1247.652
8,11,51,54,-1.091,1247.652
8,11,54,57,-5.405,1247.652
8,11,57,60,-7.116,1247.652
8,11,60,63,-5.713,1247.652
8,11,44,47,-1.8,1246.999
8,11,47,61,8.772,1246.999
8,11,61,64,-5.469,1246.999
8,11,64,67,-5.82,1246.999
8,11,67,70,-2.795,1246.999
8,11,70,1,-56.117,1246.999
8,11,1,63,66.759,1246.999
8,11,63,66,-6.302,1246.999
8,11,66,69,-3.564,1246.999
8,11,69,72,-1.437,1246.999
8,11,72,3,-50.508,632.717
9,12,1,4,-50.81,1163.111
9,12,4,7,-250.272,1163.111
9,12,7,10,-543.842,1163.111
9,12,10,13,3512.814,1163.111
9,12,13,16,-2373.832,1163.111
9,12,16,19,-156.067,1163.111
9,12,19,22,-24.796,1303.105
9,12,22,25,-62.983,1303.105
9,12,25,28,-0.061,1303.105
9,12,28,31,-0.92,1303.105
9,12,2,5,-56.698,822.605
9,12,5,8,-745.125,822.605
9,12,8,11,1756.901,822.605
9,12,11,14,-65.671,822.605
9,12,14,17,-742.617,822.605
9,12,17,20,-50.367,822.605
9,12,20,23,-17.421,1303.138
9,12,23,26,-59.846,1303.138
9,12,26,29,-0.343,1303.138
9,12,29,32,-1.218,1303.138
9,12,6,3,127.046,1302.263
9,12,3,72,69.826,1302.263
9,12,72,69,0.614,1302.263
9,12,69,66,2.357,1302.263
9,12,66,63,5.339,1302.263
9,12,63,60,6.272,1302.263
9,12,60,57,9.957,1302.263
9,12,57,54,8.162,1302.263
9,12,54,51,1.914,1302.263
9,12,51,48,-29.289,1302.263
9,12,15,18,-464.661,1301.397
9,12,18,21,-40.655,1301.397
9,12,21,24,-16.115,1301.397
9,12,24,27,-52.305,1301.397
9,12,27,30,-0.601,1301.397
9,12,30,33,-1.714,1301.397
9,12,33,36,-8.443,1301.397
9,12,36,39,-3.211,1301.397
9,12,39,42,-1.949,1301.397
9,12,42,45,-1.79,1301.397
9,12,31,34,-2.405,1300.541
9,12,34,37,-9.188,1300.541
9,12,37,40,-1.936,1300.541
9,12,40,43,-2.089,1300.541
9,12,43,46,-1.549,1300.541
9,12,46,49,29.017,1300.541
9,12,49,52,-0.798,1300.541
9,12,52,55,-4.664,1300.541
9,12,55,58,-7.682,1300.541
9,12,58,61,-9.903,1300.541
9,12,32,35,-5.002,1300.096
9,12,35,38,-6.861,1300.096
9,12,38,41,-1.695,1300.096
9,12,41,44,-2.102,1300.096
9,12,44,47,-1.409,1300.096
9,12,47,50,29.24,1300.096
9,12,50,53,-1.421,1300.096
9,12,53,56,-6.302,1300.096
9,12,56,59,-8.127,1300.096
9,12,59,62,-8.866,1300.096
9,12,45,48,-1.116,1298.931
9,12,48,61,6.553,1298.931
9,12,61,64,-5.405,1298.931
9,12,64,67,-4.535,1298.931
9,12,67,70,-1.663,1298.931
9,12,70,1,-40.991,1298.931
9,12,1,62,50.773,1298.931
9,12,62,65,-5.542,1298.931
9,12,65,68,-3.447,1298.931
9,12,68,71,-0.96,1298.931
9,12,71,2,-50.263,1287.18
10,13,1,4,-32.37,1060.339
10,13,4,7,-124.839,1060.339
10,13,7,2,151.304,1060.339
10,13,2,5,-48.993,1060.339
10,13,5,8,-363.698,1060.339
10,13,8,11,-95.384,1060.339
10,13,11,14,4886.125,1060.339
10,13,14,17,-4076.212,1059.474
10,13,17,20,-138.761,1059.474
10,13,20,23,-25.588,1059.474
10,13,3,6,-50.944,830.771
10,13,6,9,-905.07,830.771
10,13,9,12,2508.844,830.771
10,13,12,15,-526.46,830.771
10,13,15,18,-852.803,830.771
10,13,18,21,-51.34,830.771
10,13,21,24,-21.42,1059.939
10,13,24,27,-67.211,1059.939
10,13,27,30,-0.754,1059.939
10,13,30,33,-2.023,1059.939
10,13,16,19,-340.482,1060.22
10,13,19,22,-37.994,1060.22
10,13,22,25,-82.544,1060.22
10,13,25,28,-0.229,1060.22
10,13,28,31,-1.148,1060.22
10,13,31,34,-2.809,1060.22
10,13,34,37,-10.609,1060.22
10,13,37,40,-1.94,1060.22
10,13,40,43,-1.701,1060.22
10,13,43,46,-1.008,1060.22
10,13,23,26,-76.537,1059.656
10,13,26,29,-0.439,1059.656
10,13,29,32,-1.482,1059.656
10,13,32,35,-5.857,1059.656
10,13,35,38,-7.835,1059.656
10,13,38,41,-1.565,1059.656
10,13,41,44,-1.619,1059.656
10,13,44,47,-0.878,1059.656
10,13,47,50,31.506,1059.656
10,13,50,53,-2.184,1059.656
10,13,33,36,-9.758,1059.143
10,13,36,39,-3.494,1059.143
10,13,39,42,-1.666,1059.143
10,13,42,45,-1.275,1059.143
10,13,45,48,-0.652,1059.143
10,13,48,51,31.272,1059.143
10,13,51,54,-2.77,1059.143
10,13,54,57,-10.445,1059.143
10,13,57,60,-11.958,1059.143
10,13,60,63,-5.951,1059.143
10,13,46,49,31.521,1059.359
10,13,49,52,-1.195,1059.359
10,13,52,55,-6.235,1059.359
10,13,55,58,-9.738,1059.359
10,13,58,61,-11.396,1059.359
10,13,61,64,-4.503,1059.359
10,13,64,67,-2.709,1059.359
10,13,67,70,-0.537,1059.359
10,13,70,1,-26.161,1059.359
10,13,53,56,-8.184,1059.628
10,13,56,59,-10.145,1059.628
10,13,59,62,-9.545,1059.628
10,13,62,65,-4.115,1059.628
10,13,65,68,-1.755,1059.628
10,13,68,71,-0.137,1059.628
10,13,71,2,-31.944,1059.628
10,13,2,63,36.583,1059.628
10,13,63,66,-3.58,1059.628
10,13,66,69,-1.005,1059.628
10,13,69,72,0.108,1059.284
10,13,72,3,-43.046,1059.284
11,14,1,4,-27.422,1026.242
11,14,4,7,-81.113,1026.242
11,14,7,10,-1091.96,1026.242
11,14,10,13,4729.522,1026.242
11,14,13,16,-2011.784,1025.515
11,14,16,19,-1175.375,1025.515
11,14,19,22,-96.388,1025.515
11,14,22,25,-174.851,1025.515
11,14,25,28,-0.534,1025.515
11,14,28,31,-2.268,1025.515
11,14,2,5,-39.313,1025.18
11,14,5,8,-184.567,1025.18
11,14,8,3,214.508,1025.18
11,14,3,6,-48.545,1025.18
11,14,6,9,-393.438,1025.18
11,14,9,12,-81.632,1025.18
11,14,12,15,6134.152,1025.18
11,14,15,18,-5126.877,1018.092
11,14,18,21,-175.178,1018.092
11,14,21,24,-49.622,1018.092
11,14,17,20,-409.526,1024.219
11,14,20,23,-62.339,1024.219
11,14,23,26,-160.657,1024.219
11,14,26,29,-0.897,1024.219
11,14,29,32,-2.868,1024.219
11,14,32,35,-11.063,1024.219
11,14,35,38,-14.399,1024.219
11,14,38,41,-2.385,1024.219
11,14,41,44,-2.054,1024.219
11,14,44,47,-0.773,1024.219
11,14,24,27,-139.356,1023.297
11,14,27,30,-1.475,1023.297
11,14,30,33,-3.853,1023.297
11,14,33,36,-18.176,1023.297
11,14,36,39,-6.235,1023.297
11,14,39,42,-2.42,1023.297
11,14,42,45,-1.447,1023.297
11,14,45,48,-0.537,1023.297
11,14,48,51,55.976,1023.297
11,14,51,54,-5.884,1023.297
11,14,31,34,-5.365,1023.049
11,14,34,37,-19.693,1023.049
11,14,37,40,-3.167,1023.049
11,14,40,43,-2.268,1023.049
11,14,43,46,-1.03,1023.049
11,14,46,49,56.978,1023.049
11,14,49,52,-2.649,1023.049
11,14,52,55,-12.661,1023.049
11,14,55,58,-19.128,1023.049
11,14,58,61,-20.839,1023.049
11,14,47,50,56.581,1022.674
11,14,50,53,-4.747,1022.674
11,14,53,56,-16.32,1022.674
11,14,56,59,-19.629,1022.674
11,14,59,62,-16.671,1022.674
11,14,62,65,-4.825,1022.674
11,14,65,68,-0.967,1022.674
11,14,68,71,0.556,1022.674
11,14,71,2,-31.633,1022.674
11,14,54,57,-20.628,1022.43
11,14,57,60,-22.672,1022.43
11,14,60,63,-9.344,1022.43
11,14,63,66,-3.641,1022.43
11,14,66,69,-0.258,1022.43
11,14,69,72,0.878,1022.43
11,14,72,3,-41.283,1022.43
11,14,3,61,48.751,1022.43
11,14,61,64,-6.108,1022.43
11,14,64,67,-2.283,1022.43
11,14,67,70,0.283,1022.142
11,14,70,1,-26.157,1022.142
12,15,1,4,-28.551,811.969
12,15,4,7,-66.824,811.969
12,15,7,10,-382.79,811.969
12,15,10,13,-514.368,811.969
12,15,13,16,1536.483,176.803
12,15,16,19,-1174.934,176.803
12,15,19,22,-50.06,176.803
12,15,22,25,-73.987,176.803
12,15,25,28,-1.021,813.79
12,15,28,31,-4.019,813.79
