Spa.1,Spa.2,Spa.3,Spa.4,Vp,In
1,4,55,58,2.07,1252.505
1,4,58,61,0.286,1252.505
1,4,61,64,-2.502,1252.505
1,4,64,67,-10.122,1252.505
1,4,62,65,-4.531,1252.776
1,4,65,68,-12.969,1252.776
1,4,68,71,-10.603,1252.776
1,4,71,2,-1386.466,1252.776
1,4,2,63,1413.679,1252.776
1,4,63,66,-7.229,1252.776
1,4,66,69,-12.558,1252.776
1,4,69,72,-11.316,1251.413
1,4,72,3,1553.172,1251.413
1,4,67,70,-12.091,1250.608
2,5,1,4,3100.823,1225.929
2,5,4,7,-498.014,1225.929
2,5,7,10,-395.867,1225.929
2,5,10,13,-56.562,1225.929
2,5,13,16,-64.977,1225.929
2,5,16,19,-14.776,1225.929
2,5,19,22,-3.507,1225.799
2,5,22,25,-17.882,1225.799
2,5,25,28,0.118,1225.799
2,5,28,31,0.016,1225.799
2,5,3,6,3236.742,1225.653
2,5,6,9,-1491.798,1225.653
2,5,9,12,-84.351,1225.653
2,5,12,15,-59.021,1225.653
2,5,15,18,-30.086,1225.653
2,5,18,21,-5.031,1225.648
2,5,21,24,-2.942,1225.648
2,5,24,27,-15.523,1225.648
2,5,27,30,0.089,1225.648
2,5,30,33,-0.032,1225.648
2,5,8,11,-148.17,1225.49
2,5,11,14,-46.581,1225.49
2,5,14,17,-55.529,1225.49
2,5,17,20,-8.224,1225.49
2,5,20,23,-2.759,1225.49
2,5,23,26,-17.016,1225.49
2,5,26,29,0.051,1225.49
2,5,29,32,0.003,1225.49
2,5,32,35,-0.42,1225.49
2,5,35,38,-0.957,1225.49
2,5,31,34,-0.115,1225.052
2,5,34,37,-0.919,1225.052
2,5,37,40,-1.297,1225.052
2,5,40,43,-3.454,1225.052
2,5,43,46,-5.539,1225.052
2,5,46,49,17.148,1225.052
2,5,49,52,0.665,1225.052
2,5,52,55,1.742,1225.052
2,5,55,58,2.044,1225.052
2,5,58,61,-0.114,1225.052
2,5,33,36,-0.804,1225.088
2,5,36,39,-0.928,1225.088
2,5,39,42,-2.47,1225.088
2,5,42,45,-5.063,1225.088
2,5,45,48,-5.412,1225.088
2,5,48,51,20.911,1225.088
2,5,51,54,1.237,1225.088
2,5,54,57,2.098,1225.088
2,5,57,60,1.011,1225.088
2,5,60,63,-2.009,1225.088
2,5,38,41,-1.609,1224.877
2,5,41,44,-4.375,1224.877
2,5,44,47,-6.022,1224.877
2,5,47,50,19.295,1224.877
2,5,50,53,1.03,1224.877
2,5,53,56,1.816,1224.877
2,5,56,59,1.857,1224.877
2,5,59,62,-1.145,1224.877
2,5,62,65,-5.882,1224.877
2,5,65,68,-14.999,1224.877
2,5,61,64,-3.446,1224.054
2,5,64,67,-12.066,1224.054
2,5,67,70,-13.481,1224.054
2,5,70,1,-2027.843,1224.054
2,5,1,63,2055.025,1224.176
2,5,63,66,-8.985,1224.176
2,5,66,69,-14.25,1224.176
2,5,69,72,-11.866,1224.176
2,5,72,3,-1519.745,1224.176
2,5,68,71,-11.446,1224.407
3,6,1,4,-825.943,1219.647
3,6,4,7,2743.094,1219.647
3,6,7,10,-849.227,1219.647
3,6,10,13,-74.728,1219.647
3,6,13,16,-73.356,1219.647
3,6,16,19,-16.134,1219.647
3,6,19,22,-3.714,1219.327
3,6,22,25,-18.159,1219.327
3,6,25,28,0.099,1219.327
3,6,28,31,-0.022,1219.327
3,6,2,5,2839.082,1075.108
3,6,5,8,-630.695,1075.108
3,6,8,11,-205.58,1075.108
3,6,11,14,-50.497,1075.108
3,6,14,17,-54.551,1075.108
3,6,17,20,-8.915,1219.887
3,6,20,23,-2.885,1219.887
3,6,23,26,-17.251,1219.887
3,6,26,29,0.022,1219.887
3,6,29,32,-0.051,1219.887
3,6,9,12,-118.786,1219.495
3,6,12,15,-68.001,1219.495
3,6,15,18,-33.214,1219.495
3,6,18,21,-5.37,1219.495
3,6,21,24,-3.055,1219.495
3,6,24,27,-15.735,1219.495
3,6,27,30,0.032,1219.495
3,6,30,33,-0.114,1219.495
3,6,33,36,-1.215,1219.495
3,6,36,39,-1.049,1219.495
3,6,31,34,-0.234,1217.786
3,6,34,37,-1.356,1217.786
3,6,37,40,-1.302,1217.786
3,6,40,43,-3.29,1217.786
3,6,43,46,-4.979,1217.786
3,6,46,49,16.93,1217.786
3,6,49,52,0.591,1217.786
3,6,52,55,1.41,1217.786
3,6,55,58,1.548,1217.786
3,6,58,61,-0.652,1217.786
3,6,32,35,-0.725,1215.253
3,6,35,38,-1.245,1215.253
3,6,38,41,-1.566,1215.253
3,6,41,44,-4.045,1215.253
3,6,44,47,-5.359,1215.253
3,6,47,50,18.8,1215.253
3,6,50,53,0.892,1215.253
3,6,53,56,1.41,1215.253
3,6,56,59,1.304,1215.253
3,6,59,62,-1.644,1215.253
3,6,39,42,-2.353,1215.594
3,6,42,45,-4.655,1215.594
3,6,45,48,-4.734,1215.594
3,6,48,51,20.122,1215.594
3,6,51,54,1.056,1215.594
3,6,54,57,1.635,1215.594
3,6,57,60,0.455,1215.594
3,6,60,63,-2.41,1215.594
3,6,63,66,-8.947,1215.594
3,6,66,69,-12.862,1215.594
3,6,61,64,-3.768,1215.851
3,6,64,67,-11.538,1215.851
3,6,67,70,-11.939,1215.851
3,6,70,1,-860.431,1215.851
3,6,1,62,886.842,1215.851
3,6,62,65,-6.141,1215.851
3,6,65,68,-13.833,1215.851
3,6,68,71,-9.914,1215.851
3,6,71,2,-54.508,31.621
3,6,69,72,-9.987,1217.787
4,7,2,5,-294.407,724.504
4,7,5,8,1327.541,724.504
4,7,8,11,-411.974,724.504
4,7,11,14,-56.81,724.504
4,7,14,17,-50.719,724.504
4,7,17,20,-11.366,1191.965
4,7,20,23,-3.544,1191.965
4,7,23,26,-19.705,1191.965
4,7,26,29,-0.003,1191.965
4,7,29,32,-0.146,1191.965
4,7,3,6,2676.148,1190.808
4,7,6,9,8.705,1190.808
4,7,9,12,-255.548,1190.808
4,7,12,15,-97.999,1190.808
4,7,15,18,-43.916,1190.808
4,7,18,21,-6.764,1190.808
4,7,21,24,-3.618,1190.808
4,7,24,27,-17.93,1190.808
4,7,27,30,-0.003,1190.808
4,7,30,33,-0.261,1190.808
4,7,10,13,-139.834,1190.597
4,7,13,16,-101.264,1190.597
4,7,16,19,-20.956,1190.597
4,7,19,22,-4.611,1190.597
4,7,22,25,-20.717,1190.597
4,7,25,28,0.095,1190.597
4,7,28,31,-0.105,1190.597
4,7,31,34,-0.449,1190.597
4,7,34,37,-2.162,1190.597
4,7,37,40,-1.446,1190.597
4,7,32,35,-1.107,1190.284
4,7,35,38,-1.882,1190.284
4,7,38,41,-1.663,1190.284
4,7,41,44,-3.902,1190.284
4,7,44,47,-4.735,1190.284
4,7,47,50,19.416,1190.284
4,7,50,53,0.776,1190.284
4,7,53,56,0.795,1190.284
4,7,56,59,0.397,1190.284
4,7,59,62,-2.623,1190.284
4,7,33,36,-1.936,1189.948
4,7,36,39,-1.316,1189.948
4,7,39,42,-2.429,1189.948
4,7,42,45,-4.271,1189.948
4,7,45,48,-4.15,1189.948
4,7,48,51,20.621,1189.948
4,7,51,54,0.805,1189.948
4,7,54,57,0.82,1189.948
4,7,57,60,-0.607,1189.948
4,7,60,63,-3.255,1189.948
4,7,40,43,-3.224,1189.399
4,7,43,46,-4.477,1189.399
4,7,46,49,17.729,1189.399
4,7,49,52,0.512,1189.399
4,7,52,55,0.897,1189.399
4,7,55,58,0.7,1189.399
4,7,58,61,-1.682,1189.399
4,7,61,64,-4.559,1189.399
4,7,64,67,-11.202,1189.399
4,7,67,70,-10.291,1189.399
4,7,62,65,-6.877,1188.923
4,7,65,68,-12.654,1188.923
4,7,68,71,-8.225,1188.923
4,7,71,2,-785.747,1188.923
4,7,2,63,812.032,1188.923
4,7,63,66,-9.337,1188.923
4,7,66,69,-11.378,1188.923
4,7,69,72,-7.993,1188.923
4,7,72,3,-54.708,29.129
4,7,70,1,-46.998,123.033
5,8,1,4,-1554.33,1235.866
5,8,4,7,2264.997,1235.866
5,8,7,10,246.004,1235.866
5,8,10,13,-423.42,1235.866
5,8,13,16,-182.626,1235.866
5,8,16,19,-34.201,1235.866
5,8,19,22,-6.972,1233.763
5,8,22,25,-28.371,1233.763
5,8,25,28,0.076,1233.763
5,8,28,31,-0.27,1233.763
5,8,3,6,-498.284,850.552
5,8,6,9,1992.257,850.552
5,8,9,12,-768.298,850.552
5,8,12,15,-130.677,850.552
5,8,15,18,-50.745,850.552
5,8,18,21,-10.462,1233.439
5,8,21,24,-5.197,1233.439
5,8,24,27,-24.374,1233.439
5,8,27,30,-0.105,1233.439
5,8,30,33,-0.572,1233.439
5,8,11,14,-220.75,1233.768
5,8,14,17,-143.848,1233.768
5,8,17,20,-18.062,1233.768
5,8,20,23,-5.255,1233.768
5,8,23,26,-26.836,1233.768
5,8,26,29,-0.06,1233.768
5,8,29,32,-0.343,1233.768
5,8,32,35,-1.93,1233.768
5,8,35,38,-3.091,1233.768
5,8,38,41,-1.907,1233.768
5,8,31,34,-0.84,1233.279
5,8,34,37,-3.841,1233.279
5,8,37,40,-1.771,1233.279
5,8,40,43,-3.413,1233.279
5,8,43,46,-4.178,1233.279
5,8,46,49,21.458,1233.279
5,8,49,52,0.426,1233.279
5,8,52,55,0.07,1233.279
5,8,55,58,-0.712,1233.279
5,8,58,61,-3.5,1233.279
5,8,33,36,-3.478,1232.533
5,8,36,39,-1.889,1232.533
5,8,39,42,-2.668,1232.533
5,8,42,45,-4.128,1232.533
5,8,45,48,-3.704,1232.533
5,8,48,51,23.96,1232.533
5,8,51,54,0.442,1232.533
5,8,54,57,-0.509,1232.533
5,8,57,60,-2.448,1232.533
5,8,60,63,-4.772,1232.533
5,8,41,44,-3.958,1231.581
5,8,44,47,-4.289,1231.581
5,8,47,50,22.892,1231.581
5,8,50,53,0.576,1231.581
5,8,53,56,-0.264,1231.581
5,8,56,59,-1.205,1231.581
5,8,59,62,-4.382,1231.581
5,8,62,65,-8.318,1231.581
5,8,65,68,-11.866,1231.581
5,8,68,71,-6.721,1231.581
5,8,61,64,-6.025,1231.301
5,8,64,67,-11.417,1231.301
5,8,67,70,-8.804,1231.301
5,8,70,1,-256.873,1231.301
5,8,1,63,279.801,1231.301
5,8,63,66,-10.377,1231.301
5,8,66,69,-10.154,1231.301
5,8,69,72,-6.191,1231.301
5,8,72,3,-720.808,1231.301
5,8,71,2,-47.987,156.368
6,9,1,4,-557.081,1277.391
6,9,4,7,10.355,1277.391
6,9,7,10,2530.726,1277.391
6,9,10,13,-1386.365,1275.593
6,9,13,16,-294.869,1275.593
6,9,16,19,-50.127,1275.593
6,9,19,22,-9.582,1275.593
6,9,22,25,-36.288,1275.593
6,9,25,28,0.045,1275.593
6,9,28,31,-0.417,1275.593
6,9,2,5,-1552.402,1275.086
6,9,5,8,2988.897,1275.086
6,9,8,11,-390.061,1275.086
6,9,11,14,-486.308,1275.086
6,9,14,17,-222.63,1275.086
6,9,17,20,-25.859,1275.086
6,9,20,23,-6.997,1274.053
6,9,23,26,-34.37,1274.053
6,9,26,29,-0.134,1274.053
6,9,29,32,-0.585,1274.053
6,9,12,15,-331.099,1271.19
6,9,15,18,-110.531,1271.19
6,9,18,21,-14.597,1271.19
6,9,21,24,-5.896,1271.19
6,9,24,27,-31.954,1271.19
6,9,27,30,-0.2,1271.19
6,9,30,33,-0.833,1271.19
6,9,33,36,-4.855,1271.19
6,9,36,39,-2.375,1271.19
6,9,39,42,-2.801,1271.19
6,9,31,34,-1.308,1272.078
6,9,34,37,-5.338,1272.078
6,9,37,40,-2.016,1272.078
6,9,40,43,-3.482,1272.078
6,9,43,46,-3.879,1272.078
6,9,46,49,24.673,1272.078
6,9,49,52,0.328,1272.078
6,9,52,55,-0.814,1272.078
6,9,55,58,-2.21,1272.078
6,9,58,61,-5.163,1272.078
6,9,32,35,-2.835,1270.454
6,9,35,38,-4.219,1270.454
6,9,38,41,-2.098,1270.454
6,9,41,44,-3.921,1270.454
6,9,44,47,-3.911,1270.454
6,9,47,50,25.932,1270.454
6,9,50,53,0.369,1270.454
6,9,53,56,-1.405,1270.454
6,9,56,59,-2.817,1270.454
6,9,59,62,-5.853,1270.454
6,9,42,45,-3.936,1269.969
6,9,45,48,-3.303,1269.969
6,9,48,51,26.825,1269.969
6,9,51,54,0.025,1269.969
6,9,54,57,-1.93,1269.969
6,9,57,60,-4.252,1269.969
6,9,60,63,-5.893,1269.969
6,9,63,66,-10.744,1269.969
6,9,66,69,-8.954,1269.969
6,9,69,72,-4.883,1269.969
6,9,61,64,-6.95,1269.913
6,9,64,67,-11.106,1269.913
6,9,67,70,-7.532,1269.913
6,9,70,1,-177.301,1269.913
6,9,1,62,201.094,1269.913
6,9,62,65,-9.093,1269.913
6,9,65,68,-10.853,1269.913
6,9,68,71,-5.513,1269.913
6,9,71,2,-241.684,1269.913
6,9,72,3,-47.888,152.446
7,10,4,1,204.058,1221.122
7,10,1,70,98.987,1221.122
7,10,70,67,4.855,1221.122
7,10,67,64,8.383,1221.122
7,10,64,61,6.293,1221.122
7,10,61,58,5.944,1221.122
7,10,58,55,3.619,1221.122
7,10,55,52,1.803,1221.122
7,10,52,49,-0.095,1221.122
7,10,49,46,-23.7,1221.122
7,10,2,5,-394.06,1220.001
7,10,5,8,243.929,1220.001
7,10,8,11,1981.963,1220.001
7,10,11,14,-1290.159,1220.001
7,10,14,17,-311.996,1220.001
7,10,17,20,-32.442,1220.001
7,10,20,23,-8.391,1218.908
7,10,23,26,-37.14,1218.908
7,10,26,29,-0.165,1218.908
7,10,29,32,-0.706,1218.908
7,10,3,6,-848.366,1217.361
7,10,6,9,2414.292,1217.361
7,10,9,12,-569.48,1217.361
7,10,12,15,-573.796,1217.361
7,10,15,18,-148.264,1217.361
7,10,18,21,-17.905,1217.361
7,10,21,24,-7.904,1215.781
7,10,24,27,-33.386,1215.781
7,10,27,30,-0.238,1215.781
7,10,30,33,-1.008,1215.781
7,10,13,16,-441.704,1215.234
7,10,16,19,-64.465,1215.234
7,10,19,22,-11.526,1215.234
7,10,22,25,-39.1,1215.234
7,10,25,28,0.006,1215.234
7,10,28,31,-0.534,1215.234
7,10,31,34,-1.499,1215.234
7,10,34,37,-6.006,1215.234
7,10,37,40,-1.831,1215.234
7,10,40,43,-2.785,1215.234
7,10,32,35,-3.226,1214.976
7,10,35,38,-4.636,1214.976
7,10,38,41,-1.847,1214.976
7,10,41,44,-3.053,1214.976
7,10,44,47,-2.735,1214.976
7,10,47,50,24.444,1214.976
7,10,50,53,0,1214.976
7,10,53,56,-2.496,1214.976
7,10,56,59,-4.245,1214.976
7,10,59,62,-6.145,1214.976
7,10,33,36,-5.481,1215.483
7,10,36,39,-2.451,1215.483
7,10,39,42,-2.359,1215.483
7,10,42,45,-2.951,1215.483
7,10,45,48,-2.289,1215.483
7,10,48,51,25.023,1215.483
7,10,51,54,-0.48,1215.483
7,10,54,57,-3.294,1215.483
7,10,57,60,-5.472,1215.483
7,10,60,63,-5.738,1215.483
7,10,43,46,-2.814,1216.448
7,10,46,62,10.654,1216.448
7,10,62,65,-7.717,1216.448
7,10,65,68,-7.611,1216.448
7,10,68,71,-3.37,1216.448
7,10,71,2,-127.604,1216.448
7,10,2,63,144.368,1216.448
7,10,63,66,-8.607,1216.448
7,10,66,69,-5.981,1216.448
7,10,69,72,-2.813,1216.448
7,10,72,3,-49.303,314.418
8,11,1,4,-50.88,707.087
8,11,4,7,-402.473,707.087
8,11,7,10,1151.524,707.087
8,11,10,13,-65.372,707.087
8,11,13,16,-498.031,707.087
8,11,16,19,-55.417,707.087
8,11,19,22,-15.277,1223.233
8,11,22,25,-45.823,1223.233
8,11,25,28,-0.041,1223.233
8,11,28,31,-0.665,1223.233
8,11,5,2,147.681,1221.129
8,11,2,71,68.996,1221.129
8,11,71,68,1.736,1221.129
8,11,68,65,4.745,1221.129
8,11,65,62,6.108,1221.129
8,11,62,59,6.45,1221.129
8,11,59,56,6.023,1221.129
8,11,56,53,3.962,1221.129
8,11,53,50,0.455,1221.129
8,11,50,47,-23.9,1221.129
8,11,3,6,-233.153,1219.349
8,11,6,9,-370.787,1219.349
8,11,9,12,2598.09,1219.349
8,11,12,15,-1570.185,1219.349
8,11,15,18,-232.545,1219.349
8,11,18,21,-24.31,1219.349
8,11,21,24,-9.813,1216.983
8,11,24,27,-38.382,1216.983
8,11,27,30,-0.401,1216.983
8,11,30,33,-1.215,1216.983
8,11,14,17,-524.226,1215.476
8,11,17,20,-45.592,1215.476
8,11,20,23,-10.769,1215.476
8,11,23,26,-42.827,1215.476
8,11,26,29,-0.235,1215.476
8,11,29,32,-0.856,1215.476
8,11,32,35,-3.743,1215.476
8,11,35,38,-5.214,1215.476
8,11,38,41,-1.587,1215.476
8,11,41,44,-2.286,1215.476
8,11,31,34,-1.756,1214.33
8,11,34,37,-6.858,1214.33
8,11,37,40,-1.717,1214.33
8,11,40,43,-2.166,1214.33
8,11,43,46,-1.863,1214.33
8,11,46,49,23.328,1214.33
8,11,49,52,-0.153,1214.33
8,11,52,55,-2.982,1214.33
8,11,55,58,-5.307,1214.33
8,11,58,61,-6.765,1214.33
8,11,33,36,-6.27,1213.032
8,11,36,39,-2.547,1213.032
8,11,39,42,-1.914,1213.032
8,11,42,45,-2.042,1213.032
8,11,45,48,-1.431,1213.032
8,11,48,51,24.126,1213.032
8,11,51,54,-1.129,1213.032
8,11,54,57,-4.989,1213.032
8,11,57,60,-6.925,1213.032
8,11,60,63,-5.373,1213.032
8,11,44,47,-1.758,1212.501
8,11,47,61,8.619,1212.501
8,11,61,64,-5.354,1212.501
8,11,64,67,-5.651,1212.501
8,11,67,70,-2.671,1212.501
8,11,70,1,-54.596,1212.501
8,11,1,63,64.975,1212.501
8,11,63,66,-6.273,1212.501
8,11,66,69,-3.478,1212.501
8,11,69,72,-1.253,1212.501
8,11,72,3,-50.556,633.619
9,12,1,4,-50.855,1164.27
9,12,4,7,-250.196,1164.27
9,12,7,10,-543.597,1164.27
9,12,10,13,3510.063,1164.27
9,12,13,16,-2368.848,1164.27
9,12,16,19,-158.004,1164.27
9,12,19,22,-24.098,1271.25
9,12,22,25,-63.246,1271.25
9,12,25,28,-0.075,1271.25
9,12,28,31,-0.914,1271.25
9,12,2,5,-56.953,826.956
9,12,5,8,-748.174,826.956
9,12,8,11,1763.966,826.956
9,12,11,14,-52.708,826.956
9,12,14,17,-758.334,826.956
9,12,17,20,-50.694,826.956
9,12,20,23,-16.772,1268.929
9,12,23,26,-58.695,1268.929
9,12,26,29,-0.34,1268.929
9,12,29,32,-1.193,1268.929
9,12,6,3,123.631,1268.303
9,12,3,72,67.851,1268.303
9,12,72,69,0.509,1268.303
9,12,69,66,2.322,1268.303
9,12,66,63,5.355,1268.303
9,12,63,60,5.852,1268.303
9,12,60,57,9.658,1268.303
9,12,57,54,7.64,1268.303
9,12,54,51,2.029,1268.303
9,12,51,48,-28.268,1268.303
9,12,15,18,-453.512,1266.624
9,12,18,21,-39.49,1266.624
9,12,21,24,-15.466,1266.624
9,12,24,27,-51.321,1266.624
9,12,27,30,-0.541,1266.624
9,12,30,33,-1.603,1266.624
9,12,33,36,-8.179,1266.624
9,12,36,39,-3.116,1266.624
9,12,39,42,-1.901,1266.624
9,12,42,45,-1.761,1266.624
9,12,31,34,-2.329,1267.019
9,12,34,37,-8.918,1267.019
9,12,37,40,-1.898,1267.019
9,12,40,43,-2.032,1267.019
9,12,43,46,-1.517,1267.019
9,12,46,49,27.875,1267.019
9,12,49,52,-0.436,1267.019
9,12,52,55,-4.75,1267.019
9,12,55,58,-7.977,1267.019
9,12,58,61,-8.707,1267.019
9,12,32,35,-4.887,1266.509
9,12,35,38,-6.658,1266.509
9,12,38,41,-1.656,1266.509
9,12,41,44,-2.064,1266.509
9,12,44,47,-1.386,1266.509
9,12,47,50,28.025,1266.509
9,12,50,53,-0.983,1266.509
9,12,53,56,-6.092,1266.509
9,12,56,59,-8.791,1266.509
9,12,59,62,-7.649,1266.509
9,12,45,48,-1.094,1265.587
9,12,48,61,6.505,1265.587
9,12,61,64,-5.291,1265.587
9,12,64,67,-4.446,1265.587
9,12,67,70,-1.644,1265.587
9,12,70,1,-39.961,1265.587
9,12,1,62,49.574,1265.587
9,12,62,65,-5.52,1265.587
9,12,65,68,-3.37,1265.587
9,12,68,71,-0.903,1265.587
9,12,71,2,-49.179,1259.725
10,13,1,4,-31.301,1025.891
10,13,4,7,-120.572,1025.891
10,13,7,2,146.178,1025.891
10,13,2,5,-47.327,1025.891
10,13,5,8,-351.663,1025.891
10,13,8,11,-92.165,1025.891
10,13,11,14,4746.981,1025.891
10,13,14,17,-3963.869,1025.315
10,13,17,20,-134.348,1025.315
10,13,20,23,-24.405,1025.315
10,13,3,6,-50.53,824.592
10,13,6,9,-897.23,824.592
10,13,9,12,2485.11,824.592
10,13,12,15,-518.341,824.592
10,13,15,18,-846.752,824.592
10,13,18,21,-50.771,824.592
10,13,21,24,-20.361,1025.144
10,13,24,27,-65.787,1025.144
10,13,27,30,-0.696,1025.144
10,13,30,33,-1.937,1025.144
10,13,16,19,-333.228,1026.635
10,13,19,22,-36.528,1026.635
10,13,22,25,-80.443,1026.635
10,13,25,28,-0.184,1026.635
10,13,28,31,-1.103,1026.635
10,13,31,34,-2.704,1026.635
10,13,34,37,-10.221,1026.635
10,13,37,40,-1.87,1026.635
10,13,40,43,-1.65,1026.635
10,13,43,46,-0.986,1026.635
10,13,23,26,-74.694,1026.539
10,13,26,29,-0.442,1026.539
10,13,29,32,-1.412,1026.539
10,13,32,35,-5.695,1026.539
10,13,35,38,-7.542,1026.539
10,13,38,41,-1.488,1026.539
10,13,41,44,-1.58,1026.539
10,13,44,47,-0.849,1026.539
10,13,47,50,29.888,1026.539
10,13,50,53,-1.548,1026.539
10,13,33,36,-9.395,1026.676
10,13,36,39,-3.38,1026.676
10,13,39,42,-1.631,1026.676
10,13,42,45,-1.25,1026.676
10,13,45,48,-0.649,1026.676
10,13,48,51,29.889,1026.676
10,13,51,54,-2.887,1026.676
10,13,54,57,-9.812,1026.676
10,13,57,60,-11.472,1026.676
10,13,60,63,-5.43,1026.676
10,13,46,49,29.871,1026.61
10,13,49,52,-0.785,1026.61
10,13,52,55,-6.318,1026.61
10,13,55,58,-10.11,1026.61
10,13,58,61,-9.733,1026.61
10,13,61,64,-4.363,1026.61
10,13,64,67,-2.662,1026.61
10,13,67,70,-0.553,1026.61
10,13,70,1,-25.217,1026.61
10,13,53,56,-7.907,1026.751
10,13,56,59,-10.963,1026.751
10,13,59,62,-7.917,1026.751
10,13,62,65,-4.103,1026.751
10,13,65,68,-1.723,1026.751
10,13,68,71,-0.153,1026.751
10,13,71,2,-30.977,1026.751
10,13,2,63,35.563,1026.751
10,13,63,66,-3.59,1026.751
10,13,66,69,-1.017,1026.751
10,13,69,72,0.149,1026.229
10,13,72,3,-41.64,1026.229
11,14,1,4,-26.57,1001.328
11,14,4,7,-78.642,1001.328
11,14,7,10,-1062.412,1001.328
11,14,10,13,4634.858,1001.328
11,14,13,16,-1982.412,999.988
11,14,16,19,-1151.503,999.988
11,14,19,22,-92.805,999.988
11,14,22,25,-170.265,999.988
11,14,25,28,-0.452,999.988
11,14,28,31,-2.185,999.988
11,14,2,5,-38.054,999.651
11,14,5,8,-179.168,999.651
11,14,8,3,208.178,999.651
11,14,3,6,-47.034,999.651
11,14,6,9,-382.108,999.651
11,14,9,12,-63.323,999.651
11,14,12,15,5917.92,999.651
11,14,15,18,-4986.615,998.636
11,14,18,21,-169.986,998.636
11,14,21,24,-47.574,998.636
11,14,17,20,-397.021,997.815
11,14,20,23,-59.817,997.815
11,14,23,26,-156.686,997.815
11,14,26,29,-0.935,997.815
11,14,29,32,-2.706,997.815
11,14,32,35,-10.452,997.815
11,14,35,38,-13.868,997.815
11,14,38,41,-2.267,997.815
11,14,41,44,-1.93,997.815
11,14,44,47,-0.731,997.815
11,14,24,27,-136.407,997.309
11,14,27,30,-1.393,997.309
11,14,30,33,-3.701,997.309
11,14,33,36,-17.501,997.309
11,14,36,39,-6.029,997.309
11,14,39,42,-2.328,997.309
11,14,42,45,-1.412,997.309
11,14,45,48,-0.534,997.309
11,14,48,51,53.321,997.309
11,14,51,54,-6.145,997.309
11,14,31,34,-5.155,996.493
11,14,34,37,-18.975,996.493
11,14,37,40,-3.052,996.493
11,14,40,43,-2.214,996.493
11,14,43,46,-0.998,996.493
11,14,46,49,53.964,996.493
11,14,49,52,-1.8,996.493
11,14,52,55,-12.823,996.493
11,14,55,58,-19.872,996.493
11,14,58,61,-17.548,996.493
11,14,47,50,53.554,996.065
11,14,50,53,-3.491,996.065
11,14,53,56,-15.824,996.065
11,14,56,59,-21.276,996.065
11,14,59,62,-13.39,996.065
11,14,62,65,-4.847,996.065
11,14,65,68,-0.973,996.065
11,14,68,71,0.496,996.065
11,14,71,2,-30.508,996.065
11,14,54,57,-19.391,995.294
11,14,57,60,-21.598,995.294
11,14,60,63,-8.33,995.294
11,14,63,66,-3.683,995.294
11,14,66,69,-0.261,995.294
11,14,69,72,0.852,995.294
11,14,72,3,-39.862,995.294
11,14,3,61,47.305,995.294
11,14,61,64,-5.895,995.294
11,14,64,67,-2.235,995.294
11,14,67,70,0.169,992.562
11,14,70,1,-25.081,992.562
12,15,1,4,-27.616,786.236
12,15,4,7,-64.716,786.236
12,15,7,10,-370.549,786.236
12,15,10,13,-493.76,786.236
12,15,13,16,1550.603,176.621
12,15,16,19,-1189.702,176.621
12,15,19,22,-49.987,176.621
12,15,22,25,-74.716,176.621
12,15,25,28,-0.909,788.996
12,15,28,31,-3.895,788.996
12,15,2,5,-37.978,789.099
12,15,5,8,-121.214,789.099
