        8691
    1      1   1      1   4      1   5      1   8   -0.4300266687E+01       84.09003
    2      1   1      1   4      1  11      1  14   -0.1634696101E+00      105.76490
    3      1   1      1   4      1   6      1   9   -0.2153626458E+01      120.41188
    4      1   1      1   4      1   7      1  10   -0.1194417150E+01      135.40538
    5      1   1      1   4      1  10      1  13   -0.2397538388E+00      109.76648
    6      1   1      1   4      1  56      1  59    0.2887574919E-02       57.16194
    7      1   1      1   4      1  49      1  52    0.1011088032E-02       39.30175
    8      1   1      1   4      1  61      1  64   -0.6905942903E-02      153.34795
    9      1   1      1   4      1   2      1  63    0.1665207807E+01       41.18013
   10      1   2      1   5      1   7      1  10   -0.2698913403E+01      150.92548
   11      1   2      1   5      1  22      1  25   -0.7579989727E-01      118.37021
   12      1   2      1   5      1   3      1   6    0.9275028045E+01       93.22692
   13      1   2      1   5      1   6      1   9   -0.5350981641E+01      104.64206
   14      1   2      1   5      1  24      1  27   -0.7228820551E-01      126.99052
   15      1   2      1   5      1  23      1  26   -0.7317194834E-01      122.39890
   16      1   2      1   5      1  43      1  46   -0.9694546467E-02       95.44399
   17      1   2      1   5      1  42      1  45   -0.9762530459E-02       98.68021
   18      1   2      1   5      1  41      1  44   -0.9294731797E-02       98.39661
   19      1   2      1   5      1  44      1  47   -0.9777110883E-02       95.66288
   20      1   2      1   5      1  65      1  68   -0.3091677292E-01       97.78157
   21      1   2      1   5      1  64      1  67   -0.2539244101E-01       97.75999
   22      1   2      1   5      1  67      1  70   -0.3905467741E-01       99.24839
   23      1   2      1   5      1  70      1   1   -0.4050197161E+01       67.93925
   24      1   2      1   5      1   1      1  63    0.4119607264E+01       68.30165
   25      1   2      1   5      1  63      1  66   -0.2006112496E-01      100.34105
   26      1   2      1   5      1  66      1  69   -0.3533903523E-01       97.40193
   27      1   2      1   5      1  69      1  72   -0.3922614931E-01      100.05948
   28      1   2      1   5      1  68      1  71   -0.3937808576E-01       97.52193
   29      1   3      1   6      1   1      1   4   -0.1336716376E+01       84.07177
   30      1   3      1   6      1   7      1  10   -0.5122844322E+01      100.18733
   31      1   3      1   6      1   2      1   5    0.9275028045E+01       93.22692
   32      1   3      1   6      1   5      1   8   -0.1134741279E+01       71.39163
   33      1   3      1   6      1   8      1  11   -0.2318314475E+01      129.66934
   34      1   3      1   6      1  17      1  20   -0.4837662816E-01       99.17986
   35      1   3      1   6      1  23      1  26   -0.8377131280E-01      121.82115
   36      1   3      1   6      1  18      1  21   -0.3494947178E-01       92.92895
   37      1   3      1   6      1  37      1  40   -0.7342567033E-02       98.80118
   38      1   3      1   6      1  40      1  43   -0.9584961804E-02      100.43982
   39      1   3      1   6      1  43      1  46   -0.1006952052E-01       97.70913
   40      1   3      1   6      1  38      1  41   -0.8075857355E-02       98.13959
   41      1   3      1   6      1  41      1  44   -0.9957612633E-02       99.71531
   42      1   3      1   6      1  44      1  47   -0.9965912462E-02       98.11562
   43      1   3      1   6      1  39      1  42   -0.8785549665E-02       98.21123
   44      1   3      1   6      1  42      1  45   -0.1029812071E-01      100.50491
   45      1   3      1   6      1  60      1  63   -0.9350230997E-02      100.03291
   46      1   3      1   6      1  63      1  66   -0.2545777851E-01       97.20585
   47      1   3      1   6      1  66      1  69   -0.3803023349E-01       96.22633
   48      1   3      1   6      1  61      1  64   -0.1453928168E-01      100.41175
   49      1   3      1   6      1  64      1  67   -0.3032523800E-01       95.30997
   50      1   3      1   6      1  67      1  70   -0.3973317299E-01       98.01561
   51      1   3      1   6      1   1      1  62    0.2173441553E+01       88.66160
   52      1   3      1   6      1  62      1  65   -0.2003185866E-01       99.04163
   53      1   3      1   6      1  65      1  68   -0.3500964743E-01       96.00550
