a,b,m,n,vp,i,dev,resist,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
2,5,42,45,-6.957,760.941,0.0,-0.009142627352186305,,,,-22214.55071938395,203.09935902356966,114,-0.04810965803481615,-0.0004295167240952122,-0.008927868990138699,,0.44898
2,5,45,48,-6.528,760.941,0.0,-0.008578851711236481,,,,-27618.090083558098,236.9314993744157,115,0.010802431250796144,9.31757179651882e-05,-0.008625439570219075,,0.57773
2,5,57,60,-2.471,760.941,0.0,-0.0032472951253776573,,,,-57903.043264162494,188.02827013624648,-3982,0.04429721276349578,0.00014072916812351817,-0.003176930541315898,,
2,5,41,44,-6.728,762.354,0.0,-0.008825296384619218,,,,-20583.715066320397,181.65738615682955,122,-0.021407223575123004,-0.00018692432738825343,-0.008731834220925092,,0.40704
2,5,44,47,-6.454,762.354,0.0,-0.00846588330355714,,,,-25729.643832900132,217.82416213142116,123,-0.0021328234362074077,-1.8036999450450272e-05,-0.008456864803831916,,0.54555
2,5,62,65,-20.89,762.354,0.0,-0.027401968114550458,,,,-75209.7281269409,2060.894572038443,129,-0.0995989288744227,-0.002599740965502792,-0.026102097631799062,,-0.96711
2,5,65,68,-32.366,762.354,0.0,-0.04245534226881475,,,,-87084.94835750671,3697.2212889800044,-4549,-0.018229681361552088,-0.0007810666598214652,-0.04284587559872548,,
2,5,64,67,-30.303,762.47,0.0,-0.039743203011266014,,,,-82997.38724933649,3298.5820108550415,-18744,0.035769513511020715,0.0013966168838346962,-0.03904489456934866,,
2,5,67,70,-32.567,762.47,0.0,-0.042712500163940875,,,,-95658.00564330864,4085.7925817220776,133,0.03136720818986146,0.00136111913864842,-0.043393059733265085,,-1.1113
2,5,70,1,-5300.894,761.519,0.0,-6.960947789877863,,,,-8.370005743741341,58.263172983161304,134,-0.00398945121583979,-0.02771507764861436,-6.947090251053556,,-1.37589
2,5,1,63,5370.987,761.519,0.0,7.052991455236179,,,,8.36811956213114,59.02027576810565,0,,,7.052991455236179,,-1.38169
2,5,63,66,-27.327,761.519,0.0,-0.03588485645138204,,,,-79039.67863751794,2836.327521870699,-18692,0.0583883703466491,0.0020358240636258323,-0.034866944419569126,,
2,5,66,69,-32.055,761.519,0.0,-0.04209349996520113,,,,-91304.4563571321,3843.3241304916482,-18848,-0.007774299645581399,-0.0003285245058353842,-0.04225776221811882,,
2,5,69,72,-31.861,761.519,0.0,-0.04183874598007404,,,,-104775.60565572337,4383.679949938219,-19002,0.022052680899086696,0.0009125939428108951,-0.041382449008668595,,
2,5,68,71,-31.613,761.169,0.0,-0.04153216959702773,,,,-100147.69061113789,4159.35087121244,140,0.0052792711081443774,0.0002198398801760565,-0.041642089537115755,,-0.03434
3,6,7,10,-452.096,75.746,0.0,-5.968579198901592,,,,-9.773843811168247,58.33596086465186,-441,0.07327909694966275,0.42191337809901164,-5.757622509852086,,
3,6,5,8,-842.066,423.035,0.0,-1.9905350621107,,,,-31.41592653589794,62.534503278398795,-17379,-0.016212753161502794,-0.03253580107720566,-2.006802962649303,,
3,6,8,11,-746.168,423.035,0.0,-1.7638445991466427,,,,-27.925268031909276,49.25583319780557,153,0.053217582269680375,0.09643352457996257,-1.812061361436624,,-0.16706
3,6,37,40,-4.054,872.36,0.0,-0.004647164014856252,,,,-13612.87003385493,63.26123976024564,173,0.03129537049869655,0.00014774661209587033,-0.004721037320904188,,0.22229
3,6,40,43,-6.987,872.36,0.0,-0.008009308083818606,,,,-17564.99359207103,140.68344516919652,174,-0.054587995075637816,-0.00042559585794003495,-0.007796510154848588,,0.34994
3,6,43,46,-7.622,872.36,0.0,-0.008737218579485534,,,,-22214.55071938395,194.09338528032518,175,-0.04899267142853482,-0.00041782450960704126,-0.008528306324682013,,0.49076
3,6,38,41,-3.958,870.747,0.0,-0.004545522407771718,,,,-14856.242592975721,67.52938360166375,183,0.027654702778485293,0.00012746761060241849,-0.004609256213072927,,0.27842
3,6,41,44,-7.875,870.747,0.0,-0.009043958807782283,,,,-19034.56082224999,172.14778400065538,184,0.04385924296445682,0.0004055548510856523,-0.00924673623332511,,0.48735
3,6,44,47,-7.043,870.747,0.0,-0.008088457381995,,,,-23929.162176543286,193.5500084518171,185,0.010122933073210261,8.229544840164874e-05,-0.008129605106195825,,0.42167
3,6,47,50,42.161,870.747,0.0,0.048419345688242396,,,,-29596.59532361917,-1433.047780169335,186,-0.07185635743533858,-0.003358570489767315,0.04674006044335874,,1.40369
3,6,59,62,-7.375,870.747,0.0,-0.008469739200938964,,,,-61125.61919504549,517.718053077944,190,-0.03272665917002897,-0.00027272360190458596,-0.008333377399986672,,0.15457
3,6,39,42,-5.303,870.846,0.0,-0.006089480803724194,,,,-16172.918980680128,98.4846796730383,191,-0.023463524920374162,-0.00014122387958136803,-0.00601886886393351,,0.28962
3,6,42,45,-7.955,870.846,0.0,-0.009134795359914382,,,,-20583.715066320397,188.02802487762332,192,0.017869094301307762,0.0001647020580125818,-0.009217146388920672,,0.4912
3,6,45,48,-6.957,870.846,0.0,-0.00798878332104643,,,,-25729.643832900132,205.54854950873772,193,0.0358674775248735,0.0002917700337832941,-0.008134668337938078,,0.39252
3,6,48,51,45.371,870.846,0.0,0.05209991203955694,,,,-31667.253948185782,-1649.8611452347914,194,-0.06174673540684787,-0.0031206543734788594,0.05053958485281751,,1.40586
3,6,60,63,-12.187,870.846,0.0,-0.013994437592869462,,,,-64465.4812516621,902.1581542706816,198,0.02953476726751284,0.0004195176352053357,-0.01420419641047213,,-0.19182
3,6,63,66,-38.046,870.846,0.0,-0.04368855113303615,,,,-75209.7281269409,3285.8040529756045,199,0.03371437937856467,0.0014981876203046113,-0.044437644943188456,,-0.46012
3,6,66,69,-36.81,870.846,0.0,-0.04226924163399729,,,,-87084.94835750671,3681.014724807627,-18842,-0.02674578400384937,-0.0011458472989286789,-0.04284216528346163,,
3,6,61,64,-19.792,870.86,0.0,-0.022726959557219303,,,,-67924.72382911498,1543.7224513995866,201,0.030879160105936273,0.0007127946733083874,-0.023083356893873495,,-0.50773
3,6,64,67,-40.289,870.86,0.0,-0.04626346370254691,,,,-79039.67863751794,3656.649303707783,202,0.034108198942817976,0.0016053410700443832,-0.0470661342375691,,-0.56928
3,6,67,70,-35.292,870.86,0.0,-0.040525457593643066,,,,-91304.4563571321,3700.154874211591,-4699,-0.03770086018832756,-0.001557198471740212,-0.04130405682951317,,
3,6,1,62,2726.855,872.606,0.0,3.124955592787581,,,,20.880752620118038,65.2514246818518,0,,,3.124955592787581,,-0.30241
3,6,62,65,-30.01,872.606,0.0,-0.03439123728234736,,,,-71505.44132250796,2459.1605995013374,-4349,-0.03247480780798525,-0.0011352828674877288,-0.03495887871609123,,
3,6,65,68,-40.493,872.606,0.0,-0.04640467748330862,,,,-82997.38724933649,3851.466987262731,-4559,-0.02568651995181311,-0.0012074826881122921,-0.04700841882736477,,
3,6,68,71,-31.892,872.606,0.0,-0.03654799531518234,,,,-95658.00564330864,3496.10834211133,-4770,0.007534466628588361,0.00027433616271255873,-0.03641082723382606,,
3,6,69,72,-30.758,874.199,0.0,-0.03518420862984286,,,,-100147.69061113789,3523.6172402592306,210,-0.051520957930255275,-0.001767200208820957,-0.03430060852543238,,1.02907
4,7,5,8,5152.03,462.421,0.0,11.141427400572205,,,,5.026548245743669,56.00292235542666,-17391,-0.010459992459584993,-0.11715195086031116,11.20000337600236,,
4,7,8,11,-2843.036,462.421,0.0,-6.148155036211591,,,,-9.773843811168247,60.09110705077955,213,0.06213611244936628,0.39427170828704483,-6.3452908903551135,,-0.58086
4,7,6,9,-1099.338,359.68,0.0,-3.056433496441281,,,,-31.41592653589794,96.02069018605697,-352,0.09110724201752259,0.26633088985151643,-2.9232680515155227,,
4,7,9,12,-457.208,359.68,0.0,-1.2711521352313169,,,,-27.925268031909276,35.49726408566831,-17104,-0.05209876759277176,-0.06799673265428363,-1.3051505015584586,,
4,7,18,21,-50.103,359.68,0.0,-0.13929882117437722,,,,-913.8543963442296,127.29884013577329,226,0.031729491598184216,0.004491131434650408,-0.14154438689170243,,-1.44824
4,7,34,37,-3.086,880.116,0.0,-0.003506355980348045,,,,-9330.53018116169,32.71616030053422,239,0.06692396339895589,0.00024278324789037,-0.0036277476042932298,,0.34608
4,7,35,38,-4.26,880.725,0.0,-0.0048369241250106445,,,,-10301.631376971342,49.828209334239304,242,0.03107911010237194,0.00015270019045391,-0.0049132742202375995,,0.30906
4,7,38,41,-4.613,880.725,0.0,-0.00523773027903148,,,,-13612.87003385493,71.30054156084225,243,0.0667646836277044,0.000361772208530709,-0.005418616383296835,,0.28008
4,7,41,44,-9.032,880.725,0.0,-0.010255187487581254,,,,-17564.99359207103,180.13230250485174,244,0.03378777278567347,0.00035245426705110897,-0.010431414621106808,,0.40164
4,7,44,47,-7.46,880.725,0.0,-0.008470294359760424,,,,-22214.55071938395,188.16378366300975,245,0.01965256165356189,0.00016811492660904342,-0.008554351823064946,,0.26858
4,7,47,50,41.306,880.725,0.0,0.0468999971614295,,,,-27618.090083558098,-1295.288346522979,246,0.0944548197369055,0.004649515344404033,0.04922475483363152,,1.40204
4,7,59,62,-11.4,880.725,0.0,-0.01294388146129609,,,,-57903.043264162494,749.4901282596184,250,0.08199731182963528,0.0011067382658156693,-0.013497250594203924,,-0.02476
4,7,33,36,-2.388,880.298,0.0,-0.002712717738765736,,,,-8422.260838423801,22.847216376904225,251,0.02294616227567935,6.296890884213962e-05,-0.002744202193186806,,0.36302
4,7,36,39,-4.604,880.298,0.0,-0.0052300470976873745,,,,-11337.658820955263,59.296489611106736,252,0.0869059298359983,0.00047516963561715624,-0.005467631915495952,,0.27706
4,7,39,42,-6.14,880.298,0.0,-0.006974910768853274,,,,-14856.242592975721,103.62096644644305,253,-0.015480237893975799,-0.00010714397091179245,-0.006921338783397378,,0.25909
4,7,42,45,-8.921,880.298,0.0,-0.010134068235983723,,,,-19034.56082224999,192.89753821466385,254,-0.008206368280241442,-8.282405377769801e-05,-0.010092656209094875,,0.40171
4,7,45,48,-7.088,880.298,0.0,-0.00805181881590098,,,,-23929.162176543286,192.67327826183725,255,-0.005926375716558016,-4.757712354984574e-05,-0.008028030254126056,,0.23838
4,7,60,63,-17.927,880.298,0.0,-0.020364694682936915,,,,-61125.61919504549,1244.8045722125694,260,0.054568394047313985,0.0011424392209023956,-0.020935914293388112,,-0.56532
4,7,40,43,-8.009,880.523,0.0,-0.00909573060556056,,,,-16172.918980680128,147.10451415382354,261,-0.044234444246353526,-0.00039363840041336563,-0.008898911405353878,,0.29171
4,7,43,46,-8.196,880.523,0.0,-0.009308104387960337,,,,-20583.715066320397,191.59536852934218,262,-0.048867452691219046,-0.0004440144238965875,-0.009086097176012043,,0.39362
4,7,46,49,38.812,880.523,0.0,0.044078348890375374,,,,-25729.643832900132,-1134.1202176916672,263,0.09399288531336686,0.004347361728223961,0.046252029754487355,,1.38753
4,7,61,64,-28.24,880.523,0.0,-0.03207184820839433,,,,-64465.4812516621,2067.5271293843975,268,0.013355534552173158,0.00043121623858621144,-0.03228745632768744,,-1.02271
4,7,64,67,-50.924,880.523,0.0,-0.05783381013329578,,,,-75209.7281269409,4349.665136670295,-4470,0.0010715293995190184,6.193744394796669e-05,-0.05780284141132179,,
4,7,67,70,-34.928,880.523,0.0,-0.03966733407304522,,,,-87084.94835750671,3454.4277392311096,270,-0.016737698941523358,-0.0006584295973402279,-0.03933811927437511,,-0.31937
4,7,62,65,-41.199,880.79,0.0,-0.04677505421269542,,,,-67924.72382911498,3177.1826394892178,-18645,-0.013532242281522631,-0.0006372833023623181,-0.04709369586387658,,
4,7,65,68,-47.128,880.79,0.0,-0.05350651120017257,,,,-79039.67863751794,4229.137450276395,272,-0.008694073234489176,-0.0004631760835011045,-0.05327492315842202,,-0.38189
4,7,68,71,-28.679,880.79,0.0,-0.032560542240488655,,,,-91304.4563571321,2972.9226079612527,-4751,0.06917110124389214,0.00217695729707313,-0.03147206359195209,,
4,7,2,63,7804.849,880.886,0.0,8.860225954323262,,,,20.880752620118038,185.0081863105733,0,,,8.860225954323262,,-1.59942
4,7,63,66,-50.241,880.886,0.0,-0.05703462196016284,,,,-71505.44132250796,4078.285813923848,-18697,-0.009461898685603928,-0.0005422210348070555,-0.057305732477566367,,
4,7,66,69,-39.161,880.886,0.0,-0.044456376875100755,,,,-82997.38724933649,3689.763127205185,-4610,0.0190224167612494,0.0008377001875688808,-0.04403752678131631,,
4,7,72,3,-59.821,6.813,0.0,-8.7804197857038,,,,-8.370005743741341,73.49216403880094,279,0.05953990926074295,0.5388262297245916,-9.049832900566097,,-0.20767
5,8,1,4,-3508.84,717.32,0.0,-4.891596498076172,,,,-9.773843811168247,47.80970015945406,281,0.08865739896266307,0.4537922422269425,-5.118492619189643,,-0.60513
5,8,4,7,8109.63,717.32,0.0,11.305456421123068,,,,5.026548245743669,56.82742214092766,-17459,-0.02244204952683697,-0.2565968930171021,11.43375486763162,,
5,8,7,10,-2537.59,717.32,0.0,-3.5375982824959573,,,,-31.41592653589794,111.13692775641172,283,-0.04643000565599155,-0.16052413990310122,-3.4573362125444067,,-0.8605
5,8,10,13,-902.751,717.32,0.0,-1.2585052696146768,,,,-27.925268031909276,35.144096973560096,-17034,-0.06058323093187539,-0.0786260246833721,-1.2978182819563628,,
5,8,19,22,-53.587,717.32,0.0,-0.07470445547315006,,,,-913.8543963442296,68.26899506063992,-16387,0.04535889777987749,0.0033133664347964192,-0.07304777225575185,,
5,8,3,6,-1376.056,747.273,0.0,-1.8414367975291492,,,,-31.41592653589794,57.85044315167492,-17524,-0.08894325110912406,-0.17140608260772128,-1.9271398388330099,,
5,8,6,9,7425.564,747.273,0.0,9.936882504787407,,,,5.026548245743669,49.948219322600096,292,0.018429279853830378,0.1848327558471894,10.029298882711002,,-0.3586
5,8,9,12,-3609.426,747.273,0.0,-4.830130353967024,,,,-9.773843811168247,47.208939667256494,293,0.01991676606949364,0.09716821464536274,-4.8787144612897055,,-1.28197
5,8,40,43,-6.599,754.656,0.0,-0.00874438154602892,,,,-14856.242592975721,129.90865357334573,314,0.043187551699722694,0.0003859832662340811,-0.00893737317914596,,0.14765
5,8,43,46,-6.601,754.656,0.0,-0.008747031760166222,,,,-19034.56082224999,166.49590805303635,315,-0.006011417661809662,-5.242448846354275e-05,-0.00872081951593445,,0.1815
5,8,39,42,-5.039,753.748,0.0,-0.00668525820300684,,,,-13612.87003385493,91.00555106029466,323,0.07544298503768214,0.0005241266750336954,-0.006947321540523688,,0.16595
5,8,42,45,-7.248,753.748,0.0,-0.009615945912957646,,,,-17564.99359207103,168.90402834280266,324,0.08502734202020469,0.0008539216667995536,-0.010042906746357423,,0.18053
5,8,45,48,-5.456,753.748,0.0,-0.0072384935018069705,,,,-22214.55071938395,160.7998810278221,325,0.08306525156970483,0.00062732159684165,-0.007552154300227796,,-0.05282
5,8,44,47,-5.895,753.858,0.0,-0.007819775077003892,,,,-20583.715066320397,160.96002206776177,332,0.0695404000302919,0.0005633790906686576,-0.008101464622338222,,0.00209
5,8,50,53,6.756,753.858,0.0,0.008961899986469601,,,,-31667.253948185782,-283.7987627297756,334,-0.09657148054975528,-0.0008255992779270874,0.008549100347506057,,-1.07536
5,8,65,68,-39.433,753.858,0.0,-0.052308259645715775,,,,-75209.7281269409,3934.0899867477174,-4550,-0.03215343601248142,-0.0017093713607779573,-0.05316294532610476,,
5,8,61,64,-26.599,754.283,0.0,-0.03526395265437508,,,,-61125.61919504549,2155.5309412634447,-4270,-0.09482347527906484,-0.0035102789682484106,-0.037019092138499285,,
5,8,64,67,-44.664,754.283,0.0,-0.05921384944377641,,,,-71505.44132250796,4234.112436881775,342,0.08593753404340651,0.005317164191788799,-0.061872431539670814,,-1.14838
5,8,67,70,-25.728,754.283,0.0,-0.03410921365057942,,,,-82997.38724933649,2830.9756141274947,-18899,-0.05781715177638243,-0.0020308052708964547,-0.03512461628602765,,
5,8,70,1,-874.582,754.283,0.0,-1.1594878845207965,,,,-58.238428623471705,67.52675240244461,344,-0.032538425711769715,-0.037123933222531935,-1.1409259179095306,,-1.51633
5,8,1,63,958.234,754.283,0.0,1.2703905563296536,,,,58.13280626033568,73.85136808607182,0,,,1.2703905563296536,,-1.55352
5,8,63,66,-45.475,754.283,0.0,-0.06028904270678247,,,,-67924.72382911498,4095.116575779918,-4410,-0.07537053961790083,-0.004721966254174176,-0.06265002583386955,,
5,8,66,69,-30.7,754.283,0.0,-0.040700904037344075,,,,-79039.67863751794,3216.986375368132,-18847,-0.04732187534639684,-0.0019727195004886205,-0.041687263787588386,,
5,8,72,3,-55.017,21.371,0.0,-2.574376491507183,,,,-20.89522149618898,53.79216700462446,349,-0.024966959583783414,-0.06348187906247427,-2.5426355519759456,,0.80979
5,8,71,2,-52.235,32.396,0.0,-1.6123904185701938,,,,-37.536615671340115,60.52367945402059,350,0.0012781510222060156,0.0020621963608840055,-1.6134215167506358,,-0.0581
6,9,1,4,-113.626,62.764,0.0,-1.8103690013383469,,,,-27.925268031909276,50.55503959903326,351,-0.0032733202679598146,-0.005916234679124388,-1.8074108839987848,,0.98976
6,9,4,7,-175.118,62.764,0.0,-2.7901026065897647,,,,-31.41592653589794,87.65365851624139,352,0.09110724201752259,0.26633088985151643,-2.9232680515155227,,
6,9,2,5,-1185.595,209.834,0.0,-5.650156790605908,,,,-9.773843811168247,55.2237499799938,361,-0.04858609426596283,-0.2680083118930012,-5.516152634659408,,0.68602
6,9,5,8,2123.88,209.834,0.0,10.121715260634597,,,,5.026548245743669,50.87729008725975,-292,0.018429279853830378,0.1848327558471894,10.029298882711002,,
6,9,17,20,-41.029,209.834,0.0,-0.19553075288084867,,,,-430.04912769140304,84.08782971325226,366,0.05807294559186573,0.01169461720800516,-0.20137806148485127,,-1.11652
6,9,39,42,-6.96,909.282,0.0,-0.00765439104700192,,,,-12440.706908215672,95.22603557662097,380,0.016655140427500412,0.0001285555128343113,-0.007718668803419076,,0.13587
6,9,40,43,-8.841,909.038,0.0,-0.009725666033763163,,,,-13612.87003385493,132.3942277102953,384,0.006002455986938982,5.855361505996762e-05,-0.009754942841293147,,0.08932
6,9,43,46,-8.251,909.038,0.0,-0.009076628259764718,,,,-17564.99359207103,159.4309172203781,385,-0.04981749946998477,-0.00044118554323689316,-0.008856035488146272,,0.06484
6,9,35,38,-5.93,906.803,0.0,-0.006539457853580104,,,,-8422.260838423801,55.07701978473068,392,0.03731178779178207,0.0002486374169757312,-0.00666377656206797,,0.35017
6,9,41,44,-9.865,906.803,0.0,-0.010878878874463363,,,,-14856.242592975721,161.61926369862638,394,0.06446643287428415,0.000724681324694906,-0.011241219536810815,,0.09298
6,9,44,47,-7.288,906.803,0.0,-0.008037026785310592,,,,-19034.56082224999,152.9812751750468,395,0.0003771567844762423,3.031790909352461e-06,-0.008038542680765268,,-0.21763
6,9,59,62,-21.195,906.803,0.0,-0.023373323643613882,,,,-51801.37219919133,1210.7702375950016,400,0.0963028875670661,0.0023647864402577268,-0.024555716863742746,,-0.57988
6,9,42,45,-9.535,907.252,0.0,-0.010509759140789991,,,,-16172.918980680128,169.97348309045893,401,0.040045704890057855,0.00042946992597503973,-0.010724494103777512,,0.05408
6,9,45,48,-6.597,907.252,0.0,-0.007271408605326856,,,,-20583.715066320397,149.6726028628382,402,0.05289956670749338,0.0003951048009624104,-0.007468961005808062,,-0.34567
6,9,60,63,-28.048,907.252,0.0,-0.03091533554073179,,,,-54795.65906391278,1694.026186136405,-18528,-0.0762699857981654,-0.0024513961784969514,-0.03214103362998027,,
6,9,63,66,-60.268,907.252,0.0,-0.06642917293100484,,,,-64465.4812516621,4282.388602147112,408,0.03727010483478247,0.0025228354093195654,-0.06769059063566463,,-1.15596
6,9,66,69,-35.535,907.252,0.0,-0.03916772848117171,,,,-75209.7281269409,2945.794210418764,409,0.011831406124042794,0.00046616700821489054,-0.03940081198527916,,-0.13402
6,9,61,64,-38.242,906.733,0.0,-0.042175590829935605,,,,-57903.043264162494,2442.095060517376,411,0.052407275170623845,0.002269784401974201,-0.043310483030922706,,-1.19586
6,9,64,67,-57.2,906.733,0.0,-0.0630836199851555,,,,-67924.72382911498,4284.937465632526,412,0.03773079805417592,0.0024259620686356703,-0.06429660101947335,,-1.106
6,9,67,70,-28.316,906.733,0.0,-0.031228597613630473,,,,-79039.67863751794,2468.298319681712,413,0.03402955934058065,0.0010810899224504185,-0.031769142574855684,,-0.18571
6,9,1,62,667.206,906.733,0.0,0.735835135591183,,,,82.66176414764631,60.82543042978971,0,,,0.735835135591183,,0.00591
6,9,62,65,-52.208,906.733,0.0,-0.05757814042281466,,,,-61125.61919504549,3519.499485443824,416,0.04715441487953808,0.0027806228430725874,-0.058968451844350955,,-1.32293
6,9,65,68,-48.232,906.733,0.0,-0.0531931671175528,,,,-71505.44132250796,3803.600890082532,417,-0.013594980859679785,-0.0007182776036918151,-0.052834028315706896,,-0.38638
6,9,68,71,-19.567,906.733,0.0,-0.021579671193173736,,,,-82997.38724933649,1791.0563267331918,418,-0.035911344203095906,-0.000761285605303242,-0.021199028390522116,,0.69038
6,9,71,2,-967.085,906.733,0.0,-1.0665598362472746,,,,-58.238428623471705,62.11476889594857,419,-0.09620099118654775,-0.09789530091641752,-1.0176121857890659,,-0.3298
7,10,4,1,703.836,750.234,0.0,0.9381552955477891,,,,56.548667764616276,53.051432119547314,421,0.09830189265511458,0.09698957032199529,0.9866500807087868,,-1.3299
7,10,70,67,18.075,750.234,0.0,0.024092483145258678,,,,75209.7281269409,1811.9891072578112,-18904,0.00044969620483639505,1.0831862711731255e-05,0.024087067213902812,,
7,10,67,64,41.214,750.234,0.0,0.05493486032357904,,,,64465.4812516621,3541.402208252361,424,0.004120212679294108,0.00022681056191696525,0.05504826560453752,,-0.94894
7,10,64,61,30.875,750.234,0.0,0.04115382667274477,,,,54795.65906391278,2255.0510555350825,425,0.010603495435120115,0.0004387002915314936,0.041373176818510514,,-1.20701
7,10,61,58,18.63,750.234,0.0,0.02483225233727077,,,,46143.712895927434,1145.8523224102453,426,0.02958023800693245,0.0007455710184734315,0.025205037846507485,,-0.96076
7,10,55,52,-8.292,750.234,0.0,-0.011052551603899582,,,,31667.253948185782,-350.0039584161161,-3619,0.04860726919184805,0.0005244874009252849,-0.010790307903436939,,
7,10,49,46,-48.102,750.234,0.0,-0.06411599580930749,,,,20583.715066320397,-1319.745388932178,430,0.01005848482778294,0.0006481695729739084,-0.06444008059579445,,1.04083
7,10,2,5,-977.825,519.222,0.0,-1.8832503245239995,,,,-27.925268031909276,52.59027008351281,-17605,-0.01007147570997299,-0.01906310670732192,-1.8927818778776606,,
7,10,5,8,-1705.896,519.222,0.0,-3.2854848215214303,,,,-31.41592653589794,103.216549787725,432,0.0008550479617812857,0.002810448634293472,-3.286890045838577,,-0.67737
7,10,8,11,4843.216,519.222,0.0,9.327832795990926,,,,5.026548245743669,46.88680157727845,-494,0.0414275446687877,0.37858723992243704,9.138539176029706,,
7,10,11,14,-1522.911,519.222,0.0,-2.9330633139581916,,,,-9.773843811168247,28.6673027188949,434,-0.04631426456467081,-0.1327681409057555,-2.866679243505314,,-0.15598
7,10,14,17,-175.402,519.222,0.0,-0.3378169646124394,,,,-97.73843811168241,33.01770248884932,435,-0.06452934492137373,-0.02111775013844408,-0.32725808954321733,,1.10531
7,10,17,20,-49.511,519.222,0.0,-0.0953561289775857,,,,-317.6499238629682,30.289867109597473,436,0.023024217044979492,0.0022210694021424365,-0.09646666367865692,,1.52392
7,10,3,6,-3322.414,598.993,0.0,-5.5466658208025805,,,,-9.773843811168247,54.21224540526975,441,0.07327909694966275,0.42191337809901164,-5.757622509852086,,-1.31845
7,10,15,18,-192.518,598.993,0.0,-0.32140275428928217,,,,-153.58897417550094,49.36391932847143,445,-0.04485595450858162,-0.014100579841378136,-0.3143524643685931,,0.38534
7,10,24,27,-46.534,741.731,0.0,-0.06273703000144257,,,,-1661.5534478986015,104.24092850981489,448,-0.04712304868359942,-0.0028883071986547174,-0.06129287640211521,,1.12867
7,10,30,33,-4.634,741.731,0.0,-0.006247547965502319,,,,-4174.827570770416,26.0824354960897,450,0.06592563958114855,0.00042591288511828126,-0.006460504408061459,,0.44483
7,10,22,25,-41.317,744.599,0.0,-0.055488927597270477,,,,-1130.9733552923267,62.75649862625797,454,0.030547718668090425,0.0017213518352311788,-0.05634960351488606,,1.23543
7,10,28,31,-1.873,744.599,0.0,-0.002515447912231953,,,,-3166.7253948185116,7.965732783008131,456,0.04645002909787858,0.00011962082409739012,-0.002575258324280648,,0.20138
7,10,31,34,-5.387,744.599,0.0,-0.007234766632778179,,,,-4750.088092227767,34.365778832406406,457,0.0008511296193147797,6.16034579637402e-06,-0.007237846805676366,,0.47891
7,10,34,37,-4.806,744.599,0.0,-0.006454480868225716,,,,-6785.840131753944,43.7990753052441,458,-0.09450866677545784,-0.0005824796920251727,-0.006163241022213129,,0.28606
7,10,37,40,-5.227,744.599,0.0,-0.007019885871455643,,,,-9330.53018116169,65.49925699192741,459,0.07477591572322981,0.0005453062826271983,-0.007292539012769242,,0.14905
7,10,40,43,-6.852,744.599,0.0,-0.009202268603637662,,,,-12440.706908215672,114.48272658853125,460,-0.04450972771639845,-0.00040067353494919675,-0.009001931836163064,,0.05366
7,10,32,35,-5.399,739.657,0.0,-0.007299329283708529,,,,-5375.614096142546,39.23837738988964,461,-0.030833173848839414,-0.00022164448728003838,-0.0071885070400685095,,0.4455
7,10,35,38,-5.697,739.657,0.0,-0.007702218731114557,,,,-7574.728953655354,58.342219229960044,462,-0.09253430324447119,-0.0006812021600937487,-0.007361617651067683,,0.22672
