Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,4,2,5,918.278,99.372,0.0
1,4,5,8,-506.766,99.372,0.0
1,4,8,11,-54.257,99.372,0.0
1,4,11,14,-401.603,99.372,0.0
1,4,14,17,318.327,99.372,0.0
1,4,17,20,-50.15,99.372,0.0
1,4,20,23,174.467,99.372,0.0
1,4,23,26,-55.088,99.372,0.0
1,4,26,29,0.764,830.197,0.0
1,4,29,32,5.497,830.197,0.0
1,4,3,6,-5188.457,827.763,0.0
1,4,6,9,-1252.042,827.763,0.0
1,4,9,12,-689.251,827.763,0.0
1,4,12,15,-425.338,827.763,0.0
1,4,15,18,280.367,827.763,0.0
1,4,18,21,87.405,827.763,0.0
1,4,21,24,90.94,827.763,0.0
1,4,24,27,-9.782,827.763,0.0
1,4,27,30,1.459,827.763,0.0
1,4,30,33,7.353,827.763,0.0
1,4,7,10,-87.011,90.278,0.0
1,4,10,13,-173.855,90.278,0.0
1,4,13,16,-502.55,90.278,0.0
1,4,16,19,628.807,90.278,0.0
1,4,19,22,61.918,90.278,0.0
1,4,22,25,-42.909,90.278,0.0
1,4,25,28,0.706,823.044,0.0
1,4,28,31,4.483,823.044,0.0
1,4,31,34,7.449,823.044,0.0
1,4,34,37,2.544,823.044,0.0
1,4,32,35,7.025,821.907,0.0
1,4,35,38,2.262,821.907,0.0
1,4,38,41,-0.04,821.907,0.0
1,4,41,44,-2.858,821.907,0.0
1,4,44,47,-4.607,821.907,0.0
1,4,47,50,-16.452,821.907,0.0
1,4,50,53,7.476,821.907,0.0
1,4,53,56,27.245,821.907,0.0
1,4,56,59,10.167,821.907,0.0
1,4,59,62,12.731,821.907,0.0
1,4,33,36,5.275,819.6,0.0
1,4,36,39,2.052,819.6,0.0
1,4,39,42,-1.151,819.6,0.0
1,4,42,45,-3.381,819.6,0.0
1,4,45,48,-5.151,819.6,0.0
1,4,48,51,-16.783,819.6,0.0
1,4,51,54,15.997,819.6,0.0
1,4,54,57,24.401,819.6,0.0
1,4,57,60,13.071,819.6,0.0
1,4,60,63,6.867,819.6,0.0
1,4,37,40,1.402,818.888,0.0
1,4,40,43,-1.668,818.888,0.0
1,4,43,46,-4.086,818.888,0.0
1,4,46,49,-25.182,818.888,0.0
1,4,49,52,2.892,818.888,0.0
1,4,52,55,23.865,818.888,0.0
1,4,55,58,20.701,818.888,0.0
1,4,58,61,14.773,818.888,0.0
1,4,61,64,3.06,818.888,0.0
1,4,64,67,-8.509,818.888,0.0
1,4,62,65,-0.685,819.486,0.0
1,4,65,68,-12.331,819.486,0.0
1,4,68,71,-28.876,819.486,0.0
1,4,71,2,-449.799,819.486,0.0
1,4,2,63,492.65,819.486,0.0
1,4,63,66,-4.252,819.486,0.0
1,4,66,69,-19.195,819.486,0.0
1,4,69,72,-30.668,819.486,0.0
1,4,72,3,57.83,10.771,0.0
1,4,67,70,-24.357,818.533,0.0
2,5,1,4,3857.217,526.074,0.0
2,5,4,7,827.675,526.074,0.0
2,5,7,10,-899.702,526.074,0.0
2,5,10,13,-111.299,526.074,0.0
2,5,13,16,2871.754,526.074,0.0
2,5,16,19,-6549.277,526.074,0.0
