Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,4,2,5,801.978,95.234,0.0
1,4,5,8,-487.146,95.234,0.0
1,4,8,11,-49.927,95.234,0.0
1,4,11,14,-377.754,95.234,0.0
1,4,14,17,281.353,95.234,0.0
1,4,17,20,-55.881,95.234,0.0
1,4,20,23,188.961,95.234,0.0
1,4,23,26,-53.276,95.234,0.0
1,4,26,29,0.888,785.53,0.0
1,4,29,32,6.934,785.53,0.0
1,4,3,6,-4994.203,783.466,0.0
1,4,6,9,-1094.743,783.466,0.0
1,4,9,12,-681.143,783.466,0.0
1,4,12,15,-398.547,783.466,0.0
1,4,15,18,203.428,783.466,0.0
1,4,18,21,52.765,783.466,0.0
1,4,21,24,120.938,783.466,0.0
1,4,24,27,8.215,783.466,0.0
1,4,27,30,1.666,783.466,0.0
1,4,30,33,8.723,783.466,0.0
1,4,7,10,-69.925,72.903,0.0
1,4,10,13,-155.628,72.903,0.0
1,4,13,16,-380.672,72.903,0.0
1,4,16,19,494.692,72.903,0.0
1,4,19,22,67.012,72.903,0.0
1,4,22,25,-48.484,72.903,0.0
1,4,25,28,0.935,783.575,0.0
1,4,28,31,5.526,783.575,0.0
1,4,31,34,9.309,783.575,0.0
1,4,34,37,3.378,783.575,0.0
1,4,32,35,7.974,783.189,0.0
1,4,35,38,2.575,783.189,0.0
1,4,38,41,0.299,783.189,0.0
1,4,41,44,-2.465,783.189,0.0
1,4,44,47,-4.426,783.189,0.0
1,4,47,50,-23.016,783.189,0.0
1,4,50,53,12.634,783.189,0.0
1,4,53,56,23.948,783.189,0.0
1,4,56,59,14.868,783.189,0.0
1,4,59,62,12.033,783.189,0.0
1,4,33,36,5.977,783.162,0.0
1,4,36,39,2.458,783.162,0.0
1,4,39,42,-0.858,783.162,0.0
1,4,42,45,-3.005,783.162,0.0
1,4,45,48,-4.795,783.162,0.0
1,4,48,51,-23.509,783.162,0.0
1,4,51,54,20.693,783.162,0.0
1,4,54,57,23.805,783.162,0.0
1,4,57,60,14.321,783.162,0.0
1,4,60,63,7.595,783.162,0.0
1,4,37,40,1.604,783.508,0.0
1,4,40,43,-1.415,783.508,0.0
1,4,43,46,-3.771,783.508,0.0
1,4,46,49,-30.266,783.508,0.0
1,4,49,52,6.073,783.508,0.0
1,4,52,55,24.35,783.508,0.0
1,4,55,58,19.783,783.508,0.0
1,4,58,61,16.549,783.508,0.0
1,4,61,64,3.224,783.508,0.0
1,4,64,67,-8.579,783.508,0.0
1,4,62,65,0.019,784.05,0.0
1,4,65,68,-14.397,784.05,0.0
1,4,68,71,-27.297,784.05,0.0
1,4,71,2,331.697,784.05,0.0
1,4,2,63,-416.04,784.539,0.0
1,4,63,66,-3.687,784.539,0.0
1,4,66,69,-19.926,784.539,0.0
1,4,69,72,-28.17,784.539,0.0
1,4,72,3,59.178,11.141,0.0
1,4,67,70,-24.399,784.218,0.0
2,5,1,4,3463.222,583.885,0.0
2,5,4,7,1863.322,583.885,0.0
2,5,7,10,-1009.781,583.885,0.0
2,5,10,13,-132.216,583.885,0.0
2,5,13,16,3240.119,583.885,0.0
2,5,16,19,-5847.463,583.885,0.0
2,5,19,22,2502.336,583.885,0.0
2,5,22,25,-71.434,583.885,0.0
2,5,25,28,0.017,694.943,0.0
2,5,28,31,-0.279,694.943,0.0
2,5,3,6,7250.097,525.926,0.0
2,5,6,9,-2689.859,525.926,0.0
2,5,9,12,-2789.7,525.926,0.0
2,5,12,15,2858.195,525.926,0.0
2,5,15,18,-277.289,525.926,0.0
2,5,18,21,13.632,525.926,0.0
2,5,21,24,83.718,525.926,0.0
2,5,24,27,-117.686,525.926,0.0
2,5,27,30,-0.116,696.498,0.0
2,5,30,33,-1.752,696.498,0.0
2,5,8,11,-60.781,76.267,0.0
2,5,11,14,324.873,76.267,0.0
2,5,14,17,-313.783,76.267,0.0
2,5,17,20,-32.532,76.267,0.0
2,5,20,23,350.966,76.267,0.0
2,5,23,26,-351.364,76.267,0.0
2,5,26,29,-0.115,697.22,0.0
2,5,29,32,-1.383,697.22,0.0
2,5,32,35,-2.42,697.22,0.0
2,5,35,38,-3.053,697.22,0.0
2,5,31,34,-1.831,696.513,0.0
2,5,34,37,-2.264,696.513,0.0
2,5,37,40,-2.97,696.513,0.0
2,5,40,43,-5.042,696.513,0.0
2,5,43,46,-5.919,696.513,0.0
2,5,46,49,33.945,696.513,0.0
2,5,49,52,1.251,696.513,0.0
2,5,52,55,4.063,696.513,0.0
2,5,55,58,3.183,696.513,0.0
2,5,58,61,-4.819,696.513,0.0
2,5,33,36,-1.993,696.682,0.0
2,5,36,39,-3.024,696.682,0.0
2,5,39,42,-3.939,696.682,0.0
2,5,42,45,-6.043,696.682,0.0
2,5,45,48,-5.771,696.682,0.0
2,5,48,51,38.021,696.682,0.0
2,5,51,54,4.156,696.682,0.0
2,5,54,57,5.036,696.682,0.0
2,5,57,60,-3.628,696.682,0.0
2,5,60,63,-9.014,696.682,0.0
2,5,38,41,-3.074,696.67,0.0
2,5,41,44,-5.895,696.67,0.0
2,5,44,47,-5.968,696.67,0.0
2,5,47,50,38.17,696.67,0.0
2,5,50,53,1.075,696.67,0.0
2,5,53,56,0.725,696.67,0.0
2,5,56,59,3.746,696.67,0.0
2,5,59,62,-6.861,696.67,0.0
2,5,62,65,-17.577,696.67,0.0
