a,b,m,n,vp,i,dev,resist,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0,resInvError
2,5,61,64,-13.688,731.963,0.0,-0.018700398790649254,,,,-71505.44132250796,1337.180268432269,-23468,0.03143883456796062,0.0005788200303447968,-0.018410988775476856,,,,
2,5,64,67,-21.412,731.963,0.0,-0.029252844747617024,,,,-82997.38724933649,2427.909683662689,-37943,-0.033020152026392906,-0.0009821487309754524,-0.02974391911310475,,-0.03294363574497899,-0.032735427601348406,
2,5,1,63,58.733,8.189,0.0,7.172182195628282,,,,8.36811956213114,60.0176781344057,0,,,7.172182195628282,,7.194892667951656,7.194892667951656,-1.51691
2,5,63,66,-18.972,731.812,0.0,-0.02592469104086842,,,,-79039.67863751794,2049.07924864718,-37891,-0.03377221183325188,-0.0008905724584028357,-0.026369977270069837,,,,
2,5,68,71,-29.915,732.53,0.0,-0.04083791790097334,,,,-100147.69061113789,4089.823167149728,19339,-0.03638384513063305,-0.0014592931326964098,-0.040108271334625134,,,,-0.84147
3,6,7,10,-166.679,31.396,0.0,-5.308924703783921,,,,-9.773843811168247,51.888600860036696,-19640,-0.017877432582127473,-0.09576596829642892,-5.356807687932136,,,,
3,6,2,5,459.056,30.299,0.0,15.150863064787616,,,,5.026548245743669,76.15654415981074,19350,0.003247475245595952,0.049282073909848734,15.17550410174254,,,,1.34371
3,6,5,8,-57.369,30.299,0.0,-1.8934288260338625,,,,-31.41592653589794,59.483820899631304,-36578,-0.0005664507142987902,-0.0010728379658968556,-1.893965245016811,,-1.7775404753703063,-1.788930680513708,
3,6,8,11,-53.03,30.299,0.0,-1.7502227796296908,,,,-27.925268031909276,48.8754402367124,19352,-0.008124587003320824,-0.014162305805453412,-1.7431416267269642,,-1.6748554127309314,-1.6965846783819891,-1.05969
3,6,43,46,-7.075,843.009,0.0,-0.008392555714114559,,,,-22214.55071938395,186.43685457645347,19374,-0.02667097088121023,-0.00022089190824375188,-0.008282109759992683,,,,0.23379
3,6,38,41,-3.83,841.987,0.0,-0.004548763817018553,,,,-14856.242592975721,67.57753876377784,19382,-0.023152721937991075,-0.00010411103687332345,-0.00449670829858189,,-0.004639278894964977,-0.004528626825812556,0.31117
3,6,41,44,-7.525,841.987,0.0,-0.00893719261698815,,,,-19034.56082224999,170.1155364482245,19383,0.00809232984576827,7.261652900431188e-05,-0.008973500881490307,,,,0.21383
3,6,53,56,6.803,841.987,0.0,0.008079697192474469,,,,-43476.15166717937,-351.2741405649034,19387,0.012245006540325785,9.954541207667089e-05,0.008129469898512804,,,,0.23415
3,6,39,42,-5.027,841.648,0.0,-0.005972805733513297,,,,-16172.918980680128,96.5977032154523,19390,-0.04666213707253143,-0.0002723496710047577,-0.005836630898010918,,,,0.17469
3,6,42,45,-7.516,841.648,0.0,-0.008930099043780773,,,,-20583.715066320397,183.81461423120368,19391,0.001981663214919992,1.7714000372115804e-05,-0.008938956043966832,,-0.0091486125477738,-0.009095726762800403,0.26918
3,6,60,63,-18.444,841.648,0.0,-0.02191414938311503,,,,-64465.4812516621,1412.7061862033247,19397,0.0334010394200081,0.0007443870174583048,-0.022286342891844182,,-0.017622184262439902,-0.017537727983877496,0.39313
3,6,63,66,-28.292,841.648,0.0,-0.033615002946600005,,,,-75209.7281269409,2528.1752326001038,19398,0.029635047592822497,0.0010111651762160431,-0.03412058553470802,,-0.03738802869360258,-0.037777260318526386,0.17421
3,6,66,69,-31.949,841.648,0.0,-0.037960049807045225,,,,-87084.94835750671,3305.748977094916,-38041,-0.047204745072441476,-0.001835209778963974,-0.03887765469652721,,-0.040967866309473154,-0.04198709841557895,
3,6,61,64,-21.774,840.377,0.0,-0.02590980000642569,,,,-67924.72382911498,1759.9160099040666,19400,0.012278076686012157,0.00032008754108597826,-0.02606984377696868,,-0.0248745044751648,-0.024961713667969766,0.30859
3,6,64,67,-30.22,840.377,0.0,-0.03596005126270709,,,,-79039.67863751794,2842.2708955930398,19401,0.023021932692583496,0.0008375104342148096,-0.03637880647981449,,-0.0390929633913676,-0.039582164812713164,0.1716
3,6,67,70,-31.871,840.377,0.0,-0.03792464572447842,,,,-91304.4563571321,3462.6891604103366,-23898,-0.026903844490834522,-0.0010342311681997701,-0.03844176130857831,,-0.03961328786421153,-0.04028321757608367,
3,6,1,62,2592.599,840.377,0.0,3.0850427843693966,,,,20.880752620118038,64.41801520289752,0,,,3.0850427843693966,,3.107161885795641,3.107161885795641,-0.53692
3,6,62,65,-25.799,840.377,0.0,-0.030699317092209806,,,,-71505.44132250796,2195.1682169780743,-23548,-0.02323860398034973,-0.0007217960385199201,-0.031060215111469766,,-0.0321515604119173,-0.03257988887818068,
3,6,65,68,-29.787,840.377,0.0,-0.035444806319068704,,,,-82997.38724933649,2941.8263160414745,-23758,0.011055335741610491,0.00038970010142377193,-0.03524995626835682,,,,
4,7,5,8,1057.942,97.649,0.0,10.83413040584133,,,,5.026548245743669,54.45827918563988,-36590,0.011478557010291771,0.12365051875593913,10.77230514646336,,10.774845981319025,10.764187909825148,
4,7,8,11,-579.7,97.649,0.0,-5.93656873086258,,,,-9.773843811168247,58.02309554971615,19412,-0.01201853011352741,-0.07092263713781133,-5.901107412293674,,-5.937557845725804,-5.907864905994003,0.04913
4,7,17,20,-164.382,842.733,0.0,-0.19505822128716926,,,,-726.0569688296413,141.6233808930635,19415,-0.012513593457126751,-0.002425702156341636,-0.19384537020899845,,,,-1.0266
4,7,23,26,475.507,842.733,0.0,0.5642439538976165,,,,-2334.552407467609,-1317.2570809707233,19417,-0.04152565067296711,-0.022954007279959998,0.5527669502576364,,,,
