a,b,m,n,vp,i,dev,resist,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0
1,4,35,38,4.149,813.315,0.0,0.005101344497519411,,,,-13612.87003385493,-69.44393964265272,32,-1.7391627470018414,-0.004745483901080499,0.0027286025469791613,,0.005101344497519411,0.0027286025469791613
1,4,38,41,0.811,813.315,0.0,0.0009971536243644837,,,,-17564.99359207103,-17.51499702227256,33,0.6453942122239498,0.0009501763297786352,0.0014722417892538012,,0.0009971536243644837,0.0014722417892538012
1,4,41,44,-1.562,813.315,0.0,-0.0019205350940287589,,,,-22214.55071938395,42.66382425465869,34,1.0710522665535505,0.004428652746314528,-0.004134861467186023,,-0.0019205350940287589,-0.004134861467186023
1,4,44,47,-3.876,813.315,0.0,-0.0047656811936334625,,,,-27618.090083558098,131.61901251528764,35,0.5196873743052615,0.003346136894742748,-0.006438749641004837,,-0.0047656811936334625,-0.006438749641004837
1,4,47,50,-33.676,813.315,0.0,-0.04140585136140364,,,,-33832.16035235902,1400.8494027849508,36,-1.4016914996758663,-0.03412315896115336,-0.024344271880826957,,-0.04140585136140364,-0.024344271880826957
1,4,50,53,9.489,813.315,0.0,0.01166706626583796,,,,-40913.31019354928,-477.33830118292315,-3475,0.26897074330341497,0.002766099558537143,0.010284016486569389,,0.01166706626583796,0.010284016486569389
1,4,53,56,29.802,813.315,0.0,0.036642629239593515,,,,-48918.08827489884,-1792.4873717668247,-18171,0.6087422856490521,0.01710089800606828,0.028092180236559374,,0.036642629239593515,0.028092180236559374
1,4,56,59,16.909,813.315,0.0,0.020790222730430397,,,,-57903.043264162494,-1203.8171662316859,-3901,0.38258479964688247,0.006676801765137278,0.01745182184786176,,0.020790222730430397,0.01745182184786176
1,4,59,62,16.531,813.315,0.0,0.020325458155819084,,,,-67924.72382911498,-1380.601131934244,40,-1.137368829047099,-0.014736898211327714,0.012957009050155227,,0.020325458155819084,0.012957009050155227
1,4,33,36,7.236,805.114,0.0,0.008987547105130453,,,,-11337.658820955263,-101.89774271523322,41,-0.9477260775815365,-0.005779188798989732,0.006097952705635587,,0.008987547105130453,0.006097952705635587
1,4,36,39,2.979,805.114,0.0,0.003700097129102214,,,,-14856.242592975721,-54.969540567515494,42,-1.492243176389876,-0.0031621192534423506,0.0021190375023810385,,0.003700097129102214,0.0021190375023810385
1,4,39,42,-0.62,805.114,0.0,-0.0007700772809813268,,,,-19034.56082224999,14.658082842671961,43,1.3232426127625827,0.0030114161811353986,-0.002275785371549026,,-0.0007700772809813268,-0.002275785371549026
1,4,42,45,-2.808,805.114,0.0,-0.0034877048467670414,,,,-23929.162176543286,83.45785490220459,44,0.6944410146536346,0.00371029623293312,-0.005342852963233601,,-0.0034877048467670414,-0.005342852963233601
1,4,45,48,-4.785,805.114,0.0,-0.005943257724992983,,,,-29596.59532361917,175.90019379059083,45,0.3101844756427124,0.002181902408237865,-0.007034208929111915,,-0.005943257724992983,-0.007034208929111915
1,4,48,51,-26.657,805.114,0.0,-0.03310959690180521,,,,-36093.4089312423,1195.0382205254487,46,-0.9799402810255455,-0.021775891214458463,-0.02222165129457598,,-0.03310959690180521,-0.02222165129457598
1,4,51,54,17.249,805.114,0.0,0.02142429519297888,,,,-43476.15166717937,-931.4459071723717,-18065,0.32795492094661466,0.006036373791545126,0.018406108297206316,,0.02142429519297888,0.018406108297206316
1,4,54,57,26.275,805.114,0.0,0.03263512993191026,,,,-51801.37219919133,-1690.5445123718532,-18223,0.5302673356399428,0.013678667983816516,0.025795795940002003,,0.03263512993191026,0.025795795940002003
1,4,57,60,17.77,805.114,0.0,0.022071408521029318,,,,-61125.61919504549,-1349.1285123547202,49,-0.6809690887182457,-0.011212323939534252,0.01646524655126219,,0.022071408521029318,0.01646524655126219
1,4,60,63,9.321,805.114,0.0,0.011577242477462817,,,,-71505.44132250796,-827.8358326486642,50,-1.8382580637795376,-0.011089384291983037,0.0060325503314712986,,0.011577242477462817,0.0060325503314712986
1,4,37,40,2.137,808.35,0.0,0.0026436568318179005,,,,-16172.918980680128,-42.75564775371242,51,-0.6916844799582867,-0.0013586855476704863,0.0019643140579826573,,0.0026436568318179005,0.0019643140579826573
1,4,40,43,-1.03,808.35,0.0,-0.001274200531947795,,,,-20583.715066320397,26.22778068696729,52,1.203422168917498,0.003849971987567476,-0.0031991865257315327,,-0.001274200531947795,-0.0031991865257315327
1,4,43,46,-3.59,808.35,0.0,-0.004441145543390858,,,,-25729.643832900132,114.2690930415185,53,0.5240182489061829,0.003153482499442163,-0.006017886793111939,,-0.004441145543390858,-0.006017886793111939
1,4,46,49,-34.205,808.35,0.0,-0.042314591451722644,,,,-31667.253948185782,1339.9869132154322,54,-1.6103199029278243,-0.03774736346422362,-0.023440909719610836,,-0.042314591451722644,-0.023440909719610836
1,4,49,52,3.943,808.35,0.0,0.004877837570359374,,,,-38453.09407993839,-187.56794699968708,55,-0.028161436855426204,-0.00013545954698920056,0.004810107796864773,,0.004877837570359374,0.004810107796864773
1,4,52,55,24.441,808.35,0.0,0.030235665244015584,,,,-46143.712895927434,-1395.1858562372267,-18115,0.4674609249299833,0.011456304655557567,0.0245075129162368,,0.030235665244015584,0.0245075129162368
1,4,55,58,22.753,808.35,0.0,0.028147460877095316,,,,-54795.65906391278,-1542.3586697361384,57,-0.5512616062652095,-0.012163875674129295,0.02206552304003067,,0.028147460877095316,0.02206552304003067
1,4,58,61,19.033,808.35,0.0,0.02354549390734212,,,,-64465.4812516621,-1517.8715960448876,58,-0.9203321731193141,-0.014840555313791968,0.016125216250446134,,0.02354549390734212,0.016125216250446134
1,4,61,64,5.129,808.35,0.0,0.00634502381394198,,,,-75209.7281269409,-477.20751600554195,-4259,-0.008218004633593847,-5.235857661585724e-05,0.006371203102249909,,0.00634502381394198,0.006371203102249909
1,4,64,67,-8.021,808.35,0.0,-0.009922682006556566,,,,-87084.94835750671,864.1162501089397,-18750,-0.8976236662943975,-0.01615933493829411,-0.018002349475703623,,-0.009922682006556566,-0.018002349475703623
1,4,62,65,-0.897,795.725,0.0,-0.0011272738697414308,,,,-79039.67863751794,89.09936440083395,61,1.680664948964217,0.011865717055566084,-0.007060132397524474,,-0.0011272738697414308,-0.007060132397524474
1,4,65,68,-17.169,795.725,0.0,-0.021576549687392,,,,-91304.4563571321,1970.0351392699754,62,0.48594492842213555,0.013850242425474595,-0.028501670900129297,,-0.021576549687392,-0.028501670900129297
1,4,68,71,-30.723,795.725,0.0,-0.03861007257532439,,,,-104775.60565572337,4045.3937384910478,63,0.13588194129633643,0.005628840502490441,-0.04142449282656961,,-0.03861007257532439,-0.04142449282656961
1,4,71,2,-3093.081,795.725,0.0,-3.887123063872569,,,,-12.550314774562288,48.78461801906173,64,0.048597262198054235,0.19360794680845794,-3.983927037276798,,-3.887123063872569,-3.983927037276798
1,4,2,63,3320.925,799.921,0.0,4.1515662171639445,,,,12.5457924965409,52.0846882961881,0,,,4.1515662171639445,,4.1515662171639445,4.1515662171639445
1,4,63,66,-5.758,799.921,0.0,-0.007198210823318802,,,,-82997.38724933649,597.4326912053558,66,0.9707398449288197,0.013577888979701552,-0.013987155313169578,,-0.007198210823318802,-0.013987155313169578
1,4,66,69,-23.016,799.921,0.0,-0.028772841318080156,,,,-95658.00564330864,2752.352617178936,67,0.28856930369093464,0.009702944796157523,-0.03362431371615892,,-0.028772841318080156,-0.03362431371615892
1,4,69,72,-33.158,799.921,0.0,-0.0414515933448428,,,,-109543.84517216908,4540.766923507174,68,0.12031845877696619,0.005306634890776166,-0.044104910790230885,,-0.0414515933448428,-0.044104910790230885
1,4,72,3,57.156,9.753,0.0,5.860350661334974,,,,12.582006911266296,73.73497252336065,69,0.046163760846367544,0.27692784173448537,5.9988145822022165,,5.860350661334974,5.9988145822022165
1,4,67,70,-25.181,812.144,0.0,-0.031005585216414822,,,,-100147.69061113789,3105.1377554707824,70,0.32449340390235315,0.012009630890492267,-0.037010400661660954,,-0.031005585216414822,-0.037010400661660954
2,5,1,4,6918.477,690.809,0.0,10.015035994030187,,,,5.026548245743669,50.341061606852136,-17675,0.21127961480304872,1.9137995329874453,9.058136227536465,,10.015035994030187,9.058136227536465
2,5,4,7,-235.598,690.809,0.0,-0.3410465121328761,,,,-31.41592653589794,10.714292170490662,-17460,-0.9668625885780944,-0.6383373787471218,-0.660215201506437,,-0.3410465121328761,-0.660215201506437
2,5,7,10,-1319.361,690.809,0.0,-1.9098781283972852,,,,-27.925268031909276,53.33385864377543,-17247,-0.007918675859289697,-0.015183823718691425,-1.917470040256631,,-1.9098781283972852,-1.917470040256631
2,5,10,13,-235.871,690.809,0.0,-0.3414417009622052,,,,-153.58897417550094,52.44168059152325,74,-0.11363532840516488,-0.03671384490846352,-0.32308477850797346,,-0.3414417009622052,-0.32308477850797346
2,5,13,16,1940.946,690.809,0.0,2.8096709799669664,,,,-430.04912769140304,-1208.2965540346433,75,0.4882924352252124,1.8150879402314417,3.7172149500826874,,2.8096709799669664,3.7172149500826874
2,5,16,19,-1911.937,690.809,0.0,-2.7676781860108943,,,,-913.8543963442296,2529.2548779520785,-16603,-0.748184319964112,-3.3083679242948976,-4.421862148158343,,-2.7676781860108943,-4.421862148158343
2,5,19,22,114.335,690.809,0.0,0.16550884542615976,,,,-1661.5534478986015,-275.0017927755524,77,-0.22252758256412491,-0.033142700729204666,0.14893749506155743,,0.16550884542615976,0.14893749506155743
2,5,22,25,-104.122,690.809,0.0,-0.15072472999048941,,,,-2729.6949501191402,411.4325343131099,78,-0.2516856898472813,-0.03369498488687776,-0.13387723754705053,,-0.15072472999048941,-0.13387723754705053
2,5,25,28,-0.119,692.733,0.0,-0.00017178335664678888,,,,-4174.827570770416,0.7171658935285016,79,-0.5895002825976665,-7.821303435987433e-05,-0.00013267683946685172,,-0.00017178335664678888,-0.00013267683946685172
2,5,28,31,-0.701,692.733,0.0,-0.0010119338908352858,,,,-6053.499977617167,6.1257417855214555,80,-0.7278193727213564,-0.0005399954975233269,-0.0007419361420736223,,-0.0010119338908352858,-0.0007419361420736223
2,5,3,6,6485.302,417.752,0.0,15.52428713686589,,,,5.026548245743669,78.03357827423424,-151,-0.052603552760296504,-0.8386917400692973,15.943633006900539,,15.52428713686589,15.943633006900539
2,5,6,9,-2523.189,417.752,0.0,-6.039920814263008,,,,-9.773843811168247,59.033242670430774,-361,-0.03821513655692872,-0.2353126512608501,-6.157577139893433,,-6.039920814263008,-6.157577139893433
2,5,9,12,-2572.194,417.752,0.0,-6.157227254447615,,,,-97.73843811168241,601.7977749483924,-573,0.205834365096122,1.1491061910412625,-5.5826741589269835,,-6.157227254447615,-5.5826741589269835
2,5,12,15,2533.297,417.752,0.0,6.064116988069476,,,,-317.6499238629682,-1926.2662995564012,84,-0.4412117460362087,-2.1919930942641663,4.968120440937393,,6.064116988069476,4.968120440937393
2,5,15,18,-92.388,417.752,0.0,-0.22115513510408089,,,,-726.0569688296413,160.57122703477876,-16674,0.3256695243948757,0.06193785222822709,-0.19018620898996735,,-0.22115513510408089,-0.19018620898996735
2,5,18,21,-34.599,417.752,0.0,-0.08282186560447345,,,,-1379.5082407763177,114.25344611783979,-16478,-0.3298376930374469,-0.03271271656671329,-0.0991782238878301,,-0.08282186560447345,-0.0991782238878301
2,5,21,24,36.381,417.752,0.0,0.08708755433845917,,,,-2334.552407467609,-203.3104596413161,-16264,0.293312039954322,0.022276801213807,0.07594915373155567,,0.08708755433845917,0.07594915373155567
2,5,24,27,-80.7,417.752,0.0,-0.19317681303740017,,,,-3647.7381366681584,704.6584280365392,88,0.04820460005242186,0.009541995039151596,-0.19794781055697597,,-0.19317681303740017,-0.19794781055697597
2,5,27,30,-0.207,693.62,0.0,-0.00029843430120238745,,,,-5375.614096142546,1.6042676363160044,89,-0.6871650519634651,-0.00015263195086850004,-0.00022211832576813744,,-0.00029843430120238745,-0.00022211832576813744
2,5,30,33,-2.356,693.62,0.0,-0.003396672529627173,,,,-7574.728953655354,25.728873756252725,90,-1.79725966410568,-0.0032153200305897363,-0.001789012514332305,,-0.003396672529627173,-0.001789012514332305
2,5,8,11,-85.11,94.192,0.0,-0.9035799218617293,,,,-56.54866776461626,51.096240800136854,-17182,-0.0439138142325197,-0.040570442265356665,-0.9238651429944076,,-0.9035799218617293,-0.9238651429944076
2,5,11,14,389.443,94.192,0.0,4.134565568201121,,,,-226.194671058465,-935.216698668908,-16972,0.012861814850948807,0.05283821913154885,4.108146458635346,,4.134565568201121,4.108146458635346
2,5,14,17,-371.163,94.192,0.0,-3.940493884830984,,,,-565.4866776461627,2228.296795218094,-929,0.08029953936533156,0.3042060413284222,-3.788390864166773,,-3.940493884830984,-3.788390864166773
2,5,17,20,-34.434,94.192,0.0,-0.36557244776626463,,,,-1130.9733552923267,413.45269785264117,-1143,-0.007592495426771832,-0.0027861841831535172,-0.3669655398578414,,-0.36557244776626463,-0.3669655398578414
2,5,20,23,392.172,94.192,0.0,4.163538304739257,,,,-1979.203371761568,-8240.48905119838,-16327,-0.07083756121298372,-0.3057647128046028,4.316420661141558,,4.163538304739257,4.316420661141558
2,5,23,26,-399.158,94.192,0.0,-4.237705962289792,,,,-3166.7253948185116,13419.651086556902,96,0.09713356259947103,0.4326351753079827,-4.454023549943783,,-4.237705962289792,-4.454023549943783
2,5,26,29,-0.2,696.373,0.0,-0.0002872024044585301,,,,-4750.088092227767,1.364236721477647,97,-1.020379425435321,-0.0001940520598022549,-0.00019017637455740266,,-0.0002872024044585301,-0.00019017637455740266
2,5,29,32,-1.895,696.373,0.0,-0.002721242782244573,,,,-6785.840131753944,18.46591848000098,98,-1.5572438989385815,-0.002382540438931077,-0.0015299725627790344,,-0.002721242782244573,-0.0015299725627790344
2,5,32,35,-3.316,696.373,0.0,-0.004761815865922429,,,,-9330.53018116169,44.43026665412381,99,-1.921988690823043,-0.004667099761658942,-0.0024282659850929584,,-0.004761815865922429,-0.0024282659850929584
2,5,35,38,-3.435,696.373,0.0,-0.004932701296575255,,,,-12440.706908215672,61.36629109646818,100,-0.5460255614925905,-0.0021157533026170848,-0.0038748246452667127,,-0.004932701296575255,-0.0038748246452667127
2,5,31,34,-3.224,696.563,0.0,-0.004628439925749717,,,,-8422.260838423801,38.98192832963901,101,-1.9871568400351165,-0.0046135311080785935,-0.0023216743717104204,,-0.004628439925749717,-0.0023216743717104204
2,5,34,37,-2.82,696.563,0.0,-0.004048449314706638,,,,-11337.658820955263,45.899937084074004,102,-0.8192680861992915,-0.0023529265190285146,-0.002871986055192381,,-0.004048449314706638,-0.002871986055192381
2,5,37,40,-3.313,696.563,0.0,-0.004756210134618118,,,,-14856.242592975721,70.65941158305648,103,-0.3150902769442628,-0.001294667066288243,-0.0041088766014739965,,-0.004756210134618118,-0.0041088766014739965
2,5,40,43,-5.416,696.563,0.0,-0.007775319676755728,,,,-19034.56082224999,147.99979529964403,104,-0.12315330915699822,-0.0009020133815265457,-0.007324312985992456,,-0.007775319676755728,-0.007324312985992456
2,5,43,46,-6.197,696.563,0.0,-0.008896539150084056,,,,-23929.162176543286,212.88672813232796,105,-0.09476485932457203,-0.0008049393012112133,-0.00849406949947845,,-0.008896539150084056,-0.00849406949947845
2,5,46,49,39.038,696.563,0.0,0.05604374622252402,,,,-29596.59532361917,-1658.704077367654,106,-0.4163513361398075,-0.019313324410269526,0.04638708401738925,,0.05604374622252402,0.04638708401738925
2,5,49,52,1.107,696.563,0.0,0.00158923169907101,,,,-36093.4089312423,-57.360789601062976,-17961,-0.749668505080939,-0.0019057297315332024,0.0025420965648376113,,0.00158923169907101,0.0025420965648376113
2,5,52,55,1.615,696.563,0.0,0.002318526823847951,,,,-43476.15166717937,-100.80062383803718,108,1.3344234751365125,0.009296892260768885,0.006966972954232394,,0.002318526823847951,0.006966972954232394
2,5,55,58,0.273,696.563,0.0,0.00039192434855138733,,,,-51801.37219919133,-20.30221905323601,-3840,-1.8352484063312182,-0.008731673182201553,0.004757760939652164,,0.00039192434855138733,0.004757760939652164
2,5,58,61,-4.006,696.563,0.0,-0.005751095019402409,,,,-61125.61919504549,351.5392441105144,110,-1.6598545811691574,-0.005216590551881821,-0.0031427997434614985,,-0.005751095019402409,-0.0031427997434614985
2,5,33,36,-2.992,696.466,0.0,-0.004295974247127641,,,,-10301.631376971342,44.255543098870945,111,-1.835790905417352,-0.004112064837343364,-0.0022399418284559593,,-0.004295974247127641,-0.0022399418284559593
2,5,36,39,-3.513,696.466,0.0,-0.005044036607673598,,,,-13612.87003385493,68.6638147862672,112,-0.4657276532389171,-0.0019054394178994044,-0.004091316898723896,,-0.005044036607673598,-0.004091316898723896
2,5,39,42,-4.121,696.466,0.0,-0.005917015331688841,,,,-17564.99359207103,103.93233638530053,113,-0.13465583610589438,-0.0007465003334621214,-0.00554376516495778,,-0.005917015331688841,-0.00554376516495778
2,5,42,45,-6.364,696.466,0.0,-0.009137560196764809,,,,-22214.55071938395,202.98679444245585,114,-0.055953227692746965,-0.0004973614957374615,-0.008888879448896079,,-0.009137560196764809,-0.008888879448896079
2,5,45,48,-5.971,696.466,0.0,-0.008573282830748378,,,,-27618.090083558098,236.77769753143068,115,-0.09322624098756824,-0.0007636584288727884,-0.008191453616311984,,-0.008573282830748378,-0.008191453616311984
2,5,48,51,43.561,696.466,0.0,0.06254576677109866,,,,-33832.16035235902,-2116.058410761058,116,-0.3669284353614822,-0.01939206948291064,0.05284973202964334,,0.06254576677109866,0.05284973202964334
2,5,51,54,1.555,696.466,0.0,0.0022327005194797737,,,,-40913.31019354928,-91.3471689227746,117,1.2762690968572026,0.007874547468333892,0.00616997425364672,,0.0022327005194797737,0.00616997425364672
2,5,54,57,1.03,696.466,0.0,0.0014788948778547697,,,,-48918.08827489884,-72.34471018419536,-18217,-1.5015991045158814,-0.008911329190541587,0.005934559473125563,,0.0014788948778547697,0.005934559473125563
2,5,57,60,-2.556,696.466,0.0,-0.0036699566095114476,,,,-57903.043264162494,212.50165633814046,-3982,0.15127510654399665,0.0005161339667129504,-0.0034118896261549725,,-0.0036699566095114476,-0.0034118896261549725
2,5,60,63,-7.588,696.466,0.0,-0.01089500420695339,,,,-67924.72382911498,740.0401518743549,-4197,0.36267477648596963,0.0033448050107407444,-0.009222601701583018,,-0.01089500420695339,-0.009222601701583018
2,5,38,41,-3.198,696.678,0.0,-0.004590355946362595,,,,-16172.918980680128,74.23945481300551,121,-0.21356028465468227,-0.0008857384453158815,-0.004147486723704654,,-0.004590355946362595,-0.004147486723704654
2,5,41,44,-6.162,696.678,0.0,-0.008844832189332805,,,,-20583.715066320397,182.0595055946453,122,-0.10839516797655926,-0.0009094472283460164,-0.008390108575159797,,-0.008844832189332805,-0.008390108575159797
2,5,44,47,-5.981,696.678,0.0,-0.008585027803375448,,,,-25729.643832900132,220.88970767639526,123,-0.016199167476935613,-0.00013795294177713566,-0.00851605133248688,,-0.008585027803375448,-0.00851605133248688
2,5,47,50,41.325,696.678,0.0,0.0593172168491039,,,,-31667.253948185782,-1878.4133694601776,124,-0.40849926529041664,-0.02012127622468632,0.04925657873676074,,0.0593172168491039,0.04925657873676074
2,5,50,53,1.183,696.678,0.0,0.0016980585004837242,,,,-38453.09407993839,-65.29560327233976,125,1.1479277482061734,0.004575312637347301,0.003985714819157374,,0.0016980585004837242,0.003985714819157374
2,5,53,56,0.576,696.678,0.0,0.0008267808083504861,,,,-46143.712895927434,-38.15073624838763,126,1.6334318671221,0.007368289812221556,0.004510925714461264,,0.0008267808083504861,0.004510925714461264
2,5,56,59,-0.204,696.678,0.0,-0.00029281820295746385,,,,-54795.65906391278,16.045166416964808,-3911,-1.8937622501369291,-0.010439378839038026,-0.0055125076224764764,,-0.00029281820295746385,-0.0055125076224764764
2,5,59,62,-5.141,696.678,0.0,-0.007379305791197655,,,,-64465.4812516621,475.710499132734,128,-1.0332215858652598,-0.005027300390908287,-0.004865655595743512,,-0.007379305791197655,-0.004865655595743512
2,5,62,65,-18.658,696.678,0.0,-0.026781382503825297,,,,-75209.7281269409,2014.2204969763122,129,-0.08374278806892178,-0.0021526146624737744,-0.02570507517258841,,-0.026781382503825297,-0.02570507517258841
2,5,65,68,-29.521,696.678,0.0,-0.04237395181131025,,,,-87084.94835750671,3690.133405191431,-4549,-0.0041066237391795156,-0.00017437191635675392,-0.04246113776948862,,-0.04237395181131025,-0.04246113776948862
2,5,61,64,-12.533,697.688,0.0,-0.017963616974922887,,,,-71505.44132250796,1284.4963595403565,-4269,0.16135945818718184,0.002682200307936552,-0.01662251682095461,,-0.017963616974922887,-0.01662251682095461
2,5,64,67,-27.998,697.688,0.0,-0.04012968547545608,,,,-82997.38724933649,3330.6590456005024,-18744,0.05318603501336632,0.0020790506270505493,-0.03909016016193081,,-0.04012968547545608,-0.03909016016193081
2,5,67,70,-30.027,697.688,0.0,-0.043037862196282584,,,,-95658.00564330864,4116.916064847939,133,0.029730804224694832,0.0012988583062159345,-0.04368729134939055,,-0.043037862196282584,-0.04368729134939055
2,5,70,1,-5278.585,697.448,0.0,-7.568428040513415,,,,-8.370005743741341,63.347786170190304,134,-0.07748387777591674,-0.5645590413676524,-7.286148519829588,,-7.568428040513415,-7.286148519829588
