Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,1,1,1,52.0,0.00068446,0.0
2,1,2,1,7.0,-0.458840366,0.0
3,1,3,1,12.0,-0.09663271,0.0
4,1,4,1,26.0,-0.014541975,0.0
5,1,4,1,49.0,0.013543211,0.0
6,1,5,1,21.0,-0.007527164,0.0
7,1,5,1,67.0,-0.007767432,0.0
8,1,5,1,66.0,-0.007514989,0.0
9,1,6,1,64.0,-0.005285251,0.0
10,1,7,1,64.0,0.006006235,0.0
11,1,7,1,65.0,-0.005977799,0.0
12,1,7,1,68.0,-0.005845067,0.0
13,1,7,1,69.0,-0.005887411,0.0
14,1,8,1,33.0,-0.000867796,0.0
15,1,8,1,72.0,-0.000888574,0.0
16,1,9,1,22.0,-0.01693358,0.0
17,1,10,1,60.0,-0.014172226,0.0
18,1,10,1,58.0,-0.014158171,0.0
19,1,11,1,12.0,-0.062970596,0.0
20,1,11,1,24.0,-0.065173292,0.0
21,1,11,1,51.0,0.063774731,0.0
22,1,11,1,49.0,0.062655706,0.0
23,1,11,1,50.0,0.063448021,0.0
24,1,12,1,13.0,-0.696116215,0.0
25,1,13,1,62.0,-0.023081702,0.0
26,1,14,1,62.0,-0.02054284,0.0
27,1,16,1,6.0,-0.014359088,0.0
28,1,16,1,36.0,-0.014582282,0.0
29,1,16,1,2.0,-0.014263099,0.0
30,1,16,1,61.0,-0.014397048,0.0
31,1,17,1,65.0,-0.000512018,0.0
32,1,17,1,68.0,0.00052901,0.0
33,1,18,1,52.0,-0.002316262,0.0
34,1,19,1,38.0,-0.001210274,0.0
35,1,21,1,26.0,-12.05275727,0.0
36,1,22,1,4.0,-0.01087587,0.0
37,1,22,1,7.0,-0.015620486,0.0
38,1,22,1,10.0,-0.028758889,0.0
39,1,22,1,13.0,-0.073300039,0.0
40,1,22,1,16.0,-0.597463375,0.0
41,1,22,1,19.0,-0.622295765,0.0
42,1,22,1,2.0,1.346146646,0.0
43,1,22,1,5.0,-0.013607549,0.0
44,1,22,1,8.0,-0.020575409,0.0
45,1,22,1,11.0,-0.033288576,0.0
46,1,22,1,6.0,-0.013724157,0.0
47,1,22,1,9.0,-0.025455353,0.0
48,1,22,1,12.0,-0.043803552,0.0
49,1,22,1,15.0,-0.448959822,0.0
50,1,22,1,18.0,-0.557902257,0.0
51,1,22,1,21.0,-3.385874013,0.0
52,1,22,1,24.0,1.856263959,0.0
53,1,22,1,27.0,6.212786864,0.0
54,1,22,1,30.0,-2.631894599,0.0
55,1,22,1,33.0,-0.365062723,0.0
56,1,22,1,14.0,-0.193318382,0.0
57,1,22,1,17.0,-0.637107515,0.0
58,1,22,1,20.0,-1.157460847,0.0
59,1,22,1,23.0,-3.884179667,0.0
60,1,22,1,26.0,64.66129209,0.0
61,1,22,1,29.0,-57.393678,0.0
62,1,22,1,32.0,-0.651041041,0.0
63,1,22,1,35.0,-0.301058021,0.0
64,1,22,1,38.0,-0.260544946,0.0
65,1,22,1,41.0,-0.028044944,0.0
66,1,22,1,31.0,-1.166053476,0.0
67,1,22,1,34.0,-0.2698958,0.0
68,1,22,1,37.0,-0.371416899,0.0
69,1,22,1,40.0,-0.041791336,0.0
70,1,22,1,43.0,-0.022023783,0.0
71,1,22,1,46.0,-0.01216554,0.0
72,1,22,1,49.0,0.151165139,0.0
73,1,22,1,52.0,-0.051213188,0.0
74,1,22,1,55.0,-0.035277978,0.0
75,1,22,1,58.0,-0.051408171,0.0
76,1,22,1,36.0,-0.364566122,0.0
77,1,22,1,39.0,-0.11433664,0.0
78,1,22,1,42.0,-0.024893276,0.0
79,1,22,1,45.0,-0.014840222,0.0
80,1,22,1,48.0,-0.009288501,0.0
81,1,22,1,51.0,0.123311419,0.0
82,1,22,1,54.0,-0.044420741,0.0
83,1,22,1,57.0,-0.039921732,0.0
84,1,22,1,60.0,-0.0437352,0.0
85,1,22,1,63.0,-0.008656409,0.0
86,1,22,1,44.0,-0.019354539,0.0
87,1,22,1,47.0,-0.011261287,0.0
88,1,22,1,50.0,0.134784478,0.0
89,1,22,1,53.0,-0.048949992,0.0
90,1,22,1,56.0,-0.032807652,0.0
91,1,22,1,59.0,-0.054028612,0.0
92,1,22,1,62.0,-0.012453659,0.0
93,1,22,1,65.0,-0.006164073,0.0
