7553									
1	1	1	1	4	1	37	1	40	-0.000694272
2	1	1	1	4	1	49	1	52	0.00067533
3	1	2	1	5	1	4	1	7	-0.37719764
4	1	3	1	6	1	9	1	12	-0.096350585
5	1	4	1	7	1	23	1	26	-0.014530834
6	1	4	1	7	1	46	1	49	0.013644235
7	1	5	1	8	1	18	1	21	-0.007627707
8	1	5	1	8	1	64	1	67	-0.00797511
9	1	5	1	8	1	63	1	66	-0.007516945
10	1	6	1	9	1	61	1	64	-0.005325328
11	1	6	1	9	1	68	1	71	-0.005510997
12	1	7	1	10	1	67	1	64	0.006080177
13	1	7	1	10	1	62	1	65	-0.005919681
14	1	7	1	10	1	65	1	68	-0.005929274
15	1	8	1	11	1	38	1	41	-0.0011989
16	1	8	1	11	1	69	1	72	-0.001171772
17	1	9	1	12	1	19	1	22	-0.017312276
18	1	10	1	13	1	55	1	58	-0.017821123
19	1	11	1	14	1	9	1	12	-0.067836632
20	1	11	1	14	1	21	1	24	-0.065316985
21	1	12	1	15	1	10	1	13	-0.697452924
22	1	13	1	16	1	52	1	55	-0.021028293
23	1	14	1	17	1	52	1	55	-0.019599498
24	1	15	1	18	1	29	1	32	-0.004371101
25	1	15	1	18	1	37	1	40	-0.004299231
26	1	15	1	18	1	62	1	65	-0.004311183
27	1	16	1	19	1	3	1	6	-0.014535876
28	1	16	1	19	1	33	1	36	-0.015054193
29	1	16	1	19	1	71	1	2	-0.014763384
30	1	17	1	20	1	62	1	65	-0.00064969
31	1	18	1	21	1	49	1	52	-0.002365597
32	1	19	1	22	1	35	1	38	-0.001251612
33	1	19	1	22	1	57	1	60	-0.001224515
34	1	20	1	23	1	34	1	37	-0.001194908
35	1	21	1	24	1	23	1	26	-11.48006444
36	1	22	1	25	1	1	1	4	-0.010572205
37	1	22	1	25	1	4	1	7	-0.015646765
38	1	22	1	25	1	7	1	10	-0.028641201
39	1	22	1	25	1	10	1	13	-0.072879683
40	1	22	1	25	1	13	1	16	-0.590544148
41	1	22	1	25	1	16	1	19	-0.619841009
42	1	22	1	25	1	19	1	2	1.335974941
43	1	22	1	25	1	2	1	5	-0.013318554
44	1	22	1	25	1	5	1	8	-0.02052339
45	1	22	1	25	1	8	1	11	-0.033176387
46	1	22	1	25	1	3	1	6	-0.01355676
47	1	22	1	25	1	6	1	9	-0.02533615
48	1	22	1	25	1	9	1	12	-0.043831145
49	1	22	1	25	1	12	1	15	-0.441462466
50	1	22	1	25	1	15	1	18	-0.556642
51	1	22	1	25	1	18	1	21	-3.393564539
52	1	22	1	25	1	21	1	24	1.891664082
53	1	22	1	25	1	24	1	27	6.271356759
54	1	22	1	25	1	27	1	30	-2.698880896
55	1	22	1	25	1	30	1	33	-0.381094976
56	1	22	1	25	1	11	1	14	-0.190859157
57	1	22	1	25	1	14	1	17	-0.632134427
58	1	22	1	25	1	17	1	20	-1.153552839
59	1	22	1	25	1	20	1	23	-3.750495551
60	1	22	1	25	1	23	1	26	56.23927789
61	1	22	1	25	1	26	1	29	-49.06396591
62	1	22	1	25	1	29	1	32	-0.684089364
63	1	22	1	25	1	32	1	35	-0.31008582
64	1	22	1	25	1	35	1	38	-0.267775595
65	1	22	1	25	1	38	1	41	-0.028819032
66	1	22	1	25	1	28	1	31	-1.226071297
67	1	22	1	25	1	31	1	34	-0.279752542
68	1	22	1	25	1	34	1	37	-0.381901262
69	1	22	1	25	1	37	1	40	-0.042918045
70	1	22	1	25	1	40	1	43	-0.02245253
71	1	22	1	25	1	43	1	46	-0.012247948
72	1	22	1	25	1	46	1	49	0.140656621
73	1	22	1	25	1	49	1	52	-0.045789538
74	1	22	1	25	1	52	1	55	-0.033166728
75	1	22	1	25	1	55	1	58	-0.060340561
76	1	22	1	25	1	33	1	36	-0.378183826
77	1	22	1	25	1	36	1	39	-0.113826065
78	1	22	1	25	1	39	1	42	-0.025436402
79	1	22	1	25	1	42	1	45	-0.015005278
80	1	22	1	25	1	45	1	48	-0.009299803
81	1	22	1	25	1	48	1	51	0.116513869
82	1	22	1	25	1	51	1	54	-0.040725121
83	1	22	1	25	1	54	1	57	-0.054244776
84	1	22	1	25	1	57	1	60	-0.024441914
85	1	22	1	25	1	60	1	63	-0.010758547
86	1	22	1	25	1	41	1	44	-0.019611527
87	1	22	1	25	1	44	1	47	-0.011357509
88	1	22	1	25	1	47	1	50	0.127267537
89	1	22	1	25	1	50	1	53	-0.044598047
90	1	22	1	25	1	53	1	56	-0.035614513
91	1	22	1	25	1	56	1	59	-0.044849351
92	1	22	1	25	1	59	1	62	-0.015478418
93	1	22	1	25	1	62	1	65	-0.006392411
94	1	22	1	25	1	65	1	68	-0.002925382
95	1	22	1	25	1	68	1	71	-0.001907964
96	1	22	1	25	1	58	1	61	-0.013934786
97	1	22	1	25	1	61	1	64	-0.008266316
98	1	22	1	25	1	64	1	67	-0.003857776
99	1	22	1	25	1	67	1	70	-0.002441877
100	1	22	1	25	1	70	1	1	-0.038550958
101	1	22	1	25	1	1	1	63	0.046939124
102	1	22	1	25	1	63	1	66	-0.005307794
103	1	22	1	25	1	66	1	69	-0.002417507
104	1	22	1	25	1	69	1	72	-0.001798509
105	1	22	1	25	1	72	1	3	-0.043334796
106	1	22	1	25	1	71	1	2	-0.040209675
107	1	23	1	26	1	1	1	4	0.020397218
108	1	23	1	26	1	4	1	7	-0.044806665
109	1	23	1	26	1	7	1	10	-0.026446426
110	1	23	1	26	1	10	1	13	-0.065817034
111	1	23	1	26	1	13	1	16	-0.517208695
112	1	23	1	26	1	16	1	19	-0.461406462
113	1	23	1	26	1	19	1	22	-4.705795855
114	1	23	1	26	1	22	1	25	56.41129385
115	1	23	1	26	1	25	1	28	-47.93327279
116	1	23	1	26	1	28	1	31	-1.735647261
117	1	23	1	26	1	2	1	5	-0.012396813
118	1	23	1	26	1	5	1	8	-0.019007076
119	1	23	1	26	1	8	1	11	-0.030499313
120	1	23	1	26	1	11	1	14	-0.1704716
121	1	23	1	26	1	14	1	17	-0.542132033
122	1	23	1	26	1	17	1	20	-0.730685573
123	1	23	1	26	1	20	1	3	1.501846844
124	1	23	1	26	1	3	1	6	-0.012602399
125	1	23	1	26	1	6	1	9	-0.023453208
126	1	23	1	26	1	9	1	12	-0.039946657
127	1	23	1	26	1	12	1	15	-0.390818021
128	1	23	1	26	1	15	1	18	-0.452394004
129	1	23	1	26	1	18	1	21	-1.622448899
130	1	23	1	26	1	21	1	24	-11.55292071
