7552															
1	1	1	1	4	1	50	1	53	0.000672629						
2	1	1	1	4	1	51	1	54	0.00068031						
3	1	1	1	4	1	49	1	52	0.000649044						
4	1	2	1	5	1	4	1	7	-0.396572434						
5	1	3	1	6	1	9	1	12	-0.096545849						
6	1	4	1	7	1	23	1	26	-0.015082482						
7	1	4	1	7	1	47	1	50	0.015303572						
8	1	5	1	8	1	18	1	21	-0.007591828						
9	1	5	1	8	1	64	1	67	-0.007818765						
10	1	5	1	8	1	63	1	66	-0.007430691						
11	1	6	1	9	1	20	1	23	-0.005572198						
12	1	6	1	9	1	61	1	64	-0.005260067						
13	1	7	1	10	1	67	1	64	0.005968657						
14	1	7	1	10	1	62	1	65	-0.005842877						
15	1	7	1	10	1	65	1	68	-0.005873699						
16	1	8	1	11	1	31	1	34	-0.001472656						
17	1	8	1	11	1	43	1	46	-0.001466877						
18	1	8	1	11	1	39	1	42	-0.001477667						
19	1	8	1	11	1	44	1	47	-0.001404657						
20	1	8	1	11	1	69	1	72	-0.001391444						
21	1	9	1	12	1	19	1	22	-0.017192242						
22	1	10	1	13	1	55	1	58	-0.017711427						
23	1	11	1	14	1	9	1	12	-0.066350998						
24	1	11	1	14	1	21	1	24	-0.064067221						
25	1	11	1	14	1	48	1	51	0.064912458						
26	1	11	1	14	1	46	1	49	0.063654303						
27	1	11	1	14	1	47	1	50	0.064449948						
28	1	12	1	15	1	10	1	13	-0.681020687						
29	1	16	1	19	1	3	1	6	-0.014582078						
30	1	16	1	19	1	71	1	2	-0.0148267						
31	1	17	1	20	1	39	1	42	-0.000593057						
32	1	17	1	20	1	65	1	68	0.000577639						
33	1	18	1	21	1	49	1	52	-0.002239678						
34	1	18	1	21	1	32	1	35	-0.002137539						
35	1	18	1	21	1	1	1	62	0.002110957						
36	1	19	1	22	1	32	1	35	-0.001081023						
37	1	21	1	24	1	23	1	26	-12.24906716						
38	1	22	1	25	1	1	1	4	-0.010863963						
39	1	22	1	25	1	4	1	7	-0.016064304						
40	1	22	1	25	1	7	1	10	-0.029230199						
41	1	22	1	25	1	10	1	13	-0.075005357						
42	1	22	1	25	1	13	1	16	-0.598033368						
43	1	22	1	25	1	16	1	19	-0.629067471						
44	1	22	1	25	1	19	1	2	1.355977207						
45	1	22	1	25	1	2	1	5	-0.013736311						
46	1	22	1	25	1	5	1	8	-0.021044585						
47	1	22	1	25	1	8	1	11	-0.033984631						
48	1	22	1	25	1	3	1	6	-0.013929906						
49	1	22	1	25	1	6	1	9	-0.025884246						
50	1	22	1	25	1	9	1	12	-0.045100595						
51	1	22	1	25	1	12	1	15	-0.447126921						
52	1	22	1	25	1	15	1	18	-0.566107932						
53	1	22	1	25	1	18	1	21	-3.42464584						
54	1	22	1	25	1	21	1	24	1.833821697						
55	1	22	1	25	1	24	1	27	6.836039523						
56	1	22	1	25	1	27	1	30	-3.111759379						
57	1	22	1	25	1	30	1	33	-0.401991717						
58	1	22	1	25	1	11	1	14	-0.178001372						
59	1	22	1	25	1	14	1	17	-0.658305652						
60	1	22	1	25	1	17	1	20	-1.165793185						
61	1	22	1	25	1	20	1	23	-3.989510516						
62	1	22	1	25	1	23	1	26	78.31806158						
63	1	22	1	25	1	26	1	29	-70.81609067						
64	1	22	1	25	1	29	1	32	-0.729646023						
65	1	22	1	25	1	32	1	35	-0.32473383						
66	1	22	1	25	1	35	1	38	-0.276508707						
67	1	22	1	25	1	38	1	41	-0.030132396						
68	1	22	1	25	1	28	1	31	-1.329830606						
69	1	22	1	25	1	31	1	34	-0.293439564						
70	1	22	1	25	1	34	1	37	-0.395124892						
71	1	22	1	25	1	37	1	40	-0.044989951						
72	1	22	1	25	1	40	1	43	-0.023287396						
73	1	22	1	25	1	43	1	46	-0.012773471						
74	1	22	1	25	1	46	1	49	0.148980764						
75	1	22	1	25	1	49	1	52	-0.046126902						
76	1	22	1	25	1	52	1	55	-0.033080678						
77	1	22	1	25	1	55	1	58	-0.062896928						
78	1	22	1	25	1	33	1	36	-0.393766974						
79	1	22	1	25	1	36	1	39	-0.117430619						
80	1	22	1	25	1	39	1	42	-0.026441749						
81	1	22	1	25	1	42	1	45	-0.015615545						
82	1	22	1	25	1	45	1	48	-0.009739282						
83	1	22	1	25	1	48	1	51	0.12478957						
84	1	22	1	25	1	51	1	54	-0.041001919						
85	1	22	1	25	1	54	1	57	-0.053448469						
86	1	22	1	25	1	57	1	60	-0.034139109						
87	1	22	1	25	1	60	1	63	-0.0107373						
88	1	22	1	25	1	41	1	44	-0.020383844						
89	1	22	1	25	1	44	1	47	-0.011884847						
90	1	22	1	25	1	47	1	50	0.135373818						
91	1	22	1	25	1	50	1	53	-0.045024348						
92	1	22	1	25	1	53	1	56	-0.0339387						
93	1	22	1	25	1	56	1	59	-0.051203094						
94	1	22	1	25	1	59	1	62	-0.019429963						
95	1	22	1	25	1	62	1	65	-0.006155829						
96	1	22	1	25	1	65	1	68	-0.002979089						
97	1	22	1	25	1	68	1	71	-0.002068175						
98	1	22	1	25	1	58	1	61	-0.020104903						
99	1	22	1	25	1	61	1	64	-0.008369889						
100	1	22	1	25	1	64	1	67	-0.003831549						
101	1	22	1	25	1	67	1	70	-0.00261255						
102	1	22	1	25	1	70	1	1	-0.039940824						
103	1	22	1	25	1	1	1	63	0.048470957						
104	1	22	1	25	1	63	1	66	-0.005013349						
105	1	22	1	25	1	66	1	69	-0.00234643						
106	1	22	1	25	1	69	1	72	-0.002157571						
107	1	22	1	25	1	72	1	3	-0.045091525						
108	1	22	1	25	1	71	1	2	-0.041664999						
109	1	23	1	26	1	1	1	4	0.034204284						
110	1	23	1	26	1	4	1	7	-0.059572017						
111	1	23	1	26	1	7	1	10	-0.027424927						
112	1	23	1	26	1	10	1	13	-0.068534166						
113	1	23	1	26	1	13	1	16	-0.531226766						
114	1	23	1	26	1	16	1	19	-0.480323838						
115	1	23	1	26	1	19	1	22	-4.830635882						
116	1	23	1	26	1	22	1	25	78.60223671						
117	1	23	1	26	1	25	1	28	-69.7469459						
118	1	23	1	26	1	28	1	31	-1.821811447						
119	1	23	1	26	1	2	1	5	-0.012870639						
120	1	23	1	26	1	5	1	8	-0.019664478						
121	1	23	1	26	1	8	1	11	-0.03151366						
122	1	23	1	26	1	11	1	14	-0.17484505						
123	1	23	1	26	1	14	1	17	-0.560120209						
124	1	23	1	26	1	17	1	20	-0.762748006						
125	1	23	1	26	1	20	1	3	1.558221569						
126	1	23	1	26	1	3	1	6	-0.01305098						
127	1	23	1	26	1	6	1	9	-0.024243718						
128	1	23	1	26	1	9	1	12	-0.041321372						
129	1	23	1	26	1	12	1	15	-0.401175884						
130	1	23	1	26	1	15	1	18	-0.469066692						
131	1	23	1	26	1	18	1	21	-1.70150082						
132	1	23	1	26	1	21	1	24	-12.30230351						
133	1	23	1	26	1	24	1	27	20.75456037						
134	1	23	1	26	1	27	1	30	-4.591545218						
135	1	23	1	26	1	30	1	33	-0.504994692						
136	1	23	1	26	1	33	1	36	-0.449055754						
137	1	23	1	26	1	36	1	39	-0.131530144						
138	1	23	1	26	1	39	1	42	-0.029137428						
139	1	23	1	26	1	29	1	32	-0.951380971						
140	1	23	1	26	1	32	1	35	-0.37797979						
141	1	23	1	26	1	35	1	38	-0.311341313						
142	1	23	1	26	1	38	1	41	-0.033280994						
143	1	23	1	26	1	41	1	44	-0.022357624						
144	1	23	1	26	1	44	1	47	-0.0129568						
145	1	23	1	26	1	47	1	50	0.119093457						
146	1	23	1	26	1	50	1	53	-0.029336805						
147	1	23	1	26	1	53	1	56	-0.029661518						
148	1	23	1	26	1	56	1	59	-0.052263038						
149	1	23	1	26	1	31	1	34	-0.353966875						
150	1	23	1	26	1	34	1	37	-0.446441197						
151	1	23	1	26	1	37	1	40	-0.050035064						
152	1	23	1	26	1	40	1	43	-0.025594						
153	1	23	1	26	1	43	1	46	-0.013939112						
154	1	23	1	26	1	46	1	49	0.122048039						
