Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,1,1,1,52.0,0.000630144,0.0
2,1,2,1,7.0,-0.396958048,0.0
3,1,3,1,12.0,-0.096544494,0.0
4,1,4,1,26.0,-0.01505619,0.0
5,1,4,1,49.0,0.013757226,0.0
6,1,5,1,21.0,-0.007605595,0.0
7,1,5,1,71.0,-0.007745172,0.0
8,1,5,1,67.0,-0.00755256,0.0
9,1,5,1,66.0,-0.00738794,0.0
10,1,6,1,64.0,-0.004955199,0.0
11,1,7,1,67.0,0.005731379,0.0
12,1,7,1,64.0,0.005821718,0.0
13,1,7,1,59.0,-0.006125199,0.0
14,1,7,1,60.0,-0.006031132,0.0
15,1,7,1,65.0,-0.005807718,0.0
16,1,7,1,68.0,-0.005556656,0.0
17,1,7,1,69.0,-0.005766728,0.0
18,1,8,1,72.0,-0.000979356,0.0
19,1,9,1,22.0,-0.017183769,0.0
20,1,10,1,58.0,-0.01383499,0.0
21,1,11,1,12.0,-0.068020322,0.0
22,1,11,1,51.0,0.065595134,0.0
23,1,11,1,50.0,0.065086693,0.0
24,1,12,1,13.0,-0.687625117,0.0
25,1,16,1,6.0,-0.014575799,0.0
26,1,16,1,57.0,-0.015180074,0.0
27,1,16,1,2.0,-0.014690575,0.0
28,1,17,1,43.0,-0.000419945,0.0
29,1,17,1,65.0,-0.000419865,0.0
30,1,18,1,52.0,-0.002198146,0.0
31,1,18,1,35.0,-0.002170165,0.0
32,1,19,1,35.0,-0.00107792,0.0
33,1,19,1,38.0,-0.001182621,0.0
34,1,21,1,26.0,-12.20473606,0.0
35,1,22,1,4.0,-0.010863183,0.0
36,1,22,1,7.0,-0.016052766,0.0
37,1,22,1,10.0,-0.029238661,0.0
38,1,22,1,13.0,-0.074707656,0.0
39,1,22,1,16.0,-0.597761491,0.0
40,1,22,1,19.0,-0.629119518,0.0
41,1,22,1,2.0,1.35572415,0.0
42,1,22,1,5.0,-0.013649864,0.0
43,1,22,1,8.0,-0.020970269,0.0
44,1,22,1,11.0,-0.033906994,0.0
45,1,22,1,6.0,-0.013850495,0.0
46,1,22,1,9.0,-0.025957909,0.0
47,1,22,1,12.0,-0.044666775,0.0
48,1,22,1,15.0,-0.446844626,0.0
49,1,22,1,18.0,-0.565958879,0.0
50,1,22,1,21.0,-3.426509647,0.0
51,1,22,1,24.0,1.833942413,0.0
52,1,22,1,27.0,6.83036211,0.0
53,1,22,1,30.0,-3.101620693,0.0
54,1,22,1,33.0,-0.403276191,0.0
55,1,22,1,14.0,-0.181580133,0.0
56,1,22,1,17.0,-0.654410887,0.0
57,1,22,1,20.0,-1.165768791,0.0
58,1,22,1,23.0,-3.979598517,0.0
59,1,22,1,26.0,76.00978467,0.0
60,1,22,1,29.0,-68.52311015,0.0
61,1,22,1,32.0,-0.731487663,0.0
62,1,22,1,35.0,-0.325924471,0.0
63,1,22,1,38.0,-0.276899378,0.0
64,1,22,1,41.0,-0.030218646,0.0
65,1,22,1,31.0,-1.333936464,0.0
66,1,22,1,34.0,-0.294274709,0.0
67,1,22,1,37.0,-0.395810846,0.0
68,1,22,1,40.0,-0.045169464,0.0
69,1,22,1,43.0,-0.023365866,0.0
70,1,22,1,46.0,-0.012802086,0.0
71,1,22,1,49.0,0.148452501,0.0
72,1,22,1,52.0,-0.045166623,0.0
73,1,22,1,55.0,-0.031935623,0.0
74,1,22,1,58.0,-0.049478486,0.0
75,1,22,1,36.0,-0.394420525,0.0
76,1,22,1,39.0,-0.117806556,0.0
77,1,22,1,42.0,-0.026547317,0.0
78,1,22,1,45.0,-0.015641929,0.0
79,1,22,1,48.0,-0.009756706,0.0
80,1,22,1,51.0,0.1254616,0.0
81,1,22,1,54.0,-0.040240741,0.0
82,1,22,1,57.0,-0.035197885,0.0
83,1,22,1,60.0,-0.056696674,0.0
84,1,22,1,63.0,-0.007989721,0.0
85,1,22,1,44.0,-0.020457199,0.0
86,1,22,1,47.0,-0.011891809,0.0
87,1,22,1,50.0,0.13563236,0.0
88,1,22,1,53.0,-0.044427822,0.0
89,1,22,1,56.0,-0.029917945,0.0
90,1,22,1,59.0,-0.06254746,0.0
91,1,22,1,62.0,-0.014073533,0.0
92,1,22,1,65.0,-0.00562998,0.0
93,1,22,1,68.0,-0.002541566,0.0
94,1,22,1,71.0,-0.002269559,0.0
95,1,22,1,61.0,-0.037941254,0.0
96,1,22,1,64.0,-0.006388646,0.0
97,1,22,1,67.0,-0.003464644,0.0
98,1,22,1,70.0,-0.00262962,0.0
99,1,22,1,1.0,-0.039885871,0.0
100,1,22,1,63.0,0.048029483,0.0
101,1,22,1,66.0,-0.004868618,0.0
102,1,22,1,69.0,-0.00248526,0.0
103,1,22,1,72.0,-0.001825732,0.0
104,1,22,1,3.0,-0.044980936,0.0
105,1,22,1,2.0,-0.041664074,0.0
106,1,23,1,4.0,0.032035533,0.0
107,1,23,1,7.0,-0.057375495,0.0
108,1,23,1,10.0,-0.027374804,0.0
109,1,23,1,13.0,-0.068253961,0.0
110,1,23,1,16.0,-0.530718914,0.0
111,1,23,1,19.0,-0.479880203,0.0
112,1,23,1,22.0,-4.87473811,0.0
113,1,23,1,25.0,76.1701326,0.0
114,1,23,1,28.0,-67.33954061,0.0
115,1,23,1,31.0,-1.818600101,0.0
116,1,23,1,5.0,-0.012893737,0.0
117,1,23,1,8.0,-0.01964403,0.0
118,1,23,1,11.0,-0.031482758,0.0
119,1,23,1,14.0,-0.174881679,0.0
120,1,23,1,17.0,-0.559814448,0.0
121,1,23,1,20.0,-0.7621675,0.0
122,1,23,1,3.0,1.557419372,0.0
123,1,23,1,6.0,-0.013048021,0.0
124,1,23,1,9.0,-0.024237286,0.0
125,1,23,1,12.0,-0.041242324,0.0
126,1,23,1,15.0,-0.400773425,0.0
127,1,23,1,18.0,-0.468779833,0.0
128,1,23,1,21.0,-1.699221721,0.0
129,1,23,1,24.0,-12.28335194,0.0
130,1,23,1,27.0,20.70738475,0.0
131,1,23,1,30.0,-4.56735919,0.0
132,1,23,1,33.0,-0.5047166,0.0
133,1,23,1,36.0,-0.449072052,0.0
134,1,23,1,39.0,-0.131668469,0.0
135,1,23,1,42.0,-0.029210925,0.0
136,1,23,1,32.0,-0.950288373,0.0
137,1,23,1,35.0,-0.378362513,0.0
138,1,23,1,38.0,-0.311123993,0.0
139,1,23,1,41.0,-0.033314744,0.0
140,1,23,1,44.0,-0.022384468,0.0
141,1,23,1,47.0,-0.01298484,0.0
142,1,23,1,50.0,0.120007044,0.0
143,1,23,1,53.0,-0.029047123,0.0
144,1,23,1,56.0,-0.025497131,0.0
145,1,23,1,59.0,-0.06421978,0.0
146,1,23,1,34.0,-0.354152381,0.0
147,1,23,1,37.0,-0.446463733,0.0
148,1,23,1,40.0,-0.050162765,0.0
149,1,23,1,43.0,-0.025618059,0.0
150,1,23,1,46.0,-0.013955066,0.0
151,1,23,1,49.0,0.122874767,0.0
152,1,23,1,52.0,-0.024963181,0.0
153,1,23,1,55.0,-0.023403809,0.0
154,1,23,1,58.0,-0.04935518,0.0
155,1,23,1,61.0,-0.039740516,0.0
156,1,23,1,45.0,-0.017110596,0.0
157,1,23,1,48.0,-0.010635205,0.0
158,1,23,1,51.0,0.11540585,0.0
159,1,23,1,54.0,-0.027807471,0.0
160,1,23,1,57.0,-0.033065606,0.0
161,1,23,1,60.0,-0.059031775,0.0
162,1,23,1,63.0,-0.00883208,0.0
163,1,23,1,66.0,-0.00561641,0.0
164,1,23,1,69.0,-0.003292024,0.0
165,1,23,1,72.0,-0.002334665,0.0
166,1,23,1,62.0,-0.014985068,0.0
167,1,23,1,65.0,-0.006363441,0.0
168,1,23,1,68.0,-0.00325807,0.0
169,1,23,1,71.0,-0.002998188,0.0
170,1,23,1,2.0,-0.041658958,0.0
