Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,1,1,1,40.0,-0.000694272,0.0
2,1,1,1,52.0,0.00067533,0.0
3,1,2,1,7.0,-0.37719764,0.0
4,1,3,1,12.0,-0.096350585,0.0
5,1,4,1,26.0,-0.014530834,0.0
6,1,4,1,49.0,0.013644235,0.0
7,1,5,1,21.0,-0.007627707,0.0
8,1,5,1,67.0,-0.00797511,0.0
9,1,5,1,66.0,-0.007516945,0.0
10,1,6,1,64.0,-0.005325328,0.0
11,1,6,1,71.0,-0.005510997,0.0
12,1,7,1,64.0,0.006080177,0.0
13,1,7,1,65.0,-0.005919681,0.0
14,1,7,1,68.0,-0.005929274,0.0
15,1,8,1,41.0,-0.0011989,0.0
16,1,8,1,72.0,-0.001171772,0.0
17,1,9,1,22.0,-0.017312276,0.0
18,1,10,1,58.0,-0.017821123,0.0
19,1,11,1,12.0,-0.067836632,0.0
20,1,11,1,24.0,-0.065316985,0.0
21,1,12,1,13.0,-0.697452924,0.0
22,1,13,1,55.0,-0.021028293,0.0
23,1,14,1,55.0,-0.019599498,0.0
24,1,15,1,32.0,-0.004371101,0.0
25,1,15,1,40.0,-0.004299231,0.0
26,1,15,1,65.0,-0.004311183,0.0
27,1,16,1,6.0,-0.014535876,0.0
28,1,16,1,36.0,-0.015054193,0.0
29,1,16,1,2.0,-0.014763384,0.0
30,1,17,1,65.0,-0.00064969,0.0
31,1,18,1,52.0,-0.002365597,0.0
32,1,19,1,38.0,-0.001251612,0.0
33,1,19,1,60.0,-0.001224515,0.0
34,1,20,1,37.0,-0.001194908,0.0
35,1,21,1,26.0,-11.48006444,0.0
36,1,22,1,4.0,-0.010572205,0.0
37,1,22,1,7.0,-0.015646765,0.0
38,1,22,1,10.0,-0.028641201,0.0
39,1,22,1,13.0,-0.072879683,0.0
40,1,22,1,16.0,-0.590544148,0.0
41,1,22,1,19.0,-0.619841009,0.0
42,1,22,1,2.0,1.335974941,0.0
43,1,22,1,5.0,-0.013318554,0.0
44,1,22,1,8.0,-0.02052339,0.0
45,1,22,1,11.0,-0.033176387,0.0
46,1,22,1,6.0,-0.01355676,0.0
47,1,22,1,9.0,-0.02533615,0.0
48,1,22,1,12.0,-0.043831145,0.0
49,1,22,1,15.0,-0.441462466,0.0
50,1,22,1,18.0,-0.556642,0.0
51,1,22,1,21.0,-3.393564539,0.0
52,1,22,1,24.0,1.891664082,0.0
53,1,22,1,27.0,6.271356759,0.0
54,1,22,1,30.0,-2.698880896,0.0
55,1,22,1,33.0,-0.381094976,0.0
56,1,22,1,14.0,-0.190859157,0.0
57,1,22,1,17.0,-0.632134427,0.0
58,1,22,1,20.0,-1.153552839,0.0
59,1,22,1,23.0,-3.750495551,0.0
60,1,22,1,26.0,56.23927789,0.0
61,1,22,1,29.0,-49.06396591,0.0
62,1,22,1,32.0,-0.684089364,0.0
63,1,22,1,35.0,-0.31008582,0.0
64,1,22,1,38.0,-0.267775595,0.0
65,1,22,1,41.0,-0.028819032,0.0
66,1,22,1,31.0,-1.226071297,0.0
67,1,22,1,34.0,-0.279752542,0.0
68,1,22,1,37.0,-0.381901262,0.0
69,1,22,1,40.0,-0.042918045,0.0
70,1,22,1,43.0,-0.02245253,0.0
71,1,22,1,46.0,-0.012247948,0.0
72,1,22,1,49.0,0.140656621,0.0
73,1,22,1,52.0,-0.045789538,0.0
74,1,22,1,55.0,-0.033166728,0.0
75,1,22,1,58.0,-0.060340561,0.0
76,1,22,1,36.0,-0.378183826,0.0
77,1,22,1,39.0,-0.113826065,0.0
78,1,22,1,42.0,-0.025436402,0.0
79,1,22,1,45.0,-0.015005278,0.0
80,1,22,1,48.0,-0.009299803,0.0
81,1,22,1,51.0,0.116513869,0.0
82,1,22,1,54.0,-0.040725121,0.0
83,1,22,1,57.0,-0.054244776,0.0
84,1,22,1,60.0,-0.024441914,0.0
85,1,22,1,63.0,-0.010758547,0.0
86,1,22,1,44.0,-0.019611527,0.0
87,1,22,1,47.0,-0.011357509,0.0
88,1,22,1,50.0,0.127267537,0.0
89,1,22,1,53.0,-0.044598047,0.0
90,1,22,1,56.0,-0.035614513,0.0
91,1,22,1,59.0,-0.044849351,0.0
92,1,22,1,62.0,-0.015478418,0.0
93,1,22,1,65.0,-0.006392411,0.0
94,1,22,1,68.0,-0.002925382,0.0
95,1,22,1,71.0,-0.001907964,0.0
96,1,22,1,61.0,-0.013934786,0.0
97,1,22,1,64.0,-0.008266316,0.0
98,1,22,1,67.0,-0.003857776,0.0
99,1,22,1,70.0,-0.002441877,0.0
100,1,22,1,1.0,-0.038550958,0.0
101,1,22,1,63.0,0.046939124,0.0
102,1,22,1,66.0,-0.005307794,0.0
103,1,22,1,69.0,-0.002417507,0.0
104,1,22,1,72.0,-0.001798509,0.0
105,1,22,1,3.0,-0.043334796,0.0
106,1,22,1,2.0,-0.040209675,0.0
107,1,23,1,4.0,0.020397218,0.0
108,1,23,1,7.0,-0.044806665,0.0
109,1,23,1,10.0,-0.026446426,0.0
110,1,23,1,13.0,-0.065817034,0.0
111,1,23,1,16.0,-0.517208695,0.0
112,1,23,1,19.0,-0.461406462,0.0
113,1,23,1,22.0,-4.705795855,0.0
114,1,23,1,25.0,56.41129385,0.0
115,1,23,1,28.0,-47.93327279,0.0
116,1,23,1,31.0,-1.735647261,0.0
117,1,23,1,5.0,-0.012396813,0.0
118,1,23,1,8.0,-0.019007076,0.0
119,1,23,1,11.0,-0.030499313,0.0
120,1,23,1,14.0,-0.1704716,0.0
121,1,23,1,17.0,-0.542132033,0.0
122,1,23,1,20.0,-0.730685573,0.0
123,1,23,1,3.0,1.501846844,0.0
124,1,23,1,6.0,-0.012602399,0.0
125,1,23,1,9.0,-0.023453208,0.0
126,1,23,1,12.0,-0.039946657,0.0
127,1,23,1,15.0,-0.390818021,0.0
128,1,23,1,18.0,-0.452394004,0.0
129,1,23,1,21.0,-1.622448899,0.0
130,1,23,1,24.0,-11.55292071,0.0
131,1,23,1,27.0,19.51454197,0.0
132,1,23,1,30.0,-4.240520508,0.0
133,1,23,1,33.0,-0.490129253,0.0
134,1,23,1,36.0,-0.438396212,0.0
135,1,23,1,39.0,-0.12934629,0.0
136,1,23,1,42.0,-0.028381695,0.0
137,1,23,1,32.0,-0.917517406,0.0
138,1,23,1,35.0,-0.367628872,0.0
139,1,23,1,38.0,-0.306333172,0.0
140,1,23,1,41.0,-0.03231985,0.0
141,1,23,1,44.0,-0.021776447,0.0
142,1,23,1,47.0,-0.012619179,0.0
143,1,23,1,50.0,0.113491717,0.0
144,1,23,1,53.0,-0.028852455,0.0
145,1,23,1,56.0,-0.031923616,0.0
146,1,23,1,59.0,-0.046508886,0.0
147,1,23,1,34.0,-0.344399245,0.0
148,1,23,1,37.0,-0.438094323,0.0
149,1,23,1,40.0,-0.048358086,0.0
150,1,23,1,43.0,-0.024923341,0.0
151,1,23,1,46.0,-0.013579832,0.0
152,1,23,1,49.0,0.11612142,0.0
153,1,23,1,52.0,-0.024580346,0.0
154,1,23,1,55.0,-0.024849254,0.0
155,1,23,1,58.0,-0.061652547,0.0
156,1,23,1,61.0,-0.015592523,0.0
157,1,23,1,45.0,-0.016636833,0.0
158,1,23,1,48.0,-0.010339554,0.0
159,1,23,1,51.0,0.108625668,0.0
160,1,23,1,54.0,-0.028258887,0.0
161,1,23,1,57.0,-0.053545392,0.0
162,1,23,1,60.0,-0.026183569,0.0
163,1,23,1,63.0,-0.012166602,0.0
164,1,23,1,66.0,-0.006310996,0.0
165,1,23,1,69.0,-0.003341358,0.0
166,1,23,1,72.0,-0.00250739,0.0
167,1,23,1,62.0,-0.017262552,0.0
168,1,23,1,65.0,-0.007450573,0.0
169,1,23,1,68.0,-0.003887196,0.0
170,1,23,1,71.0,-0.002679736,0.0
171,1,23,1,2.0,-0.040267397,0.0
172,1,23,1,61.0,0.058779945,0.0
173,1,23,1,64.0,-0.009433276,0.0
174,1,23,1,67.0,-0.004777697,0.0
175,1,23,1,70.0,-0.003503004,0.0
176,1,23,1,1.0,-0.038930959,0.0
