Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,4,2,5,755.387,88.884,0.0
1,4,5,8,-457.695,88.884,0.0
1,4,8,11,-48.601,88.884,0.0
1,4,11,14,-286.202,88.884,0.0
1,4,14,17,195.994,88.884,0.0
1,4,17,20,-64.799,88.884,0.0
1,4,20,23,196.11,88.884,0.0
1,4,23,26,-57.075,88.884,0.0
1,4,26,29,1.035,811.523,0.0
1,4,29,32,6.711,811.523,0.0
1,4,3,6,-5203.786,811.652,0.0
1,4,6,9,-1400.195,811.652,0.0
1,4,9,12,-488.338,811.652,0.0
1,4,12,15,-430.389,811.652,0.0
1,4,15,18,210.587,811.652,0.0
1,4,18,21,25.792,811.652,0.0
1,4,21,24,155.557,811.652,0.0
1,4,24,27,43.865,811.652,0.0
1,4,27,30,2.202,811.652,0.0
1,4,30,33,10.125,811.652,0.0
1,4,7,10,-223.178,228.412,0.0
1,4,10,13,-561.486,228.412,0.0
1,4,13,16,-288.797,228.412,0.0
1,4,16,19,735.953,228.412,0.0
1,4,19,22,143.578,228.412,0.0
1,4,22,25,-103.91,228.412,0.0
1,4,25,28,1.098,812.032,0.0
1,4,28,31,5.875,812.032,0.0
1,4,31,34,10.416,812.032,0.0
1,4,34,37,4.195,812.032,0.0
1,4,32,35,9.135,812.15,0.0
1,4,35,38,3.383,812.15,0.0
1,4,38,41,0.518,812.15,0.0
1,4,41,44,-2.274,812.15,0.0
1,4,44,47,-4.239,812.15,0.0
1,4,47,50,-27.898,812.15,0.0
1,4,50,53,3.218,812.15,0.0
1,4,53,56,38.898,812.15,0.0
1,4,56,59,13.504,812.15,0.0
1,4,59,62,14.07,812.15,0.0
1,4,33,36,7.074,811.715,0.0
1,4,36,39,3.095,811.715,0.0
1,4,39,42,-0.649,811.715,0.0
1,4,42,45,-2.821,811.715,0.0
1,4,45,48,-4.779,811.715,0.0
1,4,48,51,-28.054,811.715,0.0
1,4,51,54,11.919,811.715,0.0
1,4,54,57,34.803,811.715,0.0
1,4,57,60,16.839,811.715,0.0
1,4,60,63,8.968,811.715,0.0
1,4,37,40,1.986,811.487,0.0
1,4,40,43,-1.278,811.487,0.0
1,4,43,46,-3.789,811.487,0.0
1,4,46,49,-32.192,811.487,0.0
1,4,49,52,1.41,811.487,0.0
1,4,52,55,26.154,811.487,0.0
1,4,55,58,23.226,811.487,0.0
1,4,58,61,19.138,811.487,0.0
1,4,61,64,3.693,811.487,0.0
1,4,64,67,-8.435,811.487,0.0
1,4,62,65,-0.232,811.166,0.0
1,4,65,68,-13.667,811.166,0.0
1,4,68,71,-28.528,811.166,0.0
1,4,71,2,188.191,811.166,0.0
1,4,2,63,-144.454,811.166,0.0
1,4,63,66,-4.561,811.166,0.0
1,4,66,69,-20.918,811.166,0.0
1,4,69,72,-32.612,811.166,0.0
1,4,72,3,59.557,11.563,0.0
1,4,67,70,-26.182,811.39,0.0
2,5,1,4,2314.885,248.649,0.0
2,5,4,7,97.738,248.649,0.0
2,5,7,10,-429.989,248.649,0.0
2,5,10,13,-57.431,248.649,0.0
2,5,13,16,785.006,248.649,0.0
2,5,16,19,-1100.69,248.649,0.0
2,5,19,22,331.555,248.649,0.0
2,5,22,25,-47.152,248.649,0.0
2,5,25,28,-0.22,723.691,0.0
2,5,28,31,-0.774,723.691,0.0
2,5,3,6,1150.061,89.706,0.0
2,5,6,9,-466.811,89.706,0.0
2,5,9,12,-118.498,89.706,0.0
2,5,12,15,116.779,89.706,0.0
2,5,15,18,-33.508,89.706,0.0
2,5,18,21,17.784,724.358,0.0
2,5,21,24,124.687,724.358,0.0
2,5,24,27,-176.758,724.358,0.0
2,5,27,30,-0.35,724.358,0.0
2,5,30,33,-2.328,724.358,0.0
2,5,8,11,-82.092,84.208,0.0
2,5,11,14,334.939,84.208,0.0
2,5,14,17,-325.067,84.208,0.0
2,5,17,20,-33.527,84.208,0.0
2,5,20,23,501.538,84.208,0.0
2,5,23,26,-501.885,84.208,0.0
