Spa.1,Spa.2,Spa.3,Spa.4,Vp,In,dev
1,4,2,5,884.586,112.991,0.0
1,4,5,8,-560.434,112.991,0.0
1,4,8,11,-68.126,112.991,0.0
1,4,11,14,-288.479,112.991,0.0
1,4,14,17,211.848,112.991,0.0
1,4,17,20,-126.599,112.991,0.0
1,4,20,23,228.553,112.991,0.0
1,4,23,26,-44.729,112.991,0.0
1,4,26,29,1.014,817.253,0.0
1,4,29,32,6.706,817.253,0.0
1,4,3,6,-4696.538,813.99,0.0
1,4,6,9,-1673.551,813.99,0.0
1,4,9,12,-240.187,813.99,0.0
1,4,12,15,-402.961,813.99,0.0
1,4,15,18,270.04,813.99,0.0
1,4,18,21,62.965,813.99,0.0
1,4,21,24,85.168,813.99,0.0
1,4,24,27,-1.075,813.99,0.0
1,4,27,30,1.569,813.99,0.0
1,4,30,33,7.05,813.99,0.0
1,4,7,10,-771.6,813.483,0.0
1,4,10,13,-2701.207,813.483,0.0
1,4,13,16,-2799.122,813.483,0.0
1,4,16,19,6256.016,813.483,0.0
1,4,19,22,639.056,813.483,0.0
1,4,22,25,-444.563,813.483,0.0
1,4,25,28,0.773,813.483,0.0
1,4,28,31,4.375,813.483,0.0
1,4,31,34,7.648,813.483,0.0
1,4,34,37,2.875,813.483,0.0
1,4,32,35,6.691,813.091,0.0
1,4,35,38,2.168,813.091,0.0
1,4,38,41,-0.153,813.091,0.0
1,4,41,44,-2.929,813.091,0.0
1,4,44,47,-4.652,813.091,0.0
1,4,47,50,-13.997,813.091,0.0
1,4,50,53,5.633,813.091,0.0
1,4,53,56,27.91,813.091,0.0
1,4,56,59,10.432,813.091,0.0
1,4,59,62,11.26,813.091,0.0
1,4,33,36,4.028,811.456,0.0
1,4,36,39,1.227,811.456,0.0
1,4,39,42,-1.551,811.456,0.0
1,4,42,45,-3.761,811.456,0.0
1,4,45,48,-5.328,811.456,0.0
1,4,48,51,-4.751,811.456,0.0
1,4,51,54,11.307,811.456,0.0
