a,b,m,n,vp,i,dev,resist,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
1,4,6,9,-1472.516,832.258,0.0,-1.7693023076978533,,,,-27.925268031909276,49.40824117193817,12,0.07661487569351098,0.14095448140412326,-1.8397795483999149,,1.07982
1,4,7,10,-254.439,251.013,0.0,-1.0136486954858912,,,,-56.54866776461626,57.320483311068344,-421,0.08533543658560436,0.08296042205598031,-0.972168484457901,,
1,4,19,22,192.334,251.013,0.0,0.7662312310517781,,,,-1979.203371761568,-1516.5274360466963,-1275,0.04405680292228161,0.033030098078569825,0.7497161820124932,,
1,4,51,54,14.245,826.745,0.0,0.017230222136208867,,,,-43476.15166717937,-749.103750853008,-18065,-0.035802802794516045,-0.0006281347373125849,0.01754428950486516,,
1,4,49,52,1.514,827.255,0.0,0.0018301491075907671,,,,-38453.09407993839,-70.37489581450305,55,-0.09106439557118177,-0.00015940343362057653,0.0017504473907804787,,-0.17513
1,4,52,55,22.001,827.255,0.0,0.026595185281442845,,,,-46143.712895927434,-1227.2005940408937,-18115,0.03439597097428553,0.0008993010545121811,0.026145534754186753,,
1,4,71,2,-3068.868,826.812,0.0,-3.711687783921859,,,,-12.550314774562288,46.58285003311686,64,-0.037668863677626084,-0.13723040444767998,-3.6430725816980187,,-0.23838
1,4,2,63,3007.333,829.913,0.0,3.6236726018269385,,,,12.5457924965409,45.461844537921245,0,,,3.6236726018269385,,-0.02936
2,5,7,10,-1134.769,615.57,0.0,-1.843444287408418,,,,-27.925268031909276,51.47867582777207,-17247,-0.002571335906935343,-0.004746216547163007,-1.8458173956819994,,
2,5,3,6,6267.854,425.437,0.0,14.7327430383347,,,,5.026548245743669,74.05484367433354,-151,0.03283307628749019,0.4759085059605983,14.494788785354402,,
2,5,6,9,-2270.022,425.437,0.0,-5.335741837216791,,,,-9.773843811168247,52.15070733367282,-361,-0.0632941536946401,-0.3487584493680229,-5.5101210619008025,,
2,5,9,12,-2631.974,425.437,0.0,-6.1865188030190135,,,,-97.73843811168241,604.6606851556334,-573,0.05589124352187558,0.33637210145403174,-6.018332752291998,,
2,5,24,27,-55.975,425.437,0.0,-0.13157059682162106,,,,-3647.7381366681584,479.9350836904175,88,-0.06997990247791329,-0.008896026017949352,-0.12712258381264638,,-2.12604
2,5,8,11,-55.43,63.507,0.0,-0.8728171697608138,,,,-56.54866776461626,49.356648152056934,-17182,-0.05413798926955467,-0.04856723273307151,-0.8971007861273496,,
2,5,23,26,-223.869,63.507,0.0,-3.525107468468043,,,,-3166.7253948185116,11163.047339862147,96,-0.07329668065707742,-0.24924428694526668,-3.4004853249954095,,-3.62084
2,5,43,46,-6.639,753.837,0.0,-0.008806943676152803,,,,-23929.162176543286,210.74278350634273,105,-0.05655071836028235,-0.00048434399112906937,-0.008564771680588269,,0.42389
