x,y,z,label,buried,remote
18.636199999949895,0.0,-11.241600000000005,1 102,True,False
18.636199999949895,0.0,-12.241600000000005,1 103,True,False
18.636199999949895,0.0,-13.241600000000005,1 104,True,False
18.636199999949895,0.0,-14.241600000000005,1 105,True,False
18.636199999949895,0.0,-15.241600000000005,1 106,True,False
18.636199999949895,0.0,-16.241600000000005,1 107,True,False
18.636199999949895,0.0,-17.241600000000005,1 108,True,False
18.636199999949895,0.0,-18.241600000000005,1 109,True,False
18.636199999949895,0.0,-19.241600000000005,1 110,True,False
18.636199999949895,0.0,-20.241600000000005,1 111,True,False
18.636199999949895,0.0,-21.241600000000005,1 112,True,False
18.636199999949895,0.0,-22.241600000000005,1 113,True,False
18.636199999949895,0.0,-23.241600000000005,1 114,True,False
18.636199999949895,0.0,-24.241600000000005,1 115,True,False
18.636199999949895,0.0,-25.241600000000005,1 116,True,False
18.636199999949895,0.0,-26.241600000000005,1 117,True,False
18.636199999949895,0.0,-27.241600000000005,1 118,True,False
18.636199999949895,0.0,-28.241600000000005,1 119,True,False
18.636199999949895,0.0,-29.241600000000005,1 120,True,False
