x,y,z,label,buried,remote
0.0,9.893900000490248,-27.504500000000007,1 1,True,False
0.0,9.893900000490248,-26.504500000000007,1 2,True,False
0.0,9.893900000490248,-25.504500000000007,1 3,True,False
0.0,9.893900000490248,-24.504500000000007,1 4,True,False
0.0,9.893900000490248,-23.504500000000007,1 5,True,False
0.0,9.893900000490248,-22.504500000000007,1 6,True,False
0.0,9.893900000490248,-21.504500000000007,1 7,True,False
0.0,9.893900000490248,-20.504500000000007,1 8,True,False
0.0,9.893900000490248,-19.504500000000007,1 9,True,False
0.0,9.893900000490248,-18.504500000000007,1 10,True,False
0.0,9.893900000490248,-17.504500000000007,1 11,True,False
0.0,9.893900000490248,-16.504500000000007,1 12,True,False
0.0,9.893900000490248,-15.504500000000007,1 13,True,False
0.0,9.893900000490248,-14.504500000000007,1 14,True,False
0.0,9.893900000490248,-13.504500000000007,1 15,True,False
0.0,9.893900000490248,-12.504500000000007,1 16,True,False
0.0,9.893900000490248,-11.504500000000007,1 17,True,False
0.0,9.893900000490248,-10.504500000000007,1 18,True,False
0.0,9.893900000490248,-9.504500000000007,1 19,True,False
0.0,9.893900000490248,-8.504500000000007,1 20,True,False
0.0,9.893900000490248,-7.504500000000007,1 21,True,False
0.0,9.893900000490248,-6.504500000000007,1 22,True,False
0.0,9.893900000490248,-5.504500000000007,1 23,True,False
0.0,9.893900000490248,-4.504500000000007,1 24,False,False
9.473200000007637,27.089000000618398,-4.424000000000007,1 25,False,False
9.473200000007637,27.089000000618398,-5.424000000000007,1 26,True,False
9.473200000007637,27.089000000618398,-6.424000000000007,1 27,True,False
9.473200000007637,27.089000000618398,-7.424000000000007,1 28,True,False
9.473200000007637,27.089000000618398,-8.424000000000007,1 29,True,False
9.473200000007637,27.089000000618398,-9.424000000000007,1 30,True,False
9.473200000007637,27.089000000618398,-10.424000000000007,1 31,True,False
9.473200000007637,27.089000000618398,-11.424000000000007,1 32,True,False
9.473200000007637,27.089000000618398,-12.424000000000007,1 33,True,False
9.473200000007637,27.089000000618398,-13.424000000000007,1 34,True,False
9.473200000007637,27.089000000618398,-14.424000000000007,1 35,True,False
9.473200000007637,27.089000000618398,-15.424000000000007,1 36,True,False
9.473200000007637,27.089000000618398,-16.424000000000007,1 37,True,False
9.473200000007637,27.089000000618398,-17.424000000000007,1 38,True,False
9.473200000007637,27.089000000618398,-18.424000000000007,1 39,True,False
9.473200000007637,27.089000000618398,-19.424000000000007,1 40,True,False
9.473200000007637,27.089000000618398,-20.424000000000007,1 41,True,False
9.473200000007637,27.089000000618398,-21.424000000000007,1 42,True,False
9.473200000007637,27.089000000618398,-22.424000000000007,1 43,True,False
9.473200000007637,27.089000000618398,-23.424000000000007,1 44,True,False
9.473200000007637,27.089000000618398,-24.424000000000007,1 45,True,False
9.473200000007637,27.089000000618398,-25.424000000000007,1 46,True,False
9.473200000007637,27.089000000618398,-26.424000000000007,1 47,True,False
9.473200000007637,27.089000000618398,-27.424000000000007,1 48,True,False
10.981099999975413,14.856200000271201,-2.0,1 49,False,False
10.981099999975413,14.856200000271201,-3.0,1 50,True,False
10.981099999975413,14.856200000271201,-4.0,1 51,True,False
10.981099999975413,14.856200000271201,-5.0,1 52,True,False
10.981099999975413,14.856200000271201,-6.0,1 53,True,False
10.981099999975413,14.856200000271201,-7.0,1 54,True,False
10.981099999975413,14.856200000271201,-8.0,1 55,True,False
10.981099999975413,14.856200000271201,-9.0,1 56,True,False
10.981099999975413,14.856200000271201,-10.0,1 57,True,False
10.981099999975413,14.856200000271201,-11.0,1 58,True,False
10.981099999975413,14.856200000271201,-12.0,1 59,True,False
10.981099999975413,14.856200000271201,-13.0,1 60,True,False
10.981099999975413,14.856200000271201,-14.0,1 61,True,False
10.981099999975413,14.856200000271201,-15.0,1 62,True,False
10.981099999975413,14.856200000271201,-16.0,1 63,True,False
10.981099999975413,14.856200000271201,-17.0,1 64,True,False
10.981099999975413,14.856200000271201,-18.0,1 65,True,False
10.981099999975413,14.856200000271201,-19.0,1 66,True,False
10.981099999975413,14.856200000271201,-20.0,1 67,True,False
10.981099999975413,14.856200000271201,-21.0,1 68,True,False
10.981099999975413,14.856200000271201,-22.0,1 69,True,False
10.981099999975413,14.856200000271201,-23.0,1 70,True,False
10.981099999975413,14.856200000271201,-24.0,1 71,True,False
10.981099999975413,14.856200000271201,-25.0,1 72,True,False
26.852199999964796,17.852900000289083,-6.085200000000015,1 73,False,False
26.852199999964796,17.852900000289083,-7.085200000000015,1 74,True,False
26.852199999964796,17.852900000289083,-8.085200000000015,1 75,True,False
26.852199999964796,17.852900000289083,-9.085200000000015,1 76,True,False
26.852199999964796,17.852900000289083,-10.085200000000015,1 77,True,False
26.852199999964796,17.852900000289083,-11.085200000000015,1 78,True,False
26.852199999964796,17.852900000289083,-12.085200000000015,1 79,True,False
26.852199999964796,17.852900000289083,-13.085200000000015,1 80,True,False
26.852199999964796,17.852900000289083,-14.085200000000015,1 81,True,False
26.852199999964796,17.852900000289083,-15.085200000000015,1 82,True,False
26.852199999964796,17.852900000289083,-16.085200000000015,1 83,True,False
26.852199999964796,17.852900000289083,-17.085200000000015,1 84,True,False
26.852199999964796,17.852900000289083,-18.085200000000015,1 85,True,False
26.852199999964796,17.852900000289083,-19.085200000000015,1 86,True,False
26.852199999964796,17.852900000289083,-20.085200000000015,1 87,True,False
26.852199999964796,17.852900000289083,-21.085200000000015,1 88,True,False
26.852199999964796,17.852900000289083,-22.085200000000015,1 89,True,False
26.852199999964796,17.852900000289083,-23.085200000000015,1 90,True,False
26.852199999964796,17.852900000289083,-24.085200000000015,1 91,True,False
26.852199999964796,17.852900000289083,-25.085200000000015,1 92,True,False
26.852199999964796,17.852900000289083,-26.085200000000015,1 93,True,False
26.852199999964796,17.852900000289083,-27.085200000000015,1 94,True,False
26.852199999964796,17.852900000289083,-28.085200000000015,1 95,True,False
26.852199999964796,17.852900000289083,-29.085200000000015,1 96,True,False
18.636199999949895,0.0,-6.241600000000005,1 97,False,False
18.636199999949895,0.0,-7.241600000000005,1 98,True,False
18.636199999949895,0.0,-8.241600000000005,1 99,True,False
18.636199999949895,0.0,-9.241600000000005,1 100,True,False
18.636199999949895,0.0,-10.241600000000005,1 101,True,False
