      0.68027844E+01      0.10579535E+02     -0.13023614E+02         0.10870E+03    0.20362E+01
      0.14686608E+02      0.12795698E+02     -0.54562947E+01         0.27471E+03    0.24389E+01
      0.98031242E+01      0.52822661E+01     -0.99407227E+01         0.14227E+03    0.21531E+01
      0.17020812E+00      0.21834665E+02     -0.29853028E+01         0.32429E+02    0.15109E+01
      0.23680968E+02      0.23524988E+02     -0.25575654E+02         0.24169E+03    0.23833E+01
      0.16422024E+02      0.11833301E+02     -0.81580817E+01         0.35990E+03    0.25562E+01
      0.17555816E+02      0.25553925E+02     -0.19544085E+02         0.20404E+03    0.23097E+01
      0.19601930E+02      0.48863267E+01     -0.31125809E+01         0.15743E+02    0.11971E+01
      0.96988417E+01      0.18640787E+02     -0.15453289E+02         0.50821E+02    0.17060E+01
      0.16221864E+02      0.12066534E+02     -0.84359795E+01         0.36275E+03    0.25596E+01
      0.15127932E+02      0.90856160E+01     -0.11163615E+02         0.11420E+03    0.20577E+01
      0.22400770E+02      0.12214194E+02     -0.14654518E+02         0.48815E+02    0.16886E+01
      0.19305630E+02      0.40850430E+01     -0.28516842E+01         0.12998E+02    0.11139E+01
      0.18090039E+02      0.34865575E+01     -0.27828152E+01         0.86832E+01    0.93868E+00
      0.14052834E+02      0.17540345E+02     -0.20029500E+02         0.11884E+03    0.20750E+01
      0.15595581E+02      0.74492176E+01     -0.17176289E+02         0.54405E+02    0.17356E+01
      0.13299125E+02      0.21909157E+02     -0.15107955E+02         0.11673E+03    0.20672E+01
      0.36585596E+01      0.14415994E+02     -0.11196211E+02         0.16524E+03    0.22181E+01
      0.10805851E+01      0.35889649E+01     -0.66549469E+01         0.25658E+03    0.24092E+01
      0.14885536E+02      0.15227243E+02     -0.13918815E+02         0.54310E+02    0.17349E+01
      0.10889252E+02      0.10100273E+02     -0.10212395E+02         0.30950E+03    0.24907E+01
      0.15652132E+02      0.21605357E+02     -0.42825275E+01         0.19739E+02    0.12953E+01
      0.65585125E+01      0.14794312E+02     -0.77217904E+01         0.34698E+03    0.25403E+01
      0.21643511E+02      0.13715830E+02     -0.66041582E+01         0.89340E+02    0.19510E+01
      0.97446733E+01      0.16903539E+02     -0.71323302E+01         0.44013E+03    0.26436E+01
      0.18694065E+02      0.10885837E+02     -0.15212124E+02         0.42959E+02    0.16331E+01
      0.76554044E+01      0.22431894E+02     -0.36744831E+01         0.24099E+02    0.13820E+01
      0.17632727E+02      0.17579341E+02     -0.90983437E+01         0.13992E+03    0.21459E+01
      0.17411825E+02      0.13304264E+02     -0.13181754E+02         0.43694E+02    0.16404E+01
      0.19144509E+02      0.36984496E+01     -0.32331944E+01         0.13202E+02    0.11206E+01
      0.12487708E+02      0.18601814E+02     -0.15824118E+02         0.60665E+02    0.17829E+01
      0.22800795E+02      0.11325195E+02     -0.11894421E+02         0.10303E+03    0.20130E+01
      0.23546924E+02      0.21738090E+02     -0.63025403E+01         0.79945E+02    0.19028E+01
      0.13767299E+02      0.70571020E+01     -0.14765557E+02         0.45846E+02    0.16613E+01
      0.16434950E+02      0.18896939E+02     -0.12564730E+02         0.56895E+02    0.17551E+01
      0.17730771E+02      0.17693218E+02     -0.86139616E+01         0.14166E+03    0.21513E+01
      0.12143387E+02      0.19055438E+02     -0.15840544E+02         0.62949E+02    0.17990E+01
      0.20646640E+02      0.21440685E+02     -0.15393463E+02         0.65738E+02    0.18178E+01
      0.17654542E+02      0.73595797E+01     -0.12499151E+02         0.84394E+02    0.19263E+01
      0.77164347E+01      0.20784724E+02     -0.26340874E+01         0.27478E+02    0.14390E+01
      0.10771455E+02      0.10592437E+02     -0.10450877E+02         0.24885E+03    0.23959E+01
      0.25363897E+02      0.20012172E+02     -0.30581447E+01         0.55878E+02    0.17472E+01
      0.23100365E+02      0.22067898E+02     -0.61017634E+01         0.64515E+02    0.18097E+01
      0.10497076E+02      0.22470302E+02     -0.61818361E+01         0.10288E+03    0.20123E+01
      0.18879106E+02      0.20468390E+02     -0.18418004E+02         0.96500E+02    0.19845E+01
      0.15181371E+02      0.38518990E+01     -0.10841196E+02         0.16139E+03    0.22079E+01
      0.65480207E+01      0.15106865E+02     -0.13231641E+02         0.24488E+03    0.23890E+01
      0.83381138E+01      0.20651656E+02     -0.27221545E+01         0.27503E+02    0.14394E+01
      0.21833958E+02      0.13455894E+02     -0.61646522E+01         0.67851E+02    0.18316E+01
      0.14465291E+02      0.21661009E+02     -0.74124620E+01         0.11630E+03    0.20656E+01
      0.19640423E+02      0.33088696E+01     -0.32622286E+01         0.13349E+02    0.11255E+01
      0.38366268E+01      0.12224127E+02     -0.24818356E+02         0.13640E+03    0.21348E+01
      0.14815545E+02      0.20912961E+02     -0.67039610E+01         0.97760E+02    0.19902E+01
      0.17816566E+02      0.20087898E+02     -0.18406844E+02         0.10763E+03    0.20319E+01
      0.32998173E+01      0.46423403E+01     -0.16037399E+02         0.20871E+03    0.23196E+01
      0.23487665E+02      0.97805016E+01     -0.32833542E+01         0.17210E+02    0.12358E+01
      0.80102020E+01      0.15489084E+02     -0.11832989E+02         0.23847E+03    0.23774E+01
